"TweetID","User","Tweet","Latitude","Longitude","IsUrl","IsHashtag","IsRetweet","Language","Category","W_northeastern","W_downed","W_dead","W_natuklapan","W_katao","W_barangay","W_lumikas","W_nagdulot","W_bayan","W_linya","W_mahigit","W_sagkahan","W_pswd","W_imprastraktura","W_total","W_iniwan","W_bagsak","W_sinira","W_video","W_residente","W_kahoy","W_tindahang","W_yero","W_yari","W_alon","W_evacuees","W_highway","W_post","W_lines","W_lubog","W_winasak","W_damages","W_power","W_ngcp","W_pananalasa","W_bubong","W_casualty","W_bunkhouses","W_malawak","W_umakyat","W_nasawi","W_patay","W_istruktura","W_pinsala","W_nasira","W_naitalang","W_youscooper","Length"
"1010","chingbee1","RT @gmanews: ROMBLON Ã?Â¢Ã¢â??Â¬Ã¢â?¬ï?? As of 2:30PM, 30,689 na ang total evacuees sa buong probinsya, ayon sa PSWD. #RubyPH via @akosiJaysent",,,"1","0","1","tl","CD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","26"
"1011","christheene18","RT @gmanews: ROMBLON Ã?Â¢Ã¢â??Â¬Ã¢â?¬ï?? As of 2:30PM, 30,689 na ang total evacuees sa buong probinsya, ayon sa PSWD. #RubyPH via @akosiJaysent",,,"1","0","1","tl","CD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","26"
"1012","KeniticChoy","RT @gmanews: ROMBLON Ã?Â¢Ã¢â??Â¬Ã¢â?¬ï?? As of 2:30PM, 30,689 na ang total evacuees sa buong probinsya, ayon sa PSWD. #RubyPH via @akosiJaysent",,,"1","0","1","tl","CD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","26"
"1013","khimfampo_23","RT @gmanews: ROMBLON Ã?Â¢Ã¢â??Â¬Ã¢â?¬ï?? As of 2:30PM, 30,689 na ang total evacuees sa buong probinsya, ayon sa PSWD. #RubyPH via @akosiJaysent",,,"1","0","1","tl","CD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","26"
"1014","CyeFruelda","RT @gmanews: ROMBLON Ã?Â¢Ã¢â??Â¬Ã¢â?¬ï?? As of 2:30PM, 30,689 na ang total evacuees sa buong probinsya, ayon sa PSWD. #RubyPH via @akosiJaysent",,,"1","0","1","tl","CD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","26"
"1024","heephrodisiac","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","19"
"1025","cassiebabyleigh","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","19"
"1026","PurpleMonik","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","19"
"1027","KhryssMalen30","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","19"
"1028","Aeonflus","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","19"
"1029","RubyPHNews1","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","19"
"1030","clarissemado","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","19"
"1031","glennpooot","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","19"
"1032","AnitaKapoor","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","19"
"1033","TUPManila_USG","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","19"
"1034","ellemorre","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","19"
"1035","Liizziiiiieeee","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","19"
"1036","Terri_estupendo","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","19"
"1037","KeniticChoy","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","19"
"1038","jstnmrfl","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","19"
"1039","jayveellage","RT @gmanews: VIDEO: Baha at mga pinsala sa imprastraktura, iniwan ng Bagyong #RubyPH http://t.co/lv9AkEYIev http://t.co/tpSDNXnrIV",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18"
"1040","sexymhel","RT @gmanews: VIDEO: Baha at mga pinsala sa imprastraktura, iniwan ng Bagyong #RubyPH http://t.co/lv9AkEYIev http://t.co/tpSDNXnrIV",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18"
"1041","sotto_fiona","RT @gmanews: VIDEO: Baha at mga pinsala sa imprastraktura, iniwan ng Bagyong #RubyPH http://t.co/lv9AkEYIev http://t.co/tpSDNXnrIV",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18"
"1042","akosidarkcloud","RT @gmanews: VIDEO: Baha at mga pinsala sa imprastraktura, iniwan ng Bagyong #RubyPH http://t.co/lv9AkEYIev http://t.co/tpSDNXnrIV",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18"
"1043","jahstinesurio","RT @gmanews: VIDEO: Baha at mga pinsala sa imprastraktura, iniwan ng Bagyong #RubyPH http://t.co/lv9AkEYIev http://t.co/tpSDNXnrIV",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18"
"1044","itsmeMayetteXD","RT @gmanews: VIDEO: Baha at mga pinsala sa imprastraktura, iniwan ng Bagyong #RubyPH http://t.co/lv9AkEYIev http://t.co/tpSDNXnrIV",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18"
"1045","KeniticChoy","RT @gmanews: VIDEO: Baha at mga pinsala sa imprastraktura, iniwan ng Bagyong #RubyPH http://t.co/lv9AkEYIev http://t.co/tpSDNXnrIV",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18"
"1046","francismagsajo","RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"1047","RubyPHNews1","RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"1048","violetagloria","RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"1049","mawexduque","RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"1050","ljr_leigh","RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"1051","vinnmartin","RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"1052","alrenjerome","RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"1053","lalaculala","RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"1054","bebebombia_5sex","RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"1055","haze_gear","RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"1056","erwinmoon","RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"1057","KimVianca","RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"1058","yanxq","RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"1059","KeniticChoy","RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"1060","cyrllbgl","RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"1061","GeraldineBerdan","RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"1062","JennyRockwell","RT @gmanews: VIDEO: Mahigit 200,000 residente, lumikas sa Sorsogon dahil sa Bagyong #RubyPH http://t.co/1SPOOw4WVF http://t.co/XJerjp7yWk",,,"1","1","0","tl","CD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","18"
"1063","erwinmoon","RT @gmanews: VIDEO: Mahigit 200,000 residente, lumikas sa Sorsogon dahil sa Bagyong #RubyPH http://t.co/LrGpUfA9zZ http://t.co/hdrBnLajUj",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","18"
"1064","swifTaylor27","RT @gmanews: VIDEO: Mahigit 200,000 residente, lumikas sa Sorsogon dahil sa Bagyong #RubyPH http://t.co/LrGpUfA9zZ http://t.co/hdrBnLajUj",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","18"
"1065","yujidetorres","RT @gmanews: VIDEO: Mahigit 200,000 residente, lumikas sa Sorsogon dahil sa Bagyong #RubyPH http://t.co/LrGpUfA9zZ http://t.co/hdrBnLajUj",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","18"
"1066","indayevarona","RT @gmanews: VIDEO: Mahigit 200,000 residente, lumikas sa Sorsogon dahil sa Bagyong #RubyPH http://t.co/LrGpUfA9zZ http://t.co/hdrBnLajUj",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","18"
"1067","sarca_sam","RT @gmanews: VIDEO: Mahigit 200,000 residente, lumikas sa Sorsogon dahil sa Bagyong #RubyPH http://t.co/LrGpUfA9zZ http://t.co/hdrBnLajUj",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","18"
"1068","haze_gear","RT @gmanews: VIDEO: Mahigit 200,000 residente, lumikas sa Sorsogon dahil sa Bagyong #RubyPH http://t.co/LrGpUfA9zZ http://t.co/hdrBnLajUj",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","18"
"1069","MhegMm","RT @gmanews: VIDEO: Mahigit 200,000 residente, lumikas sa Sorsogon dahil sa Bagyong #RubyPH http://t.co/LrGpUfA9zZ http://t.co/hdrBnLajUj",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","18"
"1070","KeniticChoy","RT @gmanews: VIDEO: Mahigit 200,000 residente, lumikas sa Sorsogon dahil sa Bagyong #RubyPH http://t.co/LrGpUfA9zZ http://t.co/hdrBnLajUj",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","18"
"1071","jay_divina","RT @gmanews: VIDEO: Mahigit 200,000 residente, lumikas sa Sorsogon dahil sa Bagyong #RubyPH http://t.co/LrGpUfA9zZ http://t.co/hdrBnLajUj",,,"1","1","1","tl","CD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","18"
