"TweetID","User","Tweet","Latitude","Longitude","IsHashtag","IsURL","IsRetweet","Language","Category","W_#aksyonsahagupit","W_#rubyph","W_@_iancruz","W_@akosijaysent","W_@dzbb","W_@dzmmteleradyo","W_@gmanews","W_agutaya","W_all","W_ang","W_antas","W_at","W_bagyong","W_bilang","W_bukas","W_buong","W_catbalogan","W_city","W_cuyo","W_dahil","W_dec","W_dolores","W_eastern","W_evacuation","W_for","W_goods","W_gumaca","W_hangin","W_in","W_ipinagagamit","W_kuryente","W_laguna","W_lahat","W_magsaysay","W_manila","W_metro","W_muling","W_na","W_nang","W_ng","W_ni","W_of","W_palawan","W_pampanga","W_personnel","W_preso","W_ps36","W_quezon","W_rizal","W_romblon","W_rt","W_sa","W_samar","W_san","W_signal","W_tacloban","W_towns","W_transported","W_ulat","W_via","W_video","W_wala","N_#r","N_,_","N_._","N_/t","N_:/","N_:_","N_@d","N__#","N__@","N__a","N__b","N__h","N__k","N__m","N__n","N__s","N__v","N_a_","N_ac","N_ag","N_ah","N_al","N_an","N_as","N_at","N_ay","N_ba","N_bu","N_by","N_co","N_el","N_er","N_g_","N_ga","N_h_","N_ha","N_ia","N_il","N_in","N_la","N_li","N_ma","N_na","N_ng","N_on","N_ph","N_ro","N_ru","N_sa","N_t_","N_ta","N_te","N_to","N_tp","N_tt","N_ub","N_vi","N_yp","Length"
"12","UNTVweb","#RubyPH: MMDA suspends number coding in Metro Manila ‚?? PIA NCR http://t.co/SkBjT7GTrk",,,"1","1","0","tl","CA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","3","1","1","1","0","0","1","2","0","0","0","1","1","0","0","1","1","2","0","0","0","1","0","0","0","1","0","1","1","0","1","1","0","0","1","0","0","0","0","2","0","3","1","0","0","0","0","1","1","0","1","0","1","1","0","0","0","13"
"13","smntyg","RT @DZMMTeleRadyo: Pasok sa govt offices sa MANDALUYONG CITY, suspendido na rin ngayong Lunes, Dec. 8 #RubyPH",,,"1","0","1","tl","CA","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","3","1","0","0","1","1","0","1","0","0","1","1","1","0","1","3","0","2","1","1","0","0","0","0","0","1","0","0","1","0","1","2","1","0","1","2","0","2","0","0","0","1","0","2","0","1","0","0","1","1","0","1","3","1","0","1","2","21"
"14","rsmaxcs","RT @DZMMTeleRadyo: Pasok sa govt offices sa MANDALUYONG CITY, suspendido na rin ngayong Lunes, Dec. 8 #RubyPH",,,"1","0","1","tl","CA","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","3","1","0","0","1","1","0","1","0","0","1","1","1","0","1","3","0","2","1","1","0","0","0","0","0","1","0","0","1","0","1","2","1","0","1","2","0","2","0","0","0","1","0","2","0","1","0","0","1","1","0","1","3","1","0","1","2","21"
"15","5tarburst","RT @machinators: Ugh #RubyPH. Malakas na, mabagal pa. Forecasted to hit Manila at 2am tomorrow. Everyone keep safe.",,,"1","0","1","tl","CA","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","4","1","1","0","1","0","1","0","1","1","1","2","1","1","0","0","1","2","1","3","1","3","0","0","0","1","1","0","0","1","0","1","0","1","0","1","1","1","3","1","0","0","3","1","1","2","2","0","0","1","2","1","0","0","1","1","1","1","24"
"16","iamRaymondLacsa","#RubyPH: MMDA suspends number coding in Metro Manila for Monday, Dec08 ‚?? PIA NCR http://t.co/bFeLq9hNhI",,,"1","1","0","tl","CA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","3","1","1","1","0","0","1","2","0","0","0","1","1","0","1","1","1","2","0","0","0","1","0","0","0","1","0","1","1","0","1","1","0","0","1","1","0","0","0","2","0","4","1","1","0","0","0","1","1","0","1","1","1","1","0","0","0","17"
"17","tutssieroll","RT @DZMMTeleRadyo: Pasok sa govt offices sa MANDALUYONG CITY, suspendido na rin ngayong Lunes, Dec. 8 #RubyPH",,,"1","0","1","tl","CA","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","3","1","0","0","1","1","0","1","0","0","1","1","1","0","1","3","0","2","1","1","0","0","0","0","0","1","0","0","1","0","1","2","1","0","1","2","0","2","0","0","0","1","0","2","0","1","0","0","1","1","0","1","3","1","0","1","2","21"
"18","withelights_on","RT @gmanews: VIDEO: Bagyong #RubyPH, nanalasa sa Borongan, Eastern Samar http://t.co/fRtGoDgo5a http://t.co/sWPVeNK3pv",,,"1","1","1","tl","CA","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","2","3","1","0","0","0","1","2","0","1","0","1","3","1","0","0","2","1","1","0","1","0","2","0","1","0","1","0","2","1","0","1","1","1","2","2","2","0","1","0","2","0","0","2","2","0","2","1","2","1","2","1","0","2","1","1","1","3","16"
"19","imjndlmarie","RT @GovRamil: Nakataas na po ang signal #2 sa ating lalawigan. Patuloy po tayong magdasal, mag-ingat at laging handa. #RubyPH #Prayers #Kee‚?¶",,,"1","0","1","tl","CA","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","1","0","4","0","3","3","0","3","3","1","0","0","2","3","2","2","0","0","0","0","0","1","1","1","0","1","0","1","4","2","0","1","1","3","3","0","0","2","2","1","1","5","3","0","0","1","2","0","2","5","1","0","1","2","27"
"20","diana_p_romero","walang pasok bukas all levels sa metro manila #RubyPH JuanKarlos MYX Video Premiere",,,"1","0","0","tl","CA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","2","1","0","1","0","1","0","0","0","0","2","3","1","0","1","1","2","0","0","0","0","0","0","1","1","1","0","0","1","1","1","1","0","1","0","0","1","0","0","0","0","3","0","0","0","0","1","0","1","2","1","0","1","1","0","0","1","13"
"21","yssa_assy","RT @TagaLPU: PAGASA: Expect heavy to intense rains in Metro Manila. #RubyPH",,,"1","0","1","tl","CA","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","1","0","1","0","3","2","0","1","1","0","0","0","0","1","0","1","1","1","0","0","0","0","1","0","0","1","0","1","0","2","0","2","0","0","2","0","0","1","2","1","0","0","0","0","0","1","1","1","0","0","1","0","1","1","15"
"22","TophSamson","@gmanews: ADAMSON: Suspendido ang klase maging ang opisina bukas, Dec. 8, dahil sa Bagyong #RubyPH. #WalangPasok via @AdamsonUni Orayk!","14.748947","121.039212","1","0","0","tl","CA","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","2","3","1","1","1","0","2","0","2","2","0","1","4","0","1","0","2","2","0","2","0","0","0","0","1","0","1","0","0","1","1","1","4","0","2","2","3","3","0","1","0","0","1","0","2","0","1","1","0","1","3","0","1","5","1","1","1","1","26"
"23","AsncnCarlalala","RT @gmanews: Quezon City ‚?? #WalangPasok sa lahat ng antas bukas (Dec. 8) dahil sa bagyong #RubyPH . | via @Rodveg72 @dzbb",,,"1","0","1","tl","CA","1","0","0","0","1","0","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","3","1","1","1","1","2","0","0","1","0","1","3","0","2","0","2","2","1","2","0","0","0","0","1","1","1","1","0","1","1","1","2","0","2","1","2","1","2","0","0","1","0","0","0","1","0","1","0","1","3","1","0","3","1","1","3","2","26"
"24","myeolchidochi","RT @gmanews: Quezon City ‚?? #WalangPasok sa lahat ng antas bukas (Dec. 8) dahil sa bagyong #RubyPH . | via @Rodveg72 @dzbb",,,"1","0","1","tl","CA","1","0","0","0","1","0","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","3","1","1","1","1","2","0","0","1","0","1","3","0","2","0","2","2","1","2","0","0","0","0","1","1","1","1","0","1","1","1","2","0","2","1","2","1","2","0","0","1","0","0","0","1","0","1","0","1","3","1","0","3","1","1","3","2","26"
"25","beorvb","Signal#2 na pala Laguna. Sana may abutan pa tayong pasko feels, electricity, classrooms & maayos na campus pagbalik ng LB. #UPLB #RubyPH",,,"1","0","0","tl","CA","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","1","0","0","0","2","0","0","2","0","3","2","0","0","2","1","3","3","2","0","0","0","1","0","0","1","0","0","1","1","1","2","0","0","0","1","1","0","0","0","2","2","0","2","0","5","0","0","1","2","1","3","2","1","1","0","1","27"
"26","ameytology","RT @DZMMTeleRadyo: #walangpasok | Klase sa lahat ng antas sa Mandaluyong City, suspendido bukas (Dec. 8) dahil kay #RubyPH - Mayor Abalos",,,"1","0","1","tl","CA","1","0","1","0","1","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","2","2","1","0","1","1","2","0","0","0","0","3","3","1","2","1","3","3","1","1","1","0","0","0","0","1","1","1","0","1","1","1","2","0","1","1","1","2","2","2","0","1","2","0","1","1","0","0","0","1","4","0","2","3","1","1","1","2","27"
"27","BravoSSCR","RT @DZMMTeleRadyo: #walangpasok | Klase sa lahat ng antas sa Las Pi√±as City, suspendido bukas (Dec. 8) dahil kay #RubyPH - Mayor Nene Aguil‚?¶",,,"1","0","1","tl","CA","1","0","1","0","1","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","2","1","0","2","1","2","0","0","1","0","1","2","1","2","1","3","4","2","1","1","0","0","0","0","1","1","1","0","1","1","1","1","0","1","1","0","2","2","2","0","1","1","0","1","1","0","0","0","1","6","0","2","2","1","0","1","2","29"
"28","BravoSSCR","RT @DZMMTeleRadyo: #walangpasok | Klase sa lahat ng antas sa Makati, suspendido bukas (Dec. 8) dahil kay #RubyPH - Makati Spokesman Joey Sa‚?¶",,,"1","0","1","tl","CA","1","0","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","3","2","1","0","1","1","2","0","0","0","0","1","3","1","2","1","5","3","1","1","1","0","0","0","0","1","1","1","0","1","1","1","1","0","1","1","0","1","2","2","0","1","2","0","1","3","0","0","0","1","4","0","1","2","1","0","1","3","28"
"29","BravoSSCR","RT @DZMMTeleRadyo: #walangpasok | Klase sa lahat ng antas sa Marikina City, suspendido bukas (Dec. 8) dahil kay #RubyPH | via @MarikinaPIO",,,"1","0","1","tl","CA","1","0","1","0","1","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","2","4","1","1","1","1","2","0","2","0","0","1","2","1","2","1","3","3","1","1","1","0","0","0","1","1","1","1","0","1","1","1","1","0","1","1","0","1","2","2","0","1","1","0","1","1","2","1","0","1","4","0","1","2","1","0","2","2","27"
"30","mxxella","RT @govph: Gabay sa color-coded rainfall advisories (yellow, orange, red) ng PAGASA: http://t.co/aHxQ5oOrKc #RubyPH http://t.co/6X6bELAeH3",,,"1","1","1","tl","CA","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","2","1","1","0","1","1","0","1","2","1","1","1","0","0","0","2","0","0","1","2","0","2","1","0","1","1","2","0","2","0","1","1","0","4","0","0","2","2","0","0","1","2","1","1","0","1","2","1","1","1","2","21"
"31","iamJasLouise","RT @gmanews: LAS PI√?AS ‚?? Suspendido ang klase sa lahat ng antas bukas dahil sa bagyong #RubyPH | via @dzbbsamnielsen @dzbb",,,"1","0","1","tl","CA","1","1","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3","1","1","1","2","1","0","0","1","0","0","3","0","2","1","3","3","1","0","0","0","0","0","1","1","1","1","0","1","1","1","3","0","2","1","1","2","2","1","0","1","0","0","0","1","0","1","0","1","5","0","0","3","1","1","3","3","22"
"32","ichapiee","RT @DZMMTeleRadyo: #walangpasok | Klase sa lahat ng antas sa Quezon City, suspendido bukas (Dec. 8) dahil kay #RubyPH | via QC Adm. Aldrin ‚?¶",,,"1","0","1","tl","CA","1","0","1","0","1","0","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","3","1","1","1","1","2","0","1","0","0","2","2","1","2","1","3","3","1","2","1","0","0","0","1","1","1","1","0","1","1","1","1","0","1","1","1","3","2","2","0","1","0","0","1","1","0","1","0","1","4","0","1","2","1","0","1","2","31"
"33","JohnDimaranan","RT @ABSCBNNews: Signal No. 3 #RubyPH: Bataan, Batangas, Cavite, Laguna, Marinduque, Oriental Mindoro, Lubang Is., Southern Quezon",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","2","1","0","2","3","1","0","0","2","1","1","1","1","0","0","0","0","0","1","0","0","2","0","1","1","1","2","2","1","0","1","0","0","3","2","0","7","2","2","1","0","1","1","1","0","2","1","3","1","0","27"
"34","RonLopez19","Signal no. 3 over Burias, Marinduque, Romblon, Occidental & Oriental Mindoro, Batangas, Laguna, Cavite, S. Quezon, Lubang Island. #RubyPH",,,"1","0","0","tl","CA","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","0","1","0","2","1","0","3","3","1","0","0","1","2","1","3","1","0","0","0","0","0","1","0","0","2","1","1","1","1","2","0","2","0","0","0","0","3","2","0","8","1","2","1","0","1","2","2","0","2","1","2","0","0","30"
"35","ROQUEroadd","RT @govph: At 10 am today, YELLOW rainfall advisory issued over Metro Manila, Bataan, Pampanga, Bulacan, and CALABARZON. #RubyPH http://t.c‚?¶",,,"1","0","1","tl","CA","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","1","0","1","1","1","0","1","2","5","1","0","1","0","3","0","1","0","1","1","0","0","1","2","0","1","1","1","1","0","1","2","1","1","4","2","0","0","1","2","1","5","2","0","1","1","1","0","1","1","1","1","2","1","0","27"
"36","endayakaren","@TagaLPU: PAGASA: Posibleng mag-landfall mamayang 6-8pm ang Tropical Storm Ruby sa Batangas. aww ingat guys #RubyPH",,,"1","0","0","tl","CA","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1","0","0","0","1","0","1","3","0","3","4","0","0","0","2","1","0","1","0","1","0","0","0","0","1","0","0","2","0","2","3","4","1","2","0","2","1","0","0","2","2","0","0","2","0","0","0","1","2","1","1","5","2","1","0","2","19"
"37","lymijares","RT @IMReadyPH: #RubyPH SIGNAL NO. 3 (11 AM) Bataan, Batangas, Cavite, Laguna, Marinduque, Oriental Mindoro, Lubang Island, Southern Quezon ‚?¶",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","1","0","2","1","0","2","4","1","0","0","2","2","1","1","1","0","0","0","0","1","2","0","0","2","0","1","1","1","2","1","1","1","1","0","0","3","2","0","7","2","2","1","0","1","1","1","0","2","1","3","1","0","31"
