'TweetID';'User';'Tweet';'Latitude';'Longitude';'IsHashtag';'IsURL';'IsRetweet';'Language'
512976152181215000;'sanjuncssr';'RT @CitizenPatrol: ilang residente sa marikina inilikas na sa Malanday Elem. School. #MarioPH #ReliefPH';'NULL';'NULL';1;0;1;'tl'
512976271702114000;'sanjuncssr';'RT @CitizenPatrol: ilang residente sa marikina inilikas na sa din sa pilipinas at sampaguita village . #MarioPH #ReliefPH';'NULL';'NULL';1;0;1;'tl'
512976431677063000;'sanjuncssr';'RT @CitizenPatrol: Ginawa na ding Evacuation center ang Aglipay,IFI Church at Bulelak cover court. #MarioPH #ReliefPH';'NULL';'NULL';1;0;1;'tl'
512969553823809000;'CitizenPatrol';'Tumana,labanos sa marikina,lagpas na sa 2nd flr ang baha. #MarioPH #RescuePH';'NULL';'NULL';1;0;0;'tl'
512970331623931000;'CitizenPatrol';'Aabot sa 2,000 Evacuees sa Sto. Domingo Church nangangailangan ng tubig.  #MarioPH #ReliefPH';'NULL';'NULL';1;0;0;'tl'
512972614352900000;'CitizenPatrol';'ilang residente sa marikina inilikas na sa Malanday Elem. School. #MarioPH #ReliefPH';'NULL';'NULL';1;0;0;'tl'
512973134891204000;'CitizenPatrol';'ilang residente sa marikina inilikas na sa din sa pilipinas at sampaguita village . #MarioPH #ReliefPH';'NULL';'NULL';1;0;0;'tl'
512974454758969000;'CitizenPatrol';'Ginawa na ding Evacuation center ang Aglipay,IFI Church at Bulelak cover court. #MarioPH #ReliefPH';'NULL';'NULL';1;0;0;'tl'
512975082298163000;'CitizenPatrol';'Sa bahagi naman ng malanday,Marikina h.school at Bautista Elem. school ay ginawa ng Evacuation Center. #MarioPH #ReliefPH';'NULL';'NULL';1;0;0;'tl'
512968707165798000;'CitizenPatrol';'Sa Tullahan sa Valenzuela, mga Motorsiklo, isinakay na sa balsa para maitawid lang sa baha.  #MarioPH #FloodPH';'NULL';'NULL';1;0;0;'tl'
512967766123761000;'meiyose';'Hanggang dito si Emmanuel pa rin. Tsk. || Mga kapwa immortal, ingat po tayo lahat. God bless po! #FloodPH http://t.co/uKBreyQRtR';'NULL';'NULL';1;1;0;'tl'
512965710159425000;'cristineongson';'RT @officialdohgov: #HASHTAG HOTLINES: Paalala po ngayong tag-ulan. Magingat po tayo ingat. #walangpasok #MarioPH #FloodPH http://t.co/4fkx…';'NULL';'NULL';1;0;1;'tl'
512965675401236000;'cristineongson';'RT @officialdohgov: Umiwas po tayo sa paglusong sa baha dahil ito ay pwedeng magdulot ng #LEPTOSPIROSIS #MarioPH #FloodPH http://t.co/Idsju…';'NULL';'NULL';1;1;1;'tl'
512965440109166000;'cristineongson';'RT @officialdohgov: EMERGENCY HOTLINES: Paalala po ngayong tag-ulan. Magingat po tayo ingat. #walangpasok #MarioPH #FloodPH http://t.co/0uV…';'NULL';'NULL';1;0;1;'tl'
512962221844869000;'sanjuncssr';'RT @CitizenPatrol: Tubig sa Pasig River, patuloy na tumataas. #MarioPH #FloodPH';'NULL';'NULL';1;0;1;'tl'
512960240183021000;'CitizenPatrol';'Tubig sa Pasig River, patuloy na tumataas. #MarioPH #FloodPH';'NULL';'NULL';1;0;0;'tl'
512959361950314000;'sanjuncssr';'RT @CitizenPatrol: 20-25% ng Metro Manila, binaha. #MarioPH #FloodPH';'NULL';'NULL';1;0;1;'tl'
512959113756553000;'CitizenPatrol';'20-25% ng Metro Manila, binaha. #MarioPH #FloodPH';'NULL';'NULL';1;0;0;'tl'
512957907441160000;'CitizenPatrol';'Lot 17 Block 8 Villa Olympia town homes, bogy sot domingo cainta rizal,Lagpas tao na baha. #MarioPH #RescuePH';'NULL';'NULL';1;0;0;'tl'
512958026727190000;'CitizenPatrol';'Lot 17 Block 8 Villa Olympia town homes, bogy sot domingo cainta rizal,Lagpas tao na ang baha. #MarioPH #RescuePH';'NULL';'NULL';1;0;0;'tl'
512956887440961000;'clardizabal65';'Sulong lang habang below the knee! #MarioPH #DahilMayBagyoNgayon #badweather #floodph #floods #walangpasok #wtf #f4f http://t.co/PdpQMwJtob';'NULL';'NULL';1;0;0;'tl'
512953146834817000;'Misshyelle';'Thank God na low tide ngayon kung hindi mas tataas pa ang baha. Mag-ingat po tayo''t bantayan ang pagtaas ng tubig lalo na''t gabi na #FloodPH';'NULL';'NULL';1;0;0;'tl'
512951490034401000;'mrcodomingo';'RT @PolytechUnivPh: #FloodPH: V-Mapa - Old Sta. Mesa (Road 2) area as of 10:00 am - LAGPAS-TAO. Photo by: @ItsMeAcenith http://t.co/UlgAIj…';'NULL';'NULL';1;0;1;'tl'
512942044507951000;'JaimieGemina';'Minsan naisip ko sana nagEE nalang ako eh. Panay nalang napuputukan ng transformer tong Vicarville. Bwisit. #NoPower';14.648678;120.959974;1;0;0;'tl'
512938906199662000;'tinaysez';'Wala nang mapuntahan ang tubig. Salamat at humupa na ang ulan. Washington cor. Dela Rosa Sts Makati #floodph #MarioPH http://t.co/CM2EceWfFN';'NULL';'NULL';1;0;0;'tl'
512938090269138000;'USTPANOC';'RT @officialdohgov: Umiwas po tayo sa paglusong sa baha dahil ito ay pwedeng magdulot ng #LEPTOSPIROSIS #MarioPH #FloodPH http://t.co/Idsju…';'NULL';'NULL';1;1;1;'tl'
512933593492910000;'smigel_ros';'RT @IMReadyPH: Para sa mga weather question o #RescuePH requests at iba pa, tumawag sa aming #IMReady helpdesk. http://t.co/Yx9bSTbI67';'NULL';'NULL';1;0;1;'tl'
512932921053675000;'CitizenPatrol';'15 pamilya sa Pasay,brgy 184 ang kasalukuyang nasa brgy.hall at 15 naman ang nasa daycare . #MarioPH #ReliefPH';'NULL';'NULL';1;0;0;'tl'
512932743752466000;'CitizenPatrol';'Sa paranaque, 60 pamilya ang inilikas sa silverio creek at 30 sa fastrack. #MarioPH #ReliefPH';'NULL';'NULL';1;0;0;'tl'
512932336175161000;'TyphoonWatchPH';'jhuzlikethat: Yayyyyy. Humuhupa na sya  #floodph #mario http://t.co/bBKdgk6Snv September 19, 2014 at 06:50PM http://t.co/4Q1uzsbXHf';'NULL';'NULL';1;1;0;'tl'
512931218166267000;'michelleseva';'RT @IMReadyPH: Para sa mga weather question o #RescuePH requests at iba pa, tumawag sa aming #IMReady helpdesk. http://t.co/Yx9bSTbI67';'NULL';'NULL';1;0;1;'tl'
512930812904239000;'CitizenPatrol';'Sa muntinlupa may 60 pamilya sa cupang at 50 sa tunasan (cuyab) ay apektado dulot ng bagyo.#MarioPH #FloodPH';'NULL';'NULL';1;0;0;'tl'
512930772374654000;'asil0250';'RT @gmanetwork: Para sa mga weather question o #RescuePH requests at iba pa, tumawag sa aming I M Ready helpdesk. http://t.co/pXDHIIaM4U';'NULL';'NULL';1;1;1;'tl'
512925016233496000;'KeniticChoy';'RT @gmanews: Para sa mga weather question o #RescuePH requests at iba pa, tumawag sa aming @IMReadyPH help desk: 333-7161. http://t.co/UG5T…';'NULL';'NULL';1;0;1;'tl'
512925240364511000;'KeniticChoy';'RT @IMReadyPH: Para sa mga weather question o #RescuePH requests at iba pa, tumawag sa aming #IMReady helpdesk. http://t.co/Yx9bSTbI67';'NULL';'NULL';1;0;1;'tl'
512925816942915000;'24OrasGMA';'RT @IMReadyPH: Para sa mga weather question o #RescuePH requests at iba pa, tumawag sa aming #IMReady helpdesk. http://t.co/Yx9bSTbI67';'NULL';'NULL';1;0;1;'tl'
512926123072978000;'dennisdls';'RT @IMReadyPH: Para sa mga weather question o #RescuePH requests at iba pa, tumawag sa aming #IMReady helpdesk. http://t.co/Yx9bSTbI67';'NULL';'NULL';1;0;1;'tl'
512923996463960000;'bernanaboat';'Can somebody tell kung saan banda yung live wire sa may España? #RescuePH #MarioPH';'NULL';'NULL';1;0;0;'tl'
512924112151257000;'IJRinon';'RT @bernanaboat: Can somebody tell kung saan banda yung live wire sa may España? #RescuePH #MarioPH';'NULL';'NULL';1;0;0;'tl'
512924112168038000;'katolikongpinoy';'RT @bernanaboat: Can somebody tell kung saan banda yung live wire sa may España? #RescuePH #MarioPH';'NULL';'NULL';1;0;0;'tl'
512921398440775000;'SolimanJen';'RT @katolikongpinoy: Paalala po para sa lahat mula kay Fr. Lopet ng BGRY. LAGING SAKLOLO at ng ministeryong ito #MarioPH #RescuePH http:/…';'NULL';'NULL';1;0;1;'tl'
512920591184039000;'Boytoyjair';'RT @IMReadyPH: Mga Kapuso, may mga kakilala ba kayo na nangangailangan ng tulong mula sa pagbaha o sa malakas na ulan? Gamitin ang hashtag …';'NULL';'NULL';1;0;1;'tl'
512916719929536000;'martinbarretto1';'#24Oras Hanggang dibdib na po yung baha dito sa amin sa Parañaque brgy: San isidro #floodPH @24OrasGMA';'NULL';'NULL';1;0;0;'tl'
512916596214341000;'AllNews_PH';'[PTVph] #FloodPH #MarioPH PAGASA declares ORANGE warning for Metro Manila, Cavite, Bulac... http://t.co/oQZFhiz5kT';'NULL';'NULL';1;1;0;'tl'
512915537056116000;'mssrippnw';'Paalala po ngayong tag-ulan. Magingat po tayong lahat. #walangpasok #MarioPH #FloodPH http://t.co/m6NIZDR4qA';'NULL';'NULL';1;1;0;'tl'
512915453983739000;'jmreyes816';'RT @PTVph: #FloodPH #MarioPH PAGASA declares ORANGE warning for Metro Manila, Cavite, Bulacan, Rizal, and Pampanga. http://t.co/hfAUboOnAr';'NULL';'NULL';1;1;1;'tl'
512915207790673000;'PTVph';'#FloodPH #MarioPH PAGASA declares ORANGE warning for Metro Manila, Cavite, Bulacan, Rizal, and Pampanga. http://t.co/hfAUboOnAr';'NULL';'NULL';1;1;0;'tl'
512915146205700000;'martinbarretto1';'#floodPH @gmanews Hanggang dibdib na po yung baha dito sa amin sa Parañaque brgy: San isidro';'NULL';'NULL';1;0;0;'tl'
512914223706677000;'CitizenPatrol';'Sa Quezon City ,Ilang pamilya, lumikas na sa Holy Family Church sa Roxas District at  walang pa ring kuryente ngayon. #MarioPH #FloodPH';'NULL';'NULL';1;0;0;'tl'
512913755328356000;'CitizenPatrol';'Sa Rizal, Isinailalim na sa State of Calamity ang Cainta. #FloodPH #MarioPH';'NULL';'NULL';1;0;0;'tl'
512912577479725000;'_jhEberLiciOus_';'An update sa Mayflower Greenland Cainta, slowly humuhupa ng ung baha.. hopefully tuloy tuloy na xa.. #FloodPH';'NULL';'NULL';1;0;0;'tl'
512910485826461000;'RomnickDoringo';'#NoPower Maligaya Subd, Quezon City #Mario';'NULL';'NULL';1;0;0;'tl'
512908748080562000;'jimjimpau';'EMERGENCY HOTLINES: Paalala po ngayong tag-ulan. Magingat po tayo ingat. #walangpasok #MarioPH #FloodPH http://t.co/HzcYbA8o6B';'NULL';'NULL';1;1;0;'tl'
512907835089645000;'marvsbarnardjr';'Photo: #FloodPh Humupa na ang baha. Pero naulan padin. Hanggang litid nalang ang tubig sa kalsada. Sira... http://t.co/dxt6IhznT6';'NULL';'NULL';1;1;0;'tl'
512904920681697000;'nathan_philip14';'@gmanews #FloodPH st joseph cainta rizal tumataas pa rin tubig at madilim na.';'NULL';'NULL';1;0;0;'tl'
512903859333648000;'jpas0492';'Alang tigil alarm ng marikina. Level3 #MarikinaRiver #FloodPH';14.610483;121.079343;1;0;0;'tl'
512901603796340000;'ja_guazon';'@TVPatrol  Grabe po Baha hangang bewang and still rising here at Silver Homes Multinational Paranaque. #floodph http://t.co/c9LJDovrdD';'NULL';'NULL';1;0;0;'tl'
512899340344377000;'Antriz20_';'Gnito p baha s street nmin knina.. Now po mdyo bumaba n p. @gmanews #floodPH VillageEastCaintaRizal http://t.co/MX42gP7Ir0';'NULL';'NULL';1;1;0;'tl'
512899214573973000;'mang_tikyo';'#FloodPH 5:36PM brgy 180 bayanihan st. Pasay city. water level-4ft. Hirap na bumili ng food ang mga residents -- mercene family';'NULL';'NULL';1;0;0;'tl'
512899035150036000;'maaashtoncake';'RT @News5E: Mga taga-Rosario 6 Subdivision sa Pasig City, hanggang baywang na ang baha @PasigInfo @RESCUE5PH @News5AKSYON #RescuePH @MarioPH';'NULL';'NULL';1;0;1;'tl'
512898600506900000;'Antriz20_';'@gmanews #floodPH VillageEastCainta,Rizal mdyo mababanapo ung baha sa street nmin than ung knina http://t.co/MeybpGN9rS';'NULL';'NULL';1;1;0;'tl'
512896468965793000;'iam_carltejada';'@gmanews Hanggang dibdib na ang baha dito sa KARANGALAN VILLAGE, BRGY. DELA PAZ, PASIG CITY #MarioPH #FloodPH http://t.co/ypIWgzrYBA';'NULL';'NULL';1;0;0;'tl'
512895484365504000;'CitizenPatrol';'Hindi lng sa QC at manila ang baha maging sa Bacoor Cavite ay baha na din. #MarioPH #FloodPH';'NULL';'NULL';1;0;0;'tl'
512894984991682000;'CitizenPatrol';'Mataas pa rin ang tubig sa Marikina Riverbanks. #MarioPH #FloodPH';'NULL';'NULL';1;0;0;'tl'
512894238812405000;'maybahaba';'RT @CitizenPatrol: Mga bus nalang ang kayang makadaan sa España, Maynila. #MarioPH #FloodPH';'NULL';'NULL';1;0;1;'tl'
512891256129585000;'CitizenPatrol';'Mga residente sa Brgy Tumana, abot pa din sa second floor ang baha at marami pa ang na-trap sa bubongan ng kanilang bahay.#MarioPH #RescuePH';'NULL';'NULL';1;0;0;'tl'
