'TweetID';'User';'Tweet';'Latitude';'Longitude';'IsHashtag';'IsURL';'IsRetweet';'Language'
512923858928545000;'cincodeziall';'RESCUED NA YUNG NA REPORT KO OMG #safenow #RescuePH';'NULL';'NULL';1;0;0;'tl'
512923649481793000;'cincodeziall';'RT @eulajemilgo: @DivinemLee Aquilino Silva, blk. 66 Roga Compound, Tumana, Marikina. 09267777459. #RescuePH';'NULL';'NULL';1;0;1;'tl'
512923726086541000;'katolikongpinoy';'RT @eulajemilgo: @DivinemLee Aquilino Silva, blk. 66 Roga Compound, Tumana, Marikina. 09267777459. #RescuePH';'NULL';'NULL';1;0;0;'tl'
512923528107024000;'eulajemilgo';'@DivinemLee Aquilino Silva, blk. 66 Roga Compound, Tumana, Marikina. 09267777459. #RescuePH';'NULL';'NULL';1;0;0;'tl'
512922092698750000;'SheWantsTheDIM';'RT @maphnie: More than 2k families na yung nasa Sto. Domingo Church. Hindi na nila kaya iaccommodate lahat. Need food & water. #ReliefPH';'NULL';'NULL';1;0;1;'tl'
512922458303635000;'icohizon';'RT @maphnie: More than 2k families na yung nasa Sto. Domingo Church. Hindi na nila kaya iaccommodate lahat. Need food & water. #ReliefPH';'NULL';'NULL';1;0;1;'tl'
512922006539366000;'MattLeeShoots';'RT @maphnie: More than 2k families na yung nasa Sto. Domingo Church. Hindi na nila kaya iaccommodate lahat. Need food & water. #ReliefPH';'NULL';'NULL';1;0;1;'tl'
512920684406665000;'maphnie';'More than 2k families na yung nasa Sto. Domingo Church. Hindi na nila kaya iaccommodate lahat. Need food & water. #ReliefPH';'NULL';'NULL';1;0;0;'tl'
512903334890438000;'fauangeline';'Der r families who needs rescue in Rd 4 Dona Petra Del Rosario,Tumana, Marikina City. Nsa 2ndflr po sila. 09159588046 Allan Arpon #RescuePH';'NULL';'NULL';1;0;0;'tl'
512903193659838000;'cincodeziall';'Purok 5, Indigo Phase 1, Malanday, Marikina, Muntinlupa, Metro Manila #RescuePH';'NULL';'NULL';1;0;0;'tl'
512898547604135000;'ReliefPHcom';'RT @yelpalisoc: @TheMayorLIM Sir pahelp po magRT #ReliefPH sa Leodegracio Victorino Elem. School po may mga evacuees po, wala daw pong kury…';'NULL';'NULL';1;0;1;'tl'
512898196603805000;'yelpalisoc';'@TheMayorLIM Sir pahelp po magRT #ReliefPH sa Leodegracio Victorino Elem. School po may mga evacuees po, wala daw pong kuryente at pagkain.';'NULL';'NULL';1;0;0;'tl'
512897629131272000;'kuuhtrina';'People are trapped in their roofs at BRGY TATALON Quezon City. Wla prn ngrrescue skanila until now. #RescuePH';'NULL';'NULL';1;0;0;'tl'
512896733739642000;'yelpalisoc';'@ABSCBNNews #ReliefPH Good PM po, sa Leodegracio Victorino Elementary School po may mga evacuees po wala daw pong kuryente at pagkain.';'NULL';'NULL';1;0;0;'tl'
512896642253455000;'yelpalisoc';'@SagipKapamilya  #ReliefPH Good PM po, sa Leodegracio Victorino Elementary School po may mga evacuees po wala daw pong kuryente at pagkain.';'NULL';'NULL';1;0;0;'tl'
512896354264162000;'alcantarajohann';'RT @yelpalisoc: @philredcross #ReliefPH Good PM po, sa Leodegracio Victorino Elementary School po may mga evacuees po wala daw pong kuryent…';'NULL';'NULL';1;0;1;'tl'
512895013424869000;'yelpalisoc';'@philredcross #ReliefPH Good PM po, sa Leodegracio Victorino Elementary School po may mga evacuees po wala daw pong kuryente at pagkain.';'NULL';'NULL';1;0;0;'tl'
512891024713080000;'AngerikBabies41';'Camacho Street Kabayani Road Nangka Marikina needs food and water. Pls. help  #ReliefPH #RescuePH #FloodPH #MarioPH @TVPatrol @ABSCBNNews';'NULL';'NULL';1;0;0;'tl'
512889955203305000;'CitizenPatrol';'Isang Ginang natrapped sa bubong sa Blk.44 mais street bgy.tumana.  #MarioPH #RescuePH';'NULL';'NULL';1;0;0;'tl'
