18,@BeccasOnTweeter Girl you are tornado watching too much! If you need to get to safety OK!!,caution and advice,"tornado watching
tornado watching
Girl, you are tornado watching too much! If you need to, get to safety, OK!!
tornado watching
tornado watching"
19,bitch it's a tornado.. ain't shit to be scared of! you betta get your bitch ass in the position they taught you in elementary!,caution and advice,"it's a tornado
it's a tornado
tornado"
20,Tornado forming over river awesome.  http://bit.ly/kUDYU2,caution and advice,"Tornado forming
Tornado forming
Tornado forming"
21,I'm pretty sure that's the tornado siren.,caution and advice,"tornado siren
tornado
tornado siren"
22," @andybaldwin: Confirmed tornado on the ground in Dallas near Love Field. ""Softball-sized hail."" via @baxterholmes",caution and advice,"tornado on the ground
Confirmed tornado on the ground
tornado
tornado on the ground"
23,That Tornado Warning Shit just came on my Tv..,caution and advice,"Tornado Warning Shit just came on my Tv
Tornado Warning Shit
Tornado Warning"
24,@Lil_Wyte_ Man I swear #MotherNature has been pissed of in 2011. We got tornado warnings all over the Mtown&lt;&lt;she needs to get laid. haha,caution and advice,"tornado warnings
tornado warnings
tornado warnings
tornado warnings
tornado warnings
tornado warnings
tornado
tornado warnings
tornado warnings
tornado warnings
tornado warnings
tornado warnings
tornado warning
tornado warnings
tornado warnings
tornado warnings"
25,Murfreesboro PD confirming a tornado touchdown in Rutherford county. The storm is really cranking up here in the Lascassas Pike area....,caution and advice,"tornado touchdown
tornado touchdown
Murfreesboro PD confirming a tornado touchdown
tornado touchdown
Murfreesboro PD confirming a tornado touchdown
tornado touchdown
tornado touchdown, The storm is really cranking up
confirming a tornado touchdown
tornado touchdown
The storm is really cranking up here
tornado touchdown
tornado touchdown
tornado touchdown
tornado touchdown
tornado touchdown
tornado
tornado touchdown
tornado touchdown
tornado touchdown
tornado touchdown
a tornado touchdown
tornado touchdown
tornado touchdown
tornado touchdown
tornado touchdown
tornado touchdown
a tornado touchdown
tornado touchdown
tornado touchdown
tornado touchdown
Tornado
tornado touchdown
tornado touchdown
tornado touchdown
tornado touchdown
tornado touchdown
tornado touchdown
tornado touchdown
tornado touchdown
Murfreesboro PD confirming a tornado touchdown
tornado touchdown
tornado
confirming a tornado touchdown
tornado touchdown
tornado touchdown
confirming a tornado touchdown.
Murfreesboro PD confirming a tornado touchdown in Rutherford county
tornado touchdown
tornado touchdown
tornado touchdown
tornado touchdown
tornado touchdown
tornado touchdown
ornado touchdown
tornado touchdown
tornado touchdown
tornado touchdown
tornado touchdown
tornado touchdown
a tornado touchdown
tornado touchdown
tornado touchdown
confirming a tornado touchdown
tornado touchdown
tornado touchdown"
26,Tornado alarms blasting in the city and all I'm thinking is Yippeee! I still have internet connection,caution and advice,"Tornado alarms blasting
Tornado alarms
Tornado alarms blasting
Tornado"
27,Take cover Dallas!  @JimCantore DAMAGE IN DALLAS COUNTY NEAR EAGLE FORD TX REPOS OF LARGE #TORNADO ON GROUND #txwx,caution and advice,"TORNADO ON GROUND
LARGE #TORNADO ON GROUND
Take cover Dallas!
LARGE #TORNADO ON GROUND
Take cover
TORNADO ON GROUND
TORNADO
tornado on ground
tornado
tornado
TORNADO ON GROUND
REPOS OF LARGE #TORNADO
TORNADO ON GROUND
TORNADO ON GROUND
TORNADO ON GROUND
TORNADO
Tornado on ground
TORNADO ON GROUND
TORNADO ON GROUND
TX REPOS OF LARGE #TORNADO ON GROUND #txwx
REPOS OF LARGE #TORNADO ON GROUND
TORNADO ON GROUND
LARGE #TORNADO ON GROUND
Tornado
#TORNADO ON GROUND
TORNADO ON GROUND
TORNADO
TORNADO ON GROUND
TORNADO ON GROUND
REPOS OF LARGE #TORNADO ON GROUND
TORNADO Take cover
TORNADO
Take cover Dallas!
TORNADO ON GROUND
TORNADO
REPOS OF LARGE #TORNADO
TORNADO ON GROUND
TORNADO ON GROUND
Tornado
TORNADO ON GROUND
TORNADO ON GROUND
TORNADO ON GROUND
DAMAGE
LARGE #TORNADO ON GROUND
TORNADO ON GROUND
REPOS OF LARGE #TORNADO ON GROUND
TORNADO ON GROUND
TORNADO ON GROUND
TORNADO ON GROUND
LARGE #TORNADO ON GROUND
tornado on ground
TORNADO ON GROUND
TORNADO ON GROUND
TORNADO ON GROUND
REPOS OF LARGE #TORNADO ON GROUND
REPOS OF LARGE #TORNADO ON GROUND
TORNADO ON GROUND
TORNADO
TORNADO ON GROUND"
28,Tornado on ground in Southern Dallas County.,caution and advice,"Tornado on ground
Tornado on ground in Southern Dallas
Tornado on ground
Tornado on ground
Tornado
Tornado on ground
tornado on ground
Tornado
tornado
Tornado
Tornado
Tornado
Tornado
Tornado on ground
Tornado
Tornado
tornado on ground
Tornado on ground
Tornado
Tornado on ground
Tornado on ground
Tornado
Tornado on ground
Tornado on ground
Tornado
Tornado on ground
Tornado on ground
Tornado on ground
Tornado
Tornado on ground
Tornado
Tornado on ground
Tornado
Tornado on ground
Tornado on ground
Tornado on ground
Tornado on ground
Tornado
Tornado on ground
Tornado on ground
Tornado on ground
Tornado on ground
Tornado
Tornado
Tornado on ground
Tornadoon ground
Tornado on ground
Tornado on ground
Tornado on ground
Tornado on groung
Tornado on ground
Tornado on ground
Tornado on ground
Tornado
Tornado
Tornado on ground"
29,Emergency crews flying down highway toward Springfield at an alarming rate. Wish I stayed for the second #tornado.,caution and advice,"Emergency crews flying down
tornado
tornado
Emergency crews
second #tornado
tornado
tornado
tornado
flying down highway #tornado.
Emergency crews flying down highway
Emergency crews
tornado
Emergency crews"
30,Lol so there is a tornado warning outside n im at work -_-,caution and advice,"tornado warning
tornado warning
tornado warning
tornado warning
tornado warning
tornado warning
tornado warning
tornado
tornado warning
tornado warning
tornado warning"
31,Tornado heading up Nall into Leawood. This is far too close for comfort. YIKES! I'm seriously scared! #kcstorms #tornado #FB #praying,caution and advice,"Tornado
Tornado
Tornado heading up
Tornado"
32,It was a tornado in GB but it's gone now  @TheeSBM: @Lil_Woadie wht tornado,caution and advice,"tornado
It was a tornado
tornado in GB but it's gone now
tornado"
33,"Tornado watch upgraded to warning in ctrl Oxfd Cty. Wther svc: ""Severe thunderstorm capable of producing a tornado 11 miles west of Bethel""",caution and advice,"Tornado watch upgraded to warning
Tornado watch upgraded to warning
Tornado watch
Tornado watch upgraded to warning"
34,Is that the ice cream truck? No wait shit thats a tornado warning siren,caution and advice,"tornado warning siren
tornado warning siren
tornado warning siren
tornado warning siren
tornado warning
tornado warning siren
tornado warning siren
tornado warning siren
tornado warning siren
tornado warning siren
tornado warning siren
tornado warning siren
tornado warning siren
tornado warning siren
tornado warning
tornado warning siren
a tornado warning siren
tornado warning siren
tornado warning siren
tornado warning siren"
35,There's a tornado warning around my area. :$,caution and advice,"tornado warning
tornado warning
tornado warning"
36, @wharman: Jeez Kansas City. You didn't have to organize such a dramatic welcome. #tornado Warning is lifted. We're going to have lun ...,caution and advice,"tornado Warning is lifted
#tornado Warning is lifted
tornado Warning"
37,Tornado warning?,caution and advice,Tornado warning?
38,If ing #tornado warnings note the time of the original tweet or information. Don't tweet old information--not helpful.,caution and advice,"N/A
tornado warnings"
39,@BurnhamSWAT wow!! i was just in a tornado warning but it wasn't that bad! i hope it blows over fast!,caution and advice,"tornado warning
tornado warning
tornado warning"
40,@CarolineManzo yes they are it looks like a tornado is coming,caution and advice,"tornado is coming
it looks like a tornado is coming
tornado is coming"
41,am i the only one who's been in a soccer game when the tornado sirens go off?? OUTTA TOWN!...n a tornado actually hit it was SCARY!,caution and advice,"tornado sirens
tornado sirens
tornado sirens go off"
42,Damn tornado warning don't mean shit 2 me. Motherfucka I have survived Katrina's bitch ass 2 tornados & a blizzard. Just another day 2 me,caution and advice,"tornado warning
n/a
tornado warning"
43,Tornado warning..ok im goin to take my bike nd go get something to eat,caution and advice,"Tornado warning
Tornado warning
Tornado warning"
44,Just drove right under a tornado forming.....holy shit....are we home yet???????,caution and advice,a tornado forming
45,@BorisVincze Yep same for us our tornado chances went down still sitting here ready to drive to safety though.,caution and advice,"tornado chances went down
tornado chances
our tornado chances went down"
46,Looks like another tornado. Yep got all my books in the basement.,caution and advice,"tornado
Looks like another tornado
Looks like another tornado
tornado"
47,tornado warning issed for st. joseph county. sky is almost black.,caution and advice,"tornado warning
tornado warning
tornado warning
tornado warning issed
tornado warning
tornado warning
tornado warning issed
tornado warning issed
tornado warning
tornado warning
tornado warning
tornado warning
tornado warning
tornado warning issued
tornado warning
tornado warning
tornado warning issed
tornado warning
tornado warning
tornado warning
Tornado Warning
tornado warning
tornado warning
tornado warning issed for st. joseph county. sky is almost black.
tornado warning
tornado warning
Tornado
tornado warning
tornado warning
tornado warning
tornado warning issed
tornado warning
tornado warning
tornado warning
tornado warning issed
tornado warning
tornado
tornado warning
tornado warning
tornado warning
tornado warning issed
tornado warning issed
tornado warning issed
tornado
tornado warning
tornado warning
tornado warning
Tornado warning
tornado warning
tornado warning
tornado warning issed
tornado warning
tornado warning
tornado warning
tornado warning
tornado warning
tornado warning issed for st. joseph county
tornado warning
tornado warning"
48,@jbluther ... and now we're under a tornado watch for the same storm system that hit OK.,caution and advice,"we're under a tornado watch
tornado watch
tornado watch"
49, @JimmyMcIver:  @victoria_29: #Debris falling on #I 40 #Tornado has lifted a mile & 1/2 west of Casino/seems headed toward Tulsa h ...,caution and advice,"Tornado has lifted
Debris falling
Debris falling
Tornado has lifted
Tornado has lifted
Tornado has lifted
Debris falling on #I 40 #Tornado has lifted"
50,Wow this tornado was WAY closer than Joplin :(,caution and advice,"tornado
tornado
tornado
tornado"
51,tornado warning and the mall on lockdown. oh shit. meridian goin nuts.,caution and advice,"tornado warning
tornado warning
tornado warning
tornado warning
tornado warning
tornado warning"
52, @whoaitsmonica: Sirens started going off. Tornado has officially touched down in my hometown super worried about my family right. #p ...,caution and advice,"Sirens
Sirens started going off
Sirens started going off"
53,TAKE COVER!!! #TORNADO!!,caution and advice,"TORNADO
TORNADO
TORNADO"
54,Please be praying for everybody here in Joplin! Tornado sirens once again. :(,caution and advice,"Tornado sirens
Tornado sirens
Tornado sirens
Tornado sirens
Tornado sirens
Tornado sirens once again
Tornado sirens
Tornado sirens
Tornado sirens
Tornado sirens
Tornado sirens
Tornado sirens
Tornado sirens
Tornado sirens
Tornado sirens"
55,Tornado headed right for the sprint headquarters...dad if you see this I'm in Hannah's basement! #scared,caution and advice,"Tornado
Tornado headed
Tornado
Tornado headed
Tornado
Tornado headed right for the sprint headquarters
Tornado
Tornado
Tornado headed right for the sprint headquarters
Tornado headed
Tornado headed right for the sprint headquarters
Tornado headed
Tornado headed
Tornado
Tornado
Tornado headed right for the sprint headquarters
Tornado headed
Tornado headed
Tornado headed right
Tornado
Tornado"
56,Major tornado outbreak overnight. People need help and I'm feeling helpless.,caution and advice,"tornado
Major tornado outbreak
tornado outbreak
tornado"
57,there is tornado warnings so we might have to go to the celler,caution and advice,"tornado warnings
tornado warnings
tornado warnings
tornado warnings"
58,Were under a tornado warning and the sirens are going off like crazy ... I did sign up for this.,caution and advice,"tornado warning
tornado warning
tornado warning, and the sirens are going off"
59,Winds are gusting tonight.  I'm in an area that DOES NOT get tornado's but we now have a tornado watch !!!  crazy......,caution and advice,"tornado watch
tornado watch
tornado watch"
60, @KellyKCTV5: cass johnson jackson layfatte county under tornado warnings rt now,caution and advice,"tornado warnings
tornado warnings
tornado warnings
tornado warnings"
61,The weather be scaring people the only thing we gonna get is alot of rain... No tornado.,caution and advice,"No tornado.
No tornado
No tornado"
62, @cindyrobuck:  @stormchaser4850: Developing: NWS meteorologists were tracking a tornado on the ground near Ramona SD moving NE at ...,caution and advice,"tornado on the ground
tornado on the ground
tornado on the ground"
63,Taking cover. Sirens going off. #tornado heading north along hwy 69 :/,caution and advice,"Sirens going off
Sirens going off
Sirens going off
tornado"
64,Holy hell...a tornado warning for east of Grand Rapids MI!!!,caution and advice,"tornado warning
tornado warning
tornado warning
tornado warning"
65,Just remember if you are outside in a tornado you are screwed.  Indoors think about bathtub/mattress combo.,caution and advice,"think about bathtub/mattress combo
if you are outside in a tornado, you are screwed
outside in a tornado
Tornado Advice"
66,#tornado watch; needless to say im freaking out. and the most important part of my survival kit is missing &lt;/3,caution and advice,"tornado watch
tornado watch
tornado watch
#tornado watch"
67,@imleftbehind I checked & sirens prob shouldn't have gone off in Crete b/c it was not in the tornado warning. better safe than sorry  ty!,caution and advice,"not in the tornado warning
not in the tornado warning
sirens"
68,Everybody go in y'all basements tornado coming lol..,caution and advice,"tornado
tornado
tornado coming
tornado
tornado coming
Everybody go in y'all basements tornado coming
N/A
tornado
tornado coming
tornado
tornado coming
tornado coming
tornado
tornado
tornado coming
tornado
tornado coming
tornado coming
tornado coming
tornado coming
tornado coming
tornado
tornado coming
tornado
tornado coming
tornado
tornado
tornado coming lol..
tornado coming
tornado coming
tornado coming
Tornado
tornado coming
tornado coming
tornado
tornado coming
tornado coming
tornado coming
tornado coming
tornado
tornado coming
tornado
tornado
tornado
y'all basements tornado
tornado coming
tornado coming
tornado coming
Tornado
tornado coming
tornado coming
tornado coming
tornado coming
tornado coming
tornado coming
tornado coming
tornado coming
tornado coming
tornado coming
tornado coming
tornado coming
Everybody go in y'all basements tornado coming
tornado
tornado coming lol.."
69, @Hazewalker:  @david0monroe: Tornado sirens going off now in Cumberland #inwx  I Just Tweeted that!,caution and advice,"Tornado sirens
sirens
Tornado sirens
Tornado sirens
Tornado sirens
Tornado sirens going off
Tornado sirens going off
Tornado sirens
Tornado sirens
Tornado sirents
Tornado sirens
Tornado sirens
tornado
Tornado sirens going off
Tornado sirens
Tornado sirens going off
Tornado sirens going off
Tornado sirens
Tornado sirens
Tornado Siren
Tornado sirens
Tornado sirens going off
Tornado sirens going off
Tornado sirens
Tornado sirens
Tornado sirens going off
Tornado sirens
Tornado sirens
Tornado sirens going off
Tornado sirens going off
Tornado sirens going off
Tornado sirens
Tornado sirens going off now in Cumberland
Tornado
Tornado sirens
Tornado sirens
Tornado
Tornado sirens
sirens going off
Tornado sirens going off now
Tornado sirens
Tornado sirens
Tornado sirens going off
Tornado sirens
Tornado sirens going off
Tornado sirens
Tornado sirens
Tornado sirens
Tornado sirens
Tornado
Tornado sirens going off now
Tornado sirens
Tornado sirens going off
Tornado sirens going off
Tornado sirens
Tornado sirens going off
Tornado sirens going off
Tornado sirens
Tornado
Tornado sirens"
70,the air smells of Tornado,caution and advice,"smells of Tornado
the air smells of Tornado
the air smells of Tornado
the air smells of Tornado
N/A
Tornado
the air smells of Tornado
Tornado
air smells of Tornado
Tornado
Tornado
air smells of Tornado"
71,Tornado Watch now for entire metro area.  Just issued.,caution and advice,"Tornado Watch
Tornado Watch
Tornado Watch now
Tornado Watch
Tornado Watch
tornado watch
Tornado Watch now
Tornado Watch
Tornado
Tornado Watch
Tornado
Tornado Watch
Tornado Watch
Tornado Watch
Tornado Watch
Tornado Watch
Tornado Watch
tornado watch
Tornado Watch
Tornado Watch
Tornado Watch
Tornado Watch
Tornado Watch
Tornado Watch
Tornado Watch
Tornado Watch
Tornado Watch
Tornado Watch
Tornado Watch now for entire metro area.
Tornado Watch
Tornado Watch
Tornado Watch
Tornado Watch
Tornado Watch
Tornado Watch
Tornado Watch
Tornado Watch
Tornado
Tornado Watch
Tornado Watch
Tornado Watch
Tornado Watch
Just issued
Tornado
Tornado Watch
Tornado Watch
Tornado
Tornado Watch
Tornado Watch
Tornado Watch
Tornado Watch
Tornado Watch
Tornado Watch
Tornado Watch
Tornado Watch
Tornado Watch
Tornado Watch
Tornado Watch
Tornado watch
Tornado Watch
Tornado Watch
Tornado Watch
Tornado Watch
Tornado Watch
Tornado Watch"
72,Tornado sirens blaring in Brookside but hail ended for now.,caution and advice,"Tornado sirens
Tornado sirens blaring
sirens blaring
Tornado sirens
Tornado sirens blaring
Tornado sirens
Tornado sirens
Tornado sirens
Tornado sirens blaring
tornado sirens
Tornado sirens blaring
tornado sirens blaring
Tornado sirens
Tornado sirens
Tornado siren"
73,Raining tornado warning hope everyone is ok,caution and advice,"Raining tornado warning
Raining tornado warning
tornado warning
tornado warning
Raining tornado warning
tornado warning
tornado warning
tornado warning
tornado warning
tornado warning
tornado
tornado warning
tornado warning
tornado warning
tornado warning
tornado warning
tornado warning
Raining tornado warning
Raining tornado warning
tornado warning
Raining tornado warning
tornado warning
tornado warning
Tornado warning
tornado warning
A tornado
Raining tornado warning
tornado warning
Raining tornado
tornado warning
tornado warning
Raining tornado warning
tornado warning
tornado warning
Tornado Warning
tornado warning
tornado warning
Raining tornado
tornado warning
Raining tornado warning
tornado warning
Raining tornado warning
Raining tornado warning
tornado
Raining tornado
tornado warning
Raining tornado warning
tornado warning
tornado warning
tornado warning
Tornado
tornado warning
tornado warning
tornado warning
Raining tornado warning
tornado warning
tornado warning
tornado warning
tornado warning
tornado warning
tornado warning
tornado warning
tornado warning
tornado warning
tornado warning
tornado warning
tornado
tornado warning"
74,I just heard the tornado sirens and at first was like 'Dammit!!!' then remembered it's the first Wed of the month.,caution and advice,"tornado sirens
I just heard the tornado sirens
I just heard the tornado sirens
tornado sirens
sirens
I just heard the tornado sirens
tornado sirens
tornado sirens
tornado sirens
tornado sirens
tornado sirens
tornado sirens
tornado
tornado sirens
tornado sirens
I just heard the tornado sirens
tornado siren
heard the tornado sirens
tornado sirens
Tornado Sirens
tornado sirens
tornado sirens
heard the tornado sirens
I just heard the tornado sirens
just heard the tornado sirens
tornado sirens
tornado sirens
heard the tornado sirens
tornado sirens
tornado sirens
heard the tornado sirens
tornado sirens
tornado sirens
tornado sirens
tornado sirens
heard the tornado sirens
heard the tornado sirens
tornado sirens
tornado sirens
heard the tornado sirens
I just heard the tornado sirens
tornado sirens
tornado sirens
tornado sirens
tornado sirens
I just heard the tornado sirens
tornado sirens (test)
tornado sirens
tornado sirens
tornado sirens
Heard the tornado sirens
tornado sirens
tornado sirens
tornado sirens
tornado sirens
tornado sirens
heard the tornado sirens
I just heard the tornado sirens
tornado
tornado sirens"
75,That was some apocalyptic weather that just hit.  I thought that was an impromptu tornado,caution and advice,"apocalyptic weathe
apocalyptic weather
apocalyptic weather
impromptu tornado
apocalyptic weather
apocalyptic weather
N/A
apocalyptic weather
tornado
tornado
tornado
apocalyptic weather
apocalyptic weather
tornado
impromptu tornado"
76, @WSILNews: JEFFERSON GALLATIN POPE SALINE WILLIAMSON JACKSON PERRY IL ALL UNDER TORNADO WARNINGS. NOW IS THE TIME TO SEEK SHELTER.,caution and advice,"TORNADO WARNINGS
TORNADO WARNINGS
TORNADO WARNINGS.
TORNADO WARNINGS
TORNADO WARNINGS
TORNADO WARNINGS
TORNADO WARNINGS
TORNADO WARNINGS
UNDER TORNADO WARNINGS
TORNADO WARNINGS
TORNADO WARNINGS
TORNADO WARNINGS
TORNADO WARNINGS
TORNADO WARNINGS
TORNADO WARNINGS
TORNADO
TORNADO WARNINGS
TORNADO WARNINGS
Tornado Warning
TORNADO WARNINGS
TORNADO WARNINGS
TORNADO WARNINGS
Tornado
TORNADO WARNINGS
TORNADO WARNINGS
TORNADO WARNINGS
TORNADO
TORNADO WARNINGS
TORNADO WARNINGS
TORNADO WARNINGS
TORNADO WARNINGS
ALL UNDER TORNADO WARNINGS. NOW IS THE TIME TO SEEK SHELTER.
TORNADO WARNINGS
TORNADO
TORNADO WARNINGS. NOW IS THE TIME TO SEEK SHELTER.
TORNADO WARNINGS
TORNADO WARNINGS
TORNADO WARNINGS
TORNADO WARNINGS
TORNADO WARNINGS
TORNADO WARNINGS
TORNADO WARNINGS
TORNADO WARNINGS
tornado warning
TORNADO WARNINGS
TIME TO SEEK SHELTER
TORNADO WARNINGS
TORNADO WARNINGS
TORNADO WARNINGS
ALL UNDER TORNADO WARNINGS
TORNADO WARNINGS
TORNADO WARNINGS
UNDER TORNADO WARNINGS
TORNADO WARNINGS
TORNADO WARNINGS"
77, @JimFreund: Apparently we have no exclusivity.  The tornado watch is for all SE NY.  http://1.usa.gov/mSPGdf,caution and advice,"tornado watch
tornado watch
The tornado watch is for all
tornado watch
watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
The tornado watch
Tornado Watch
tornado watch
tornado watch
The tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado
tornado watch
tornado
tornado watch
tornado
tornado watch
tornado watch
tornado watch
Tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
The tornado watch is for all
tornado watch
The tornado watch
tornado watch
tornado watch
tornado watch
The tornado watch is for all SE NY
tornado watch"
78,The #PDS #Tornado watch for parts of KY runs until 9pm CDT. Includes Bowling Green Louisville Paducah Ft. Campbell Franklin. #KYwx,caution and advice,"ornado watch
Tornado watch
watch for parts of KY runs until 9pm CDT
Tornado watch
watch
Tornado watch
Tornado watch
Tornado
Tornado watch
tornado watch
tornado watch
Tornado watch
tornado watch
Tornado watch
Tornado watch
Tornado watch
Tornado watch
Tornado watch
Tornado Watch
Tornado watch
Tornado watch
Tornado watch
Tornado watch
#Tornado watch
Tornado watch
Tornado watch
Tornado
Tornado watch
Tornado watch
#Tornado watch
Tornado watch
#PDS #Tornado watch
#Tornado watch
Tornado watch
Tornado watch
Tornado watch for parts of KY
Tornado watch
Tornado watch
Tornado
Tornado watch
#Tornado watch
Tornado
Tornado watch
Tornado watch
Tornado watch
Tornado watch for parts of KY
Tornado watch
Tornado watch
#Tornado watch
Tornado watch
Tornado watch
#PDS #Tornado watch
Tornado watch
Tornado
Tornado watch"
79,praying for all the people who are under the tornado warnings right now! please be safe:) and keep your head held up high you'll make it .,caution and advice,"tornado warnings
tornado warnings
N/A
praying for all the people who are under the tornado warnings
tornado warnings
tornado warnings
tornado warning
tornado warnings
tornado warnings
tornado warnings
tornado warnings
praying
tornado warning"
80,Tornado hunters are on their way  @TorontoStar: Severe storms hit #hamont area - may have spawned a tornado http://bit.ly/kfL1Mc,caution and advice,"a tornado
Severe storms hit
Severe storms hit
Severe storms
Tornado hunters are on their way
Tornado hunters
Tornado hunters
tornado
may have spawned a tornado
Severe storms
N/A
Severe storms
severe storms
tornado
Severe storms
a tornado
spawned a tornado
Severe storms"
81,Tornado Warning until 9:00 p.m. for DeSoto Marshall and Tate counties in Mississippi.,caution and advice,"Tornado Warning
Tornado Warning
Tornado Warning
Tornado Warning
Tornado Warning
Tornado Warning
Tornado Warning
Tornado Warning
Tornado Warning
Tornado Warning
Tornado Warning
Tornado Warning
Tornado Warning
Tornado Warning
Tornado Warning
Tornado Warning
Tornado Warning"
82,.@DLoesch @m_mccoy @colestreeper1 @Lindatini @aRuffLife - leave sap at Flying J alone and come join #WBC #joplin picket :),caution and advice,"N/A
N/A
N/A
leave sap
come join #WBC #joplin picket :)
come join #WBC #joplin picket
leave sap at Flying J alone and come join #WBC
tornado
n/a
leave sap
leave sap
N/A
N/A
#WBC #joplin picket
leave sap at Flying J alone and come join
leave sap
come join #WBC #joplin picket
n/a
sap
leave sap
DLoesch
#WBC #joplin picket
#WBC #joplin picket
come join #WBC #joplin picket
leave
picket
picket
N/A
sap
Flying J
leave sap
N/A
leave sap at Flying J alone and come join #WBC #joplin picket :)
leave sap at Flying J alone and come join
leave sap at Flying J alone
N/A
leave sap
leave sap
N/A
N/A
leave sap
N/A
leave sap at Flying J alone and come join

leave
leave sap at Flying
N/A
Tornado
Flying J
come join
N/A
Flying
Flying J
leave sap at Flying J alone
come join
joplin picket
N/A
leave sap at Flying J alone and come join
leave sap
leave sap at Flying J alone
leave sap at Flying J
leave sap at Flying J alone and come join #WBC #joplin picket
joplin picket
N/A
leave sap at Flying J alone join picket
N/A
leave sap at Flying J alone and come join
come join
Flying J alone
Flying"
83, @Lady_Patriot: I think we're clear of the tornado now which means I can get on the *electric* bus now. #notthesafestplaceinastorm,caution and advice,"clear of the tornado
clear of the tornado
I think we're clear of the tornado now
clear of the tornado
N/A
clear of the tornado
n/a
we're clear of the tornado
tornado
I think we're clear of the tornado now
clear of the tornado
tornado
clear of the tornado now
tornado
clear of the tornado
clear of the tornado
tornado
clear of the tornado
I think we're clear of the tornado now
I think we're clear of the tornado now
I think we're clear of the tornado now
clear of the tornado
tornado
Tornado
I think we're clear of the tornado now
clear of the tornado
tornado
clear of the tornado
tornado
tornado
we're clear of the tornado now
I think we're clear of the tornado now
tornado
clear of the tornado now
tornado
tornado
clear of the tornado now
I think we're clear of the tornado
tornado
clear of the tornado
we're clear of the tornado now
tornado
clear of the tornad
clear of the tornado
tornado
we're clear of the tornado now
tornado
clear of the tornado now
clear of the tornado
clear of the tornado now
I think we're clear of the tornado now,
clear of the tornado
I think we're clear of the tornado
I think we're clear of the tornado now
tornado
N/A
tornado
clear
tornado now"
84,Tornado Watch Ì¢‰âÂ‰ÛÏ Expiration http://nblo.gs/iBYgB,caution and advice,"Tornado Watch
Tornado Watch
Tornado Watch
Tornado Watch
Tornado Watch
Tornado Watch"
85,Tornado Warning for Butler and Preble Counties until 6:45 PM.,caution and advice,"Tornado Warning
Tornado Warning
Tornado Warning
Tornado Warning"
