TweetID,User,Tweet,Latitude,Longitude,IsHashtag,IsURL,IsRetweet,Language
5.13E+17,MJLove0785,RT @MMDA: RT @SkywaySOMCO: Flood Update as of 8:04 PM Tire Deep at Buendia/Dela Rosa: Not passable to all types of vehicles. Buendia Off Raäó_,NULL,NULL,0,0,1,en
5.13E+17,maryjewelorit,grabeh baha sa quezon city hind na makita ang bhay namin sa eoefrigues @24oras,NULL,NULL,0,0,0,tl
5.13E+17,rcyccfad,RT @MMDA: FLOOD UPDATE: AS OF 9:26 PM ESPAíïA Lacson Gutter Deep - Passable. #mmda,NULL,NULL,1,0,1,en
5.13E+17,attic_khat23,RT @MMDA: FLOOD UPDATE: AS OF 9:28 PM Ma.Clara Araneta - Subided. #mmda,NULL,NULL,1,0,1,en
5.13E+17,ranjay725,"RT @dost_pagasa: Heavy Rainfall Warning No.10 #NCR_PRSDvWeather System: Tropical Storm #MarioPHvvIssued at 9:00 PM September... http://t.co/äó_",NULL,NULL,1,1,1,en
5.13E+17,Rubento7,RT @redcross143: #MarioPH FLOOD UPDATE: AS OF 9:20 PM OSMEíïA Buendia - Subsided. #mmda | via RT @MMDA,NULL,NULL,1,0,1,en
5.13E+17,MMDA,FLOOD UPDATE: AS OF 9:48 PM Araneta going to E.rod NOT PASSABLE TO ALL TYPES OF VEHICLES. #mmda,NULL,NULL,1,0,0,en
5.13E+17,rcyccfad,RT @RedCrossYouthPH: #MarioPH FLOOD UPDATE: AS OF 9:16 PM SMCenter Point EB/WB - Passable along Araneta NB/SB - Not Passable. #mmda | @MMDA,NULL,NULL,1,0,1,en
5.13E+17,renzoquibael,RT @MMDA: FLOOD UPDATE: AS OF 9:20 PM OSMEíïA Buendia - Subsided. #mmda,NULL,NULL,1,0,1,en
5.13E+17,hannahombion,"RT @dost_pagasa: Heavy Rainfall Warning No.10 #NCR_PRSD Weather System: Tropical Storm #MarioPH Issued at 9:00 PM September... http://t.co/äó_",NULL,NULL,1,1,1,en
5.13E+17,nirvanatime,RT @MMDA: FLOOD UPDATE: AS OF 9:48 PM Araneta going to E.rod NOT PASSABLE TO ALL TYPES OF VEHICLES. #mmda,NULL,NULL,1,0,1,en
5.13E+17,9newsph,"Flood update: As of 9:28 p.m., Ma. Clara Araneta - subided. | @MMDA",NULL,NULL,0,0,0,en
5.13E+17,Rubento7,RT @redcross143: #MarioPH FLOOD UPDATE: AS OF 9:16 PM SMCenter Point EB/WB - Passable along Araneta NB/SB - Not Passable. #mmda | @MMDA,NULL,NULL,1,0,1,en
5.13E+17,centpaul03,RT @MMDA: FLOOD UPDATE: AS OF 9:48 PM Araneta going to E.rod NOT PASSABLE TO ALL TYPES OF VEHICLES. #mmda,NULL,NULL,1,0,1,en
5.13E+17,zackyazarraga,RT @MMDA: FLOOD UPDATE: AS OF 9:48 PM Araneta going to E.rod NOT PASSABLE TO ALL TYPES OF VEHICLES. #mmda,NULL,NULL,1,0,1,en
5.13E+17,PSHSCVC2018,Northern Cagayan is currently out of electricity due to floodwaters generated by Tropical Storm Mario,NULL,NULL,0,0,0,en
5.13E+17,ickomojica,God bless Philippines! Baha din sa Batangas. #MarioPH,NULL,NULL,1,0,0,tl
5.13E+17,laticiaa,RT @MMDA: FLOOD UPDATE: AS OF 9:48 PM Araneta going to E.rod NOT PASSABLE TO ALL TYPES OF VEHICLES. #mmda,NULL,NULL,1,0,1,en
5.13E+17,rcyccfad,RT @MMDA: FLOOD UPDATE: AS OF 9:48 PM Araneta going to E.rod NOT PASSABLE TO ALL TYPES OF VEHICLES. #mmda,NULL,NULL,1,0,1,en
5.13E+17,bullygenobear,@Malabon_City wala ng baha dito victoneta Potrero Di pinapansin ng @meralco pahirap. @MMDA,14.667982,120.986972,0,0,0,tl
5.13E+17,hahaniiheheisel,RT @MMDA: FLOOD UPDATE: AS OF 9:26 PM ESPAíïA Lacson Gutter Deep - Passable. #mmda,NULL,NULL,1,0,1,en
5.13E+17,pakasod,RT @MMDA: FLOOD UPDATE: AS OF 9:48 PM Araneta going to E.rod NOT PASSABLE TO ALL TYPES OF VEHICLES. #mmda,NULL,NULL,1,0,1,en
5.13E+17,9newsph,"Flood update: As on 9:48 p.m., Araneta going to E. Rodriguez not passable to all types of vehicles. | @MMDA",NULL,NULL,0,0,0,en
5.13E+17,pakasod,RT @MMDA: FLOOD UPDATE: AS OF 9:28 PM Ma.Clara Araneta - Subided. #mmda,NULL,NULL,1,0,1,en
5.13E+17,pakasod,RT @MMDA: FLOOD UPDATE: AS OF 9:20 PM OSMEíïA Buendia - Subsided. #mmda,NULL,NULL,1,0,1,en
5.13E+17,cakpyonu,RT @MMDA: FLOOD UPDATE: AS OF 9:48 PM Araneta going to E.rod NOT PASSABLE TO ALL TYPES OF VEHICLES. #mmda,NULL,NULL,1,0,1,en
5.13E+17,jessyonthewall,RT @MandaluyongPIO: FLOOD UPDATE: Shaw-Kalentong is not passable to light vehicles.,NULL,NULL,0,0,1,en
5.13E+17,inquirerdotnet,Metro Manila now under Yellow alert; 3 provinces under severe flood warning http://t.co/T6qEJjESm5 | @MJcayabyabINQ #MarioPH,NULL,NULL,1,1,0,en
5.13E+17,jengbibal,RT @MMDA: FLOOD UPDATE: AS OF 9:48 PM Araneta going to E.rod NOT PASSABLE TO ALL TYPES OF VEHICLES. #mmda,NULL,NULL,1,0,1,en
5.13E+17,bae_mark,RT @MMDA: FLOOD UPDATE: AS OF 9:48 PM Araneta going to E.rod NOT PASSABLE TO ALL TYPES OF VEHICLES. #mmda,NULL,NULL,1,0,1,en
5.13E+17,hazelhera,äóì@MMDA: FLOOD UPDATE: AS OF 9:26 PM ESPAíïA Lacson Gutter Deep - Passable. #mmdaäóù WOOH SHET YES,NULL,NULL,1,0,0,en
5.13E+17,nkln_,"@henshoi woah lalim, goodluck hahahaha UN Taft pero nasa bulacan ako ngayon, walang baha :)",NULL,NULL,0,0,0,tl
5.13E+17,GLenstOne28,RT @MMDA: FLOOD UPDATE: AS OF 9:48 PM Araneta going to E.rod NOT PASSABLE TO ALL TYPES OF VEHICLES. #mmda,NULL,NULL,1,0,1,en
5.13E+17,08GuianneTulio,RT @inquirerdotnet: Metro Manila now under Yellow alert; 3 provinces under severe flood warning http://t.co/T6qEJjESm5 | @MJcayabyabINQ #Maäó_,NULL,NULL,1,1,1,en
5.13E+17,_jev,RT @MMDA: FLOOD UPDATE: AS OF 9:48 PM Araneta going to E.rod NOT PASSABLE TO ALL TYPES OF VEHICLES. #mmda,NULL,NULL,1,0,1,en
5.13E+17,paoloseril,"RT @9newsph: Flood update: As of 9:28 p.m., Ma. Clara Araneta - subided. | @MMDA",NULL,NULL,0,0,1,en
5.13E+17,jerzmac,#MarioPH FLOOD UPDATE: AS OF 9:20 PM OSMEíïA Buendia - Subsided.  | via @MMDA,NULL,NULL,1,0,0,en
5.13E+17,MapuaRedCross,#MarioPH FLOOD UPDATE: AS OF 9:20 PM OSMEíïA Buendia - Subsided.  | via @MMDA,NULL,NULL,1,0,0,en
5.13E+17,redcrossmakati,#MarioPH FLOOD UPDATE: AS OF 9:20 PM OSMEíïA Buendia - Subsided.  | via @MMDA,NULL,NULL,1,0,0,en
5.13E+17,applemagnaye18,RT @MMDA: FLOOD UPDATE: AS OF 9:48 PM Araneta going to E.rod NOT PASSABLE TO ALL TYPES OF VEHICLES. #mmda,NULL,NULL,1,0,1,en
5.13E+17,stateofdnation,Halos wala nang madaanan kanina ang mga sasakyang patungong Maynila dahil sa matinding baha. LIVE si @raffytima.,NULL,NULL,0,0,0,tl
5.13E+17,paoloseril,RT @MMDA: FLOOD UPDATE: AS OF 9:48 PM Araneta going to E.rod NOT PASSABLE TO ALL TYPES OF VEHICLES. #mmda,NULL,NULL,1,0,1,en
5.13E+17,PTVph,"NewsLife -? #Marikina placed under state of calamity [10] #MarioPH #FloodPH http://t.co/eqNoXgTSku",NULL,NULL,1,1,0,en
5.13E+17,Rocks_mabey,"RT @rapplerdotcom: #FloodPH Quezon City. Follow our #MarioPH LIVE BLOG: http://t.co/eEphgS4eu5 http://t.co/KlHmEK6M4U",NULL,NULL,1,1,1,en
5.13E+17,Jeolo1697,"RT @rapplerdotcom: #FloodPH Quezon City. Follow our #MarioPH LIVE BLOG: http://t.co/eEphgS4eu5 http://t.co/KlHmEK6M4U",NULL,NULL,1,1,1,en
5.13E+17,AllNews_PH,[Bombo Radyo] Mga bayan sa Pangasinan apektado sa baha dahil sa matinding buhos ng ulan http://t.co/ynx44yve8h,NULL,NULL,0,1,0,tl
5.13E+17,08GuianneTulio,"RT @PTVph: NewsLife -? #Marikina placed under state of calamity [10] #MarioPH #FloodPH http://t.co/eqNoXgTSku",NULL,NULL,1,1,1,en
5.13E+17,EreecNg,RT @DZMMTeleRadyo: Abot-tuhod pa rin ang baha sa Espaí±a cor. N.Reyes (Morayta) #MarioPH http://t.co/VZEAMuB01s @zhandercayabyab,NULL,NULL,1,0,1,tl
5.13E+17,jhenchanpot,"Thank you LORD! Pahupa na po ang baha dito sa Cainta, Rizal : ) #MarioPH",14.573363,121.123293,1,0,0,tl
5.13E+17,TOMCATust,"RT @thecarlomagtaas: @TOMCATust Okay na sa may San Juan City, Mariano Marcos area. Wala na ang baha at mahina nalamang ang ulan. #Tomasinewäó_",NULL,NULL,1,0,1,tl
5.13E+17,AnnLlorca,RT @stateofdnation: Umabot hanggang leeg ang baha sa looban ng St. Joseph Subd. sa Ortigas Extension kaya na-trap ang maraming mga residentäó_,NULL,NULL,0,0,1,tl
5.13E+17,BalitaNgayon,Mga bayan sa Pangasinan apektado sa baha dahil sa matinding buhos ng ulan http://t.co/gyloHrMnuU via BOMBO RADYO,NULL,NULL,0,1,0,tl
5.13E+17,BuzzNgayon,Mga bayan sa Pangasinan apektado sa baha dahil sa matinding buhos ng ulan | Read: http://t.co/RqeF1xD6Xi via BOMBO RADYOŒ©,NULL,NULL,0,1,0,tl
5.13E+17,ADenreign,"RT @rapplerdotcom: #FloodPH Quezon City. Follow our #MarioPH LIVE BLOG: http://t.co/eEphgS4eu5 http://t.co/KlHmEK6M4U",NULL,NULL,1,1,1,en
5.13E+17,iammaibarroga,RT @DZMMTeleRadyo: Abot-tuhod pa rin ang baha sa Espaí±a cor. N.Reyes (Morayta) #MarioPH http://t.co/VZEAMuB01s @zhandercayabyab,NULL,NULL,1,0,1,tl
5.13E+17,claechile03,RT @stateofdnation: Umabot hanggang leeg ang baha sa looban ng St. Joseph Subd. sa Ortigas Extension kaya na-trap ang maraming mga residentäó_,NULL,NULL,0,0,1,tl
5.13E+17,simplyrholly04,"@IMReadyPH @gmanetwork @MMDA @glenjuego @dzbb Dito sa Novaliches QC, wala pa ding patid ang pabugsu-bugsong ulan at sinasamahan pa ng hangin",NULL,NULL,0,0,0,tl
5.13E+17,CitizenPatrol,"Tumana,labanos sa marikina,lagpas na sa 2nd flr ang baha. #MarioPH #RescuePH",NULL,NULL,1,0,0,tl
5.13E+17,iamairsupremo,äóì@DZMMTeleRadyo: Abot-tuhod pa rin ang baha sa Espaí±a cor. N.Reyes (Morayta) #MarioPH http://t.co/afeBHULmjE @zhandercayabyabäóù - VIVA ESPAíïA,NULL,NULL,1,0,0,tl
5.13E+17,stateofdnation,Lampas-taong baha ang pumerwisyo sa mga residente ng Bulacan matapos umapaw ang Marilao at Bocaue River. LIVE si John Consulta.,NULL,NULL,0,0,0,tl
5.13E+17,paulcoles24,"RT @dzbb: Malakas na pag-ulan sa MM, huhupa na ngayong gabi; Pero ang Zambales, Tarlac at Nueva Ecija, patuloy na babayuhin ng ulan.#SuperBäó_",NULL,NULL,1,0,1,tl
