"TweetID","User","Tweet","Latitude","Longitude","IsHashtag","IsURL","IsRetweet","Language","Category","W_#aksyonsahagupit","W_#rubyph","W_@_iancruz","W_@akosijaysent","W_@dzbb","W_@dzmmteleradyo","W_@gmanews","W_agutaya","W_all","W_ang","W_antas","W_at","W_bagyong","W_bilang","W_bukas","W_buong","W_catbalogan","W_city","W_cuyo","W_dahil","W_dec","W_dolores","W_eastern","W_evacuation","W_for","W_goods","W_gumaca","W_hangin","W_in","W_ipinagagamit","W_kuryente","W_laguna","W_lahat","W_magsaysay","W_manila","W_metro","W_muling","W_na","W_nang","W_ng","W_ni","W_of","W_palawan","W_pampanga","W_personnel","W_preso","W_ps36","W_quezon","W_rizal","W_romblon","W_rt","W_sa","W_samar","W_san","W_signal","W_tacloban","W_towns","W_transported","W_ulat","W_via","W_video","W_wala","N_#r","N_,_","N_._","N_/t","N_:/","N_:_","N_@d","N__#","N__@","N__a","N__b","N__h","N__k","N__m","N__n","N__s","N__v","N_a_","N_ac","N_ag","N_ah","N_al","N_an","N_as","N_at","N_ay","N_ba","N_bu","N_by","N_co","N_el","N_er","N_g_","N_ga","N_h_","N_ha","N_ia","N_il","N_in","N_la","N_li","N_ma","N_na","N_ng","N_on","N_ph","N_ro","N_ru","N_sa","N_t_","N_ta","N_te","N_to","N_tp","N_tt","N_ub","N_vi","N_yp","Length"
"11","christheene18","RT @gmanews: ROMBLON ‚?? As of 2:30PM, 30,689 na ang total evacuees sa buong probinsya, ayon sa PSWD. #RubyPH via @akosiJaysent",,,"1","0","1","tl","CD","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","4","1","1","0","0","1","0","1","0","1","1","2","0","0","0","2","0","1","1","0","1","0","0","1","1","1","0","0","1","1","1","2","0","1","1","3","3","1","0","0","1","0","0","2","0","1","1","0","1","1","2","2","2","1","0","2","2","26"
"12","KeniticChoy","RT @gmanews: ROMBLON ‚?? As of 2:30PM, 30,689 na ang total evacuees sa buong probinsya, ayon sa PSWD. #RubyPH via @akosiJaysent",,,"1","0","1","tl","CD","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","4","1","1","0","0","1","0","1","0","1","1","2","0","0","0","2","0","1","1","0","1","0","0","1","1","1","0","0","1","1","1","2","0","1","1","3","3","1","0","0","1","0","0","2","0","1","1","0","1","1","2","2","2","1","0","2","2","26"
"13","khimfampo_23","RT @gmanews: ROMBLON ‚?? As of 2:30PM, 30,689 na ang total evacuees sa buong probinsya, ayon sa PSWD. #RubyPH via @akosiJaysent",,,"1","0","1","tl","CD","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","4","1","1","0","0","1","0","1","0","1","1","2","0","0","0","2","0","1","1","0","1","0","0","1","1","1","0","0","1","1","1","2","0","1","1","3","3","1","0","0","1","0","0","2","0","1","1","0","1","1","2","2","2","1","0","2","2","26"
"14","CyeFruelda","RT @gmanews: ROMBLON ‚?? As of 2:30PM, 30,689 na ang total evacuees sa buong probinsya, ayon sa PSWD. #RubyPH via @akosiJaysent",,,"1","0","1","tl","CD","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","4","1","1","0","0","1","0","1","0","1","1","2","0","0","0","2","0","1","1","0","1","0","0","1","1","1","0","0","1","1","1","2","0","1","1","3","3","1","0","0","1","0","0","2","0","1","1","0","1","1","2","2","2","1","0","2","2","26"
"15","MartinXmarin","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malakas na ulan at hangin sa Sorsogon http://t.co/EVRQ1xVvr6 http://t.co/BAJbJAO29Z",,,"1","1","1","tl","CD","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","0","0","1","2","1","2","0","1","3","0","0","0","2","2","3","0","0","0","2","0","1","0","1","1","2","1","0","1","2","0","1","2","2","1","3","0","2","0","1","3","1","1","2","1","2","1","1","0","0","3","1","2","1","1","19"
"16","iTsmeJamesNero","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malakas na ulan at hangin sa Sorsogon http://t.co/EVRQ1xVvr6 http://t.co/BAJbJAO29Z",,,"1","1","1","tl","CD","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","0","0","1","2","1","2","0","1","3","0","0","0","2","2","3","0","0","0","2","0","1","0","1","1","2","1","0","1","2","0","1","2","2","1","3","0","2","0","1","3","1","1","2","1","2","1","1","0","0","3","1","2","1","1","19"
"17","Iampicardal","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malakas na ulan at hangin sa Sorsogon http://t.co/EVRQ1xVvr6 http://t.co/BAJbJAO29Z",,,"1","1","1","tl","CD","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","0","0","1","2","1","2","0","1","3","0","0","0","2","2","3","0","0","0","2","0","1","0","1","1","2","1","0","1","2","0","1","2","2","1","3","0","2","0","1","3","1","1","2","1","2","1","1","0","0","3","1","2","1","1","19"
"18","nnnikkka","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malakas na ulan at hangin sa Sorsogon http://t.co/EVRQ1xVvr6 http://t.co/BAJbJAO29Z",,,"1","1","1","tl","CD","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","0","0","1","2","1","2","0","1","3","0","0","0","2","2","3","0","0","0","2","0","1","0","1","1","2","1","0","1","2","0","1","2","2","1","3","0","2","0","1","3","1","1","2","1","2","1","1","0","0","3","1","2","1","1","19"
"19","mikan4ever","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malakas na ulan at hangin sa Sorsogon http://t.co/EVRQ1xVvr6 http://t.co/BAJbJAO29Z",,,"1","1","1","tl","CD","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","0","0","1","2","1","2","0","1","3","0","0","0","2","2","3","0","0","0","2","0","1","0","1","1","2","1","0","1","2","0","1","2","2","1","3","0","2","0","1","3","1","1","2","1","2","1","1","0","0","3","1","2","1","1","19"
"20","stewartricero","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malakas na ulan at hangin sa Sorsogon http://t.co/EVRQ1xVvr6 http://t.co/BAJbJAO29Z",,,"1","1","1","tl","CD","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","0","0","1","2","1","2","0","1","3","0","0","0","2","2","3","0","0","0","2","0","1","0","1","1","2","1","0","1","2","0","1","2","2","1","3","0","2","0","1","3","1","1","2","1","2","1","1","0","0","3","1","2","1","1","19"
"21","KeniticChoy","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malakas na ulan at hangin sa Sorsogon http://t.co/EVRQ1xVvr6 http://t.co/BAJbJAO29Z",,,"1","1","1","tl","CD","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","0","0","1","2","1","2","0","1","3","0","0","0","2","2","3","0","0","0","2","0","1","0","1","1","2","1","0","1","2","0","1","2","2","1","3","0","2","0","1","3","1","1","2","1","2","1","1","0","0","3","1","2","1","1","19"
"22","lovi_143","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malakas na ulan at hangin sa Sorsogon http://t.co/EVRQ1xVvr6 http://t.co/BAJbJAO29Z",,,"1","1","1","tl","CD","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","0","0","1","2","1","2","0","1","3","0","0","0","2","2","3","0","0","0","2","0","1","0","1","1","2","1","0","1","2","0","1","2","2","1","3","0","2","0","1","3","1","1","2","1","2","1","1","0","0","3","1","2","1","1","19"
"23","JessaJofficial","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malakas na ulan at hangin sa Sorsogon http://t.co/EVRQ1xVvr6 http://t.co/BAJbJAO29Z",,,"1","1","1","tl","CD","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","0","0","1","2","1","2","0","1","3","0","0","0","2","2","3","0","0","0","2","0","1","0","1","1","2","1","0","1","2","0","1","2","2","1","3","0","2","0","1","3","1","1","2","1","2","1","1","0","0","3","1","2","1","1","19"
"24","heephrodisiac","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S",,,"1","1","1","tl","CD","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","1","0","0","0","1","2","1","2","0","3","2","0","0","0","2","2","3","0","0","0","2","0","1","0","1","0","2","1","0","1","2","1","1","2","1","0","2","0","2","0","1","2","2","1","2","1","2","1","0","0","0","2","1","2","1","3","19"
"25","cassiebabyleigh","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S",,,"1","1","1","tl","CD","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","1","0","0","0","1","2","1","2","0","3","2","0","0","0","2","2","3","0","0","0","2","0","1","0","1","0","2","1","0","1","2","1","1","2","1","0","2","0","2","0","1","2","2","1","2","1","2","1","0","0","0","2","1","2","1","3","19"
"26","PurpleMonik","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S",,,"1","1","1","tl","CD","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","1","0","0","0","1","2","1","2","0","3","2","0","0","0","2","2","3","0","0","0","2","0","1","0","1","0","2","1","0","1","2","1","1","2","1","0","2","0","2","0","1","2","2","1","2","1","2","1","0","0","0","2","1","2","1","3","19"
"27","KhryssMalen30","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S",,,"1","1","1","tl","CD","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","1","0","0","0","1","2","1","2","0","3","2","0","0","0","2","2","3","0","0","0","2","0","1","0","1","0","2","1","0","1","2","1","1","2","1","0","2","0","2","0","1","2","2","1","2","1","2","1","0","0","0","2","1","2","1","3","19"
"28","Aeonflus","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S",,,"1","1","1","tl","CD","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","1","0","0","0","1","2","1","2","0","3","2","0","0","0","2","2","3","0","0","0","2","0","1","0","1","0","2","1","0","1","2","1","1","2","1","0","2","0","2","0","1","2","2","1","2","1","2","1","0","0","0","2","1","2","1","3","19"
"29","RubyPHNews1","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S",,,"1","1","1","tl","CD","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","1","0","0","0","1","2","1","2","0","3","2","0","0","0","2","2","3","0","0","0","2","0","1","0","1","0","2","1","0","1","2","1","1","2","1","0","2","0","2","0","1","2","2","1","2","1","2","1","0","0","0","2","1","2","1","3","19"
"30","clarissemado","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S",,,"1","1","1","tl","CD","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","1","0","0","0","1","2","1","2","0","3","2","0","0","0","2","2","3","0","0","0","2","0","1","0","1","0","2","1","0","1","2","1","1","2","1","0","2","0","2","0","1","2","2","1","2","1","2","1","0","0","0","2","1","2","1","3","19"
"31","glennpooot","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S",,,"1","1","1","tl","CD","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","1","0","0","0","1","2","1","2","0","3","2","0","0","0","2","2","3","0","0","0","2","0","1","0","1","0","2","1","0","1","2","1","1","2","1","0","2","0","2","0","1","2","2","1","2","1","2","1","0","0","0","2","1","2","1","3","19"
"32","AnitaKapoor","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S",,,"1","1","1","tl","CD","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","1","0","0","0","1","2","1","2","0","3","2","0","0","0","2","2","3","0","0","0","2","0","1","0","1","0","2","1","0","1","2","1","1","2","1","0","2","0","2","0","1","2","2","1","2","1","2","1","0","0","0","2","1","2","1","3","19"
"33","TUPManila_USG","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S",,,"1","1","1","tl","CD","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","1","0","0","0","1","2","1","2","0","3","2","0","0","0","2","2","3","0","0","0","2","0","1","0","1","0","2","1","0","1","2","1","1","2","1","0","2","0","2","0","1","2","2","1","2","1","2","1","0","0","0","2","1","2","1","3","19"
"34","ellemorre","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S",,,"1","1","1","tl","CD","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","1","0","0","0","1","2","1","2","0","3","2","0","0","0","2","2","3","0","0","0","2","0","1","0","1","0","2","1","0","1","2","1","1","2","1","0","2","0","2","0","1","2","2","1","2","1","2","1","0","0","0","2","1","2","1","3","19"
"35","Liizziiiiieeee","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S",,,"1","1","1","tl","CD","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","1","0","0","0","1","2","1","2","0","3","2","0","0","0","2","2","3","0","0","0","2","0","1","0","1","0","2","1","0","1","2","1","1","2","1","0","2","0","2","0","1","2","2","1","2","1","2","1","0","0","0","2","1","2","1","3","19"
"36","Terri_estupendo","RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S",,,"1","1","1","tl","CD","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","1","0","0","0","1","2","1","2","0","3","2","0","0","0","2","2","3","0","0","0","2","0","1","0","1","0","2","1","0","1","2","1","1","2","1","0","2","0","2","0","1","2","2","1","2","1","2","1","0","0","0","2","1","2","1","3","19"
