TweetID,User,Tweet,Category,LocationInTweet,ObjectName,ObjectDetail,VictimName
1053,lalaculala,"RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt",CD,"Dolores, Eastern Samar",nasawi,dalawa,
1054,bebebombia_5sex,"RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt",CD,"Dolores, Eastern Samar",nasawi,dalawa,
1055,haze_gear,"RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt",CD,"Dolores, Eastern Samar",nasawi,dalawa,
1056,erwinmoon,"RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt",CD,"Dolores, Eastern Samar",nasawi,dalawa,
1057,KimVianca,"RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt",CD,"Dolores, Eastern Samar",nasawi,dalawa,
1058,yanxq,"RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt",CD,"Dolores, Eastern Samar",nasawi,dalawa,
1059,KeniticChoy,"RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt",CD,"Dolores, Eastern Samar",nasawi,dalawa,
1060,cyrllbgl,"RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt",CD,"Dolores, Eastern Samar",nasawi,dalawa,
1061,GeraldineBerdan,"RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt",CD,"Dolores, Eastern Samar",nasawi,dalawa,
1062,JennyRockwell,"RT @gmanews: VIDEO: Mahigit 200,000 residente, lumikas sa Sorsogon dahil sa Bagyong #RubyPH http://t.co/1SPOOw4WVF http://t.co/XJerjp7yWk",CD,Sorsogon,residente,"200,000, lumikas",
1063,erwinmoon,"RT @gmanews: VIDEO: Mahigit 200,000 residente, lumikas sa Sorsogon dahil sa Bagyong #RubyPH http://t.co/LrGpUfA9zZ http://t.co/hdrBnLajUj",CD,Sorsogon,residente,"200,000, lumikas",
1064,swifTaylor27,"RT @gmanews: VIDEO: Mahigit 200,000 residente, lumikas sa Sorsogon dahil sa Bagyong #RubyPH http://t.co/LrGpUfA9zZ http://t.co/hdrBnLajUj",CD,Sorsogon,residente,"200,000, lumikas",
1065,yujidetorres,"RT @gmanews: VIDEO: Mahigit 200,000 residente, lumikas sa Sorsogon dahil sa Bagyong #RubyPH http://t.co/LrGpUfA9zZ http://t.co/hdrBnLajUj",CD,Sorsogon,residente,"200,000, lumikas",
1066,indayevarona,"RT @gmanews: VIDEO: Mahigit 200,000 residente, lumikas sa Sorsogon dahil sa Bagyong #RubyPH http://t.co/LrGpUfA9zZ http://t.co/hdrBnLajUj",CD,Sorsogon,residente,"200,000, lumikas",
1067,sarca_sam,"RT @gmanews: VIDEO: Mahigit 200,000 residente, lumikas sa Sorsogon dahil sa Bagyong #RubyPH http://t.co/LrGpUfA9zZ http://t.co/hdrBnLajUj",CD,Sorsogon,residente,"200,000, lumikas",
1068,haze_gear,"RT @gmanews: VIDEO: Mahigit 200,000 residente, lumikas sa Sorsogon dahil sa Bagyong #RubyPH http://t.co/LrGpUfA9zZ http://t.co/hdrBnLajUj",CD,Sorsogon,residente,"200,000, lumikas",
1069,MhegMm,"RT @gmanews: VIDEO: Mahigit 200,000 residente, lumikas sa Sorsogon dahil sa Bagyong #RubyPH http://t.co/LrGpUfA9zZ http://t.co/hdrBnLajUj",CD,Sorsogon,residente,"200,000, lumikas",
1070,KeniticChoy,"RT @gmanews: VIDEO: Mahigit 200,000 residente, lumikas sa Sorsogon dahil sa Bagyong #RubyPH http://t.co/LrGpUfA9zZ http://t.co/hdrBnLajUj",CD,Sorsogon,residente,"200,000, lumikas",
1071,jay_divina,"RT @gmanews: VIDEO: Mahigit 200,000 residente, lumikas sa Sorsogon dahil sa Bagyong #RubyPH http://t.co/LrGpUfA9zZ http://t.co/hdrBnLajUj",CD,Sorsogon,residente,"200,000, lumikas",
1072,intelcoregeous,"RT @gmanews: VIDEO: Mahigit 200,000 residente, lumikas sa Sorsogon dahil sa Bagyong #RubyPH http://t.co/LrGpUfA9zZ http://t.co/hdrBnLajUj",CD,Sorsogon,residente,"200,000, lumikas",
1073,StevenBaldesco,"RT @IMReadyPH: As of 6:00am, walang naitalang casualty sa Catbalogan City,Samar- ayon kay Mayor Stephanie Uy-Tan. #RubyPH | via @dzbb",CD,"Catbalogan City, Samar",,,
1074,JosephDatalio,"RT @IMReadyPH: As of 6:00am, walang naitalang casualty sa Catbalogan City,Samar- ayon kay Mayor Stephanie Uy-Tan. #RubyPH | via @dzbb",CD,"Catbalogan City, Samar",,,
1075,gmakf,"RT @IMReadyPH: As of 6:00am, walang naitalang casualty sa Catbalogan City,Samar- ayon kay Mayor Stephanie Uy-Tan. #RubyPH | via @dzbb",CD,"Catbalogan City, Samar",,,
1076,YouScoop,"RT @IMReadyPH: As of 6:00am, walang naitalang casualty sa Catbalogan City,Samar- ayon kay Mayor Stephanie Uy-Tan. #RubyPH | via @dzbb",CD,"Catbalogan City, Samar",,,
1077,thecrazyCzar,"RT @itsbeben11: ""Electric post downed by strong winds in Abucay, Tacloban. #RubyPH (Photo via Zhander Cayabyab) via @ANCALERTS"" NKKLK http:ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¦",CD,"Abucay, Tacloban",electric post,downed by strong winds,
1078,CHRISpylisyus,"RT @itsbeben11: ""Electric post downed by strong winds in Abucay, Tacloban. #RubyPH (Photo via Zhander Cayabyab) via @ANCALERTS"" NKKLK http:ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¦",CD,"Abucay, Tacloban",electric post,downed by strong winds,
1079,earvin55,"RT @itsbeben11: ""Electric post downed by strong winds in Abucay, Tacloban. #RubyPH (Photo via Zhander Cayabyab) via @ANCALERTS"" NKKLK http:ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¦",CD,"Abucay, Tacloban",electric post,downed by strong winds,
1080,AKAsleepyhead,"RT @itsbeben11: ""Electric post downed by strong winds in Abucay, Tacloban. #RubyPH (Photo via Zhander Cayabyab) via @ANCALERTS"" NKKLK http:ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¦",CD,"Abucay, Tacloban",electric post,downed by strong winds,
1081,imDianavalencia,"RT @News5AKSYON: #AksyonSaHagupit: 10 bahay sa dalampasigan ng Albay, tinangay ng malakas na alon #RubyPH | Ulat ni @edlingao",CD,Albay,bahay,"10, tinangay ng malakas na alon",
1082,mjmarfori,"RT @News5AKSYON: #AksyonSaHagupit: 10 bahay sa dalampasigan ng Albay, tinangay ng malakas na alon #RubyPH | Ulat ni @edlingao",CD,Albay,bahay,"10, tinangay ng malakas na alon",
1083,TechDebit,"RT @News5AKSYON: #AksyonSaHagupit: 10 bahay sa dalampasigan ng Albay, tinangay ng malakas na alon #RubyPH | Ulat ni @edlingao",CD,Albay,bahay,"10, tinangay ng malakas na alon",
1084,jozelleanne,"RT @News5AKSYON: #AksyonSaHagupit: Gov. Sharee Ann Tan: Higit 28,000 pamilya ang inilikas dahil sa Bagyong #RubyPH",CD,,pamilya,"28,000, inilikas",
1085,mskeinajane,"RT @News5AKSYON: #AksyonSaHagupit: Gov. Sharee Ann Tan: Higit 28,000 pamilya ang inilikas dahil sa Bagyong #RubyPH",CD,,pamilya,"28,000, inilikas",
1086,mylsvalenciaTV5,"RT @News5AKSYON: #AksyonSaHagupit: Gov. Sharee Ann Tan: Higit 28,000 pamilya ang inilikas dahil sa Bagyong #RubyPH",CD,,pamilya,"28,000, inilikas",
1087,mechelleflorita,"RT @News5AKSYON: ROMBLON: As of 2:30PM, umabot na sa 9,584 pamilya o 30,689 katao na ang inilikas sa mga evacuation center. #RubyPH | via @ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¦",CD,Romblon,"pamilya, katao","9,584; 30,689; inilikas",
1088,imamilatencio,"RT @News5AKSYON: ROMBLON: As of 2:30PM, umabot na sa 9,584 pamilya o 30,689 katao na ang inilikas sa mga evacuation center. #RubyPH | via @ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¦",CD,Romblon,"pamilya, katao","9,584; 30,689; inilikas",
1089,iamPxMx,"RT @News5AKSYON: ROMBLON: As of 2:30PM, umabot na sa 9,584 pamilya o 30,689 katao na ang inilikas sa mga evacuation center. #RubyPH | via @ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¦",CD,Romblon,"pamilya, katao","9,584; 30,689; inilikas",
1090,B13Del,"RT @sunstarcebu: .@dsm_sunstar: #RubyPH topples electrical post in Barangay Talisay, Daanbantayan, #Cebu http://t.co/5BOBcnZYSE",CD,"Barangay Talisay, Daanbantayan, Cebu",electrical post,topples,
1091,rairosell,"RT @sunstarcebu: .@dsm_sunstar: #RubyPH topples electrical post in Barangay Talisay, Daanbantayan, #Cebu http://t.co/5BOBcnZYSE",CD,"Barangay Talisay, Daanbantayan, Cebu",electrical post,topples,
1092,mikelimpag,"RT @sunstarcebu: .@dsm_sunstar: #RubyPH topples electrical post in Barangay Talisay, Daanbantayan, #Cebu http://t.co/5BOBcnZYSE",CD,"Barangay Talisay, Daanbantayan, Cebu",electrical post,topples,
1093,yentot6788,"RT @sunstarcebu: .@dsm_sunstar: #RubyPH topples electrical post in Barangay Talisay, Daanbantayan, #Cebu http://t.co/5BOBcnZYSE",CD,"Barangay Talisay, Daanbantayan, Cebu",electrical post,topples,
1098,zhandercayabyab,Maging mga malalaking kainan sa Tacloban ay maagang isinara at tinakpan ng plywood @DZMMTeleRadyo #RubyPH http://t.co/P7zaGBgruV,CD,Tacloban,malalaking kainan,maagang sinara; tinakpan ng plywood,
1099,Gu4rdian4ngelo,"RT @DZMMTeleRadyo: PHOTO: Mga establisimyento sa Tacloban, pinapakuan ng plywood kontra baha at alon #RubyPH http://t.co/kAsVyyCCjD | via @ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¦",CD,Tacloaban,establisimyento,pinapakuan ng plywood kontra baha at alon,
1100,NonVitalTooth,"RT @zhandercayabyab: Mga establisimyento sa Tacloban, pinapakuan ng plywood para di pasukin ng baha at alon @DZMMTeleRadyo #RubyPH http://tÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¦",CD,Tacloaban,establisimyento,pinapakuan ng plywood kontra baha at alon,
1101,NonVitalTooth,"RT @zhandercayabyab: Mga establisimyento sa Tacloban, pinapakuan ng plywood para di pasukin ng baha at alon @DZMMTeleRadyo #RubyPH http://tÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¦",CD,Tacloaban,establisimyento,pinapakuan ng plywood kontra baha at alon,
1105,SpeakLlauder,"""@ABSCBNNews: Tacloban Mayor Romualdez: Sa ngayon, wala pa kaming report ng casualty #RubyPH | via @DZMMTeleRadyo"" No casualties lng, Lord",CD,Tacloban,,,
1106,marrialigaya,"""@ANCALERTS: NDRRMC: 3 dead due to #RubyPH"" tsk",CD,,dead,3,
1107,CaineLian,"""@dzbb : As of 6:00am, walang naitalang casualty sa Catbalogan City,Samar- ayon kay Mayor Stephanie Uy-Tan. #RubyPH"" THANK GOD!",CD,"Catbalogan City, Samar",,,
1108,gamuederrrrs,"""@DZMMTeleRadyo: 12 barangay sa Laguna, lubog pa rin sa baha #RubyPH http://t.co/VbeZe7Ksld http://t.co/mAQ2hs5YmZ"" suspend na this",CD,Laguna,barangay,12; lubog sa baha,
1109,roweecathRPh,"""@DZMMTeleRadyo: 27 patay sa bagsik ni #RubyPH sa Eastern Samar - Red Cross http://t.co/AAxPIbfqQd http://t.co/tnTVxXWf7H""",CD,Eastern Samar,patay,27,
1110,VAMboyyy,"""@DZMMTeleRadyo: BATANGAS | Wala pang napaulat na nasaktan dahil sa bagyo #RubyPH (ulat ni @arnellozaeta)""",CD,Batangas,,,
1111,Boy_Kulit,"""@DZMMTeleRadyo: BATANGAS | Wala pang napaulat na nasaktan dahil sa bagyo #RubyPH (ulat ni @arnellozaeta)"" may bagyo ba?",CD,Batangas,,,
1112,puchepuch,"""@DZMMTeleRadyo: BATANGAS | Wala pang napaulat na nasaktan dahil sa bagyo #RubyPH (ulat ni @arnellozaeta)"" SALAMAT PO SAFE LAHAT",CD,Batangas,,,
1116,IGMOlayvar,"""@DZMMTeleRadyo: Bubong at kisame ng Tacloban Airport, sinira ni #RubyPH http://t.co/FZHADakW9X http://t.co/0u0ziXbw9e"" grabe",CD,Tacloban Airport,bubong; kisame,sinira,
1118,iamyourdarling,"""@DZMMTeleRadyo: Poste ng kuryente, bumagsak sa ilang bahay sa Brgy. Pawing, Tacloban #RubyPH http://t.co/hJbqYkpGR3 | via @zhandercayabyab""",CD,"Brgy. Pawig, Tacloban",poste ng kuryente,bumagsak sa ilang bahay,
1120,blujay_chabby,"""@gmanews: #RubyPH update mula sa press briefing ng DILG: Walang naitalang casualty sa Leyte."" Good to hear. Sana sa ibang lugar din :)",CD,Leyte,,,
1121,MerryEdear,"""@gmanews: #RubyPH update mula sa press briefing ng DILG: Walang naitalang casualty sa Leyte."" Thank you Lord! :)",CD,Leyte,,,
1122,jeanomarcayda,"""@gmanews: ALBAY-Hilera ng mga poste ng kuryente, natumba matapos ang malakas na hangin sa Camalig. #RubyPH"" wtf.Brownout apocalypse na itu.",CD,"Camalig, Albay",hilera ng mga poste ng kuryente,natumba,
1123,MarkGascon1,"""@gmanews: Bagsak na ang linya ng komunikasyon sa mga bayan sa Northeastern Samar. #RubyPH | via @PeeweeHero @dzbb""",CD,Northeastern Samar,linya ng komunikasyon,bagsak,
1124,IamTheLawler,"""@gmanews: Bagsak na ang linya ng komunikasyon sa mga bayan sa Northeastern Samar. #RubyPH | via @PeeweeHero @dzbb"" keep safe everyone",CD,Northeastern Samar,linya ng komunikasyon,bagsak,
1125,donnavells,"""@gmanews: DOLORES, EASTERN SAMAR - Bagsak na ang linya ng komunikasyon | #RubyPH update via @PeeweeHero""",CD,"Dolores, Eastern Samar",linya ng komunikasyon,bagsak,
1126,alexatine24,"""@gmanews: DOLORES, EASTERN SAMAR - Bagsak na ang linya ng komunikasyon | #RubyPH update via @PeeweeHero""",CD,"Dolores, Eastern Samar",linya ng komunikasyon,bagsak,
1129,WalaPongKapaRiZ,"""@gmanews: ROMBLON ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬ï† Mga puno, nagsitumbahan sa Romblon matapos hagupitin ni #RubyPH. | via @akosiJaysent http://t.co/qPGhTLPOpo"" Romblon :(",CD,Romblon,mga puno,nagsitumbahan,
1130,Aybilibers,"""@gmanews: ROMBLON ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬ï† Mga puno, nagsitumbahan sa Romblon matapos hagupitin ni #RubyPH. | via @akosiJaysent http://t.co/QWQfp34fAm""",CD,Romblon,mga puno,nagsitumbahan,
1131,DivineStellar,"""@gmanews: SORSOGON ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬ï† Lubog sa baha ang highway sa bayan ng Rizal. | #RubyPH via @allangatus @dzbb""",CD,"Sorsogon, Rizal",highway,lubog sa baha,
1132,nicxielicious,"""@gmanews: SORSOGON ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬ï† Lubog sa baha ang highway sa bayan ng Rizal. | #RubyPH via @allangatus @dzbb""",CD,"Sorsogon, Rizal",highway,lubog sa baha,
1133,DivineStellar,"""@gmanews: VIDEO: Zero casualty, naitala sa Albay sa paghagupit ng Bagyong #RubyPH http://t.co/Nmqmj8MMjB http://t.co/6koDnLGxRn""",CD,Albay,,,
1138,iamrinylmatugas,"""@sv_simplevie: #RESCUEPH yan po kuha s looc culaba biliran, winasak ni bagyong #RubyPH http://t.co/SOfkKpIFzu"" @ANCALERTS @ABSCBNNews",CD,,,,
1139,LeoDoraPongan,"""@TVPatrol: #TVPatrol #RubyPH itinumba ang mga puno sa Samar; ilang bahay wasak. "" via @atomaraullo LIVE Catbalogan http://t.co/ObwazvYB7J",CD,Samar,puno; bahay,itinumba; wasak,
1140,MayleneYenny,"""@TVPatrol: PANOORIN: Ilang bahay, puno pinadapa ng #RubyPH sa Samar. http://t.co/rxS6hMZX3m | Ulat ni @atomaraullo http://t.co/KDUSHieAAI""",CD,Samar,puno; bahay,pinadapa,
1141,JhaMharie,"""@YouScoop: Pinabagsak ng Bagyong #RubyPH ang bubong ng isang gas station sa Catarman. Ulat ni YouScooper Rio Sosa http://t.co/vHTm5AqO8L""",CD,Catarman,bubong ng isang gas station,pinabagsak,
