"TweetID";"User";"Tweet";"Latitude";"Longitude";"IsUrl";"IsHashtag";"IsRetweet";"Language";"Category";;;;;;
1032;"AnitaKapoor";"RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1033;"TUPManila_USG";"RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1034;"ellemorre";"RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1035;"Liizziiiiieeee";"RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1036;"Terri_estupendo";"RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1037;"KeniticChoy";"RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1038;"jstnmrfl";"RT @gmanews: VIDEO: Bagyong #RubyPH, nagdulot ng malawak na pinsala sa Catbalogan, Samar http://t.co/DfA9ZNhkhL http://t.co/hUOpTVTm2S";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1039;"jayveellage";"RT @gmanews: VIDEO: Baha at mga pinsala sa imprastraktura, iniwan ng Bagyong #RubyPH http://t.co/lv9AkEYIev http://t.co/tpSDNXnrIV";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1040;"sexymhel";"RT @gmanews: VIDEO: Baha at mga pinsala sa imprastraktura, iniwan ng Bagyong #RubyPH http://t.co/lv9AkEYIev http://t.co/tpSDNXnrIV";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1041;"sotto_fiona";"RT @gmanews: VIDEO: Baha at mga pinsala sa imprastraktura, iniwan ng Bagyong #RubyPH http://t.co/lv9AkEYIev http://t.co/tpSDNXnrIV";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1042;"akosidarkcloud";"RT @gmanews: VIDEO: Baha at mga pinsala sa imprastraktura, iniwan ng Bagyong #RubyPH http://t.co/lv9AkEYIev http://t.co/tpSDNXnrIV";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1043;"jahstinesurio";"RT @gmanews: VIDEO: Baha at mga pinsala sa imprastraktura, iniwan ng Bagyong #RubyPH http://t.co/lv9AkEYIev http://t.co/tpSDNXnrIV";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1044;"itsmeMayetteXD";"RT @gmanews: VIDEO: Baha at mga pinsala sa imprastraktura, iniwan ng Bagyong #RubyPH http://t.co/lv9AkEYIev http://t.co/tpSDNXnrIV";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1045;"KeniticChoy";"RT @gmanews: VIDEO: Baha at mga pinsala sa imprastraktura, iniwan ng Bagyong #RubyPH http://t.co/lv9AkEYIev http://t.co/tpSDNXnrIV";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1046;"francismagsajo";"RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1047;"RubyPHNews1";"RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1048;"violetagloria";"RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1049;"mawexduque";"RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1050;"ljr_leigh";"RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1051;"vinnmartin";"RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1052;"alrenjerome";"RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1053;"lalaculala";"RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1054;"bebebombia_5sex";"RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1055;"haze_gear";"RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1056;"erwinmoon";"RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1057;"KimVianca";"RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1058;"yanxq";"RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1059;"KeniticChoy";"RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1060;"cyrllbgl";"RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1061;"GeraldineBerdan";"RT @gmanews: VIDEO: Dalawa, nasawi sa pananalasa ng Bagyong #RubyPH sa Dolores, Eastern Samar http://t.co/Cb0YyL8BdL http://t.co/uw0ITm5npt";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1062;"JennyRockwell";"RT @gmanews: VIDEO: Mahigit 200,000 residente, lumikas sa Sorsogon dahil sa Bagyong #RubyPH http://t.co/1SPOOw4WVF http://t.co/XJerjp7yWk";"NULL";"NULL";1;1;0;"tl";"CD";;;;;;
1063;"erwinmoon";"RT @gmanews: VIDEO: Mahigit 200,000 residente, lumikas sa Sorsogon dahil sa Bagyong #RubyPH http://t.co/LrGpUfA9zZ http://t.co/hdrBnLajUj";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1064;"swifTaylor27";"RT @gmanews: VIDEO: Mahigit 200,000 residente, lumikas sa Sorsogon dahil sa Bagyong #RubyPH http://t.co/LrGpUfA9zZ http://t.co/hdrBnLajUj";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1065;"yujidetorres";"RT @gmanews: VIDEO: Mahigit 200,000 residente, lumikas sa Sorsogon dahil sa Bagyong #RubyPH http://t.co/LrGpUfA9zZ http://t.co/hdrBnLajUj";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1066;"indayevarona";"RT @gmanews: VIDEO: Mahigit 200,000 residente, lumikas sa Sorsogon dahil sa Bagyong #RubyPH http://t.co/LrGpUfA9zZ http://t.co/hdrBnLajUj";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1067;"sarca_sam";"RT @gmanews: VIDEO: Mahigit 200,000 residente, lumikas sa Sorsogon dahil sa Bagyong #RubyPH http://t.co/LrGpUfA9zZ http://t.co/hdrBnLajUj";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1068;"haze_gear";"RT @gmanews: VIDEO: Mahigit 200,000 residente, lumikas sa Sorsogon dahil sa Bagyong #RubyPH http://t.co/LrGpUfA9zZ http://t.co/hdrBnLajUj";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1069;"MhegMm";"RT @gmanews: VIDEO: Mahigit 200,000 residente, lumikas sa Sorsogon dahil sa Bagyong #RubyPH http://t.co/LrGpUfA9zZ http://t.co/hdrBnLajUj";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1070;"KeniticChoy";"RT @gmanews: VIDEO: Mahigit 200,000 residente, lumikas sa Sorsogon dahil sa Bagyong #RubyPH http://t.co/LrGpUfA9zZ http://t.co/hdrBnLajUj";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1071;"jay_divina";"RT @gmanews: VIDEO: Mahigit 200,000 residente, lumikas sa Sorsogon dahil sa Bagyong #RubyPH http://t.co/LrGpUfA9zZ http://t.co/hdrBnLajUj";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1072;"intelcoregeous";"RT @gmanews: VIDEO: Mahigit 200,000 residente, lumikas sa Sorsogon dahil sa Bagyong #RubyPH http://t.co/LrGpUfA9zZ http://t.co/hdrBnLajUj";"NULL";"NULL";1;1;1;"tl";"CD";;;;;;
1073;"StevenBaldesco";"RT @IMReadyPH: As of 6:00am, walang naitalang casualty sa Catbalogan City,Samar- ayon kay Mayor Stephanie Uy-Tan. #RubyPH | via @dzbb";"NULL";"NULL";1;0;1;"tl";"CD";;;;;;
1074;"JosephDatalio";"RT @IMReadyPH: As of 6:00am, walang naitalang casualty sa Catbalogan City,Samar- ayon kay Mayor Stephanie Uy-Tan. #RubyPH | via @dzbb";"NULL";"NULL";1;0;1;"tl";"CD";;;;;;
1075;"gmakf";"RT @IMReadyPH: As of 6:00am, walang naitalang casualty sa Catbalogan City,Samar- ayon kay Mayor Stephanie Uy-Tan. #RubyPH | via @dzbb";"NULL";"NULL";1;0;1;"tl";"CD";;;;;;
1076;"YouScoop";"RT @IMReadyPH: As of 6:00am, walang naitalang casualty sa Catbalogan City,Samar- ayon kay Mayor Stephanie Uy-Tan. #RubyPH | via @dzbb";"NULL";"NULL";1;0;1;"tl";"CD";;;;;;
1077;"thecrazyCzar";"RT @itsbeben11: Electric post downed by strong winds in Abucay, Tacloban. #RubyPH (Photo via Zhander Cayabyab) via @ANCALERTS NKKLK http:Ã¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"CD";;;;;;
1078;"CHRISpylisyus";"RT @itsbeben11: Electric post downed by strong winds in Abucay, Tacloban. #RubyPH (Photo via Zhander Cayabyab) via @ANCALERTS NKKLK http:Ã¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"CD";;;;;;
1079;"earvin55";"RT @itsbeben11: Electric post downed by strong winds in Abucay, Tacloban. #RubyPH (Photo via Zhander Cayabyab) via @ANCALERTS NKKLK http:Ã¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"CD";;;;;;
1080;"AKAsleepyhead";"RT @itsbeben11: Electric post downed by strong winds in Abucay, Tacloban. #RubyPH (Photo via Zhander Cayabyab) via @ANCALERTS NKKLK http:Ã¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"CD";;;;;;
1081;"imDianavalencia";"RT @News5AKSYON: #AksyonSaHagupit: 10 bahay sa dalampasigan ng Albay, tinangay ng malakas na alon #RubyPH | Ulat ni @edlingao";"NULL";"NULL";1;0;1;"tl";"CD";;;;;;
1082;"mjmarfori";"RT @News5AKSYON: #AksyonSaHagupit: 10 bahay sa dalampasigan ng Albay, tinangay ng malakas na alon #RubyPH | Ulat ni @edlingao";"NULL";"NULL";1;0;1;"tl";"CD";;;;;;
1083;"TechDebit";"RT @News5AKSYON: #AksyonSaHagupit: 10 bahay sa dalampasigan ng Albay, tinangay ng malakas na alon #RubyPH | Ulat ni @edlingao";"NULL";"NULL";1;0;1;"tl";"CD";;;;;;
1084;"jozelleanne";"RT @News5AKSYON: #AksyonSaHagupit: Gov. Sharee Ann Tan: Higit 28,000 pamilya ang inilikas dahil sa Bagyong #RubyPH";"NULL";"NULL";1;0;1;"tl";"CD";;;;;;
1085;"mskeinajane";"RT @News5AKSYON: #AksyonSaHagupit: Gov. Sharee Ann Tan: Higit 28,000 pamilya ang inilikas dahil sa Bagyong #RubyPH";"NULL";"NULL";1;0;1;"tl";"CD";;;;;;
1086;"mylsvalenciaTV5";"RT @News5AKSYON: #AksyonSaHagupit: Gov. Sharee Ann Tan: Higit 28,000 pamilya ang inilikas dahil sa Bagyong #RubyPH";"NULL";"NULL";1;0;1;"tl";"CD";;;;;;
1087;"mechelleflorita";"RT @News5AKSYON: ROMBLON: As of 2:30PM, umabot na sa 9,584 pamilya o 30,689 katao na ang inilikas sa mga evacuation center. #RubyPH | via @Ã¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"CD";;;;;;
1088;"imamilatencio";"RT @News5AKSYON: ROMBLON: As of 2:30PM, umabot na sa 9,584 pamilya o 30,689 katao na ang inilikas sa mga evacuation center. #RubyPH | via @Ã¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"CD";;;;;;
1089;"iamPxMx";"RT @News5AKSYON: ROMBLON: As of 2:30PM, umabot na sa 9,584 pamilya o 30,689 katao na ang inilikas sa mga evacuation center. #RubyPH | via @Ã¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"CD";;;;;;
1090;"B13Del";"RT @sunstarcebu: .@dsm_sunstar: #RubyPH topples electrical post in Barangay Talisay, Daanbantayan, #Cebu http://t.co/5BOBcnZYSE";"NULL";"NULL";1;0;1;"tl";"CD";;;;;;
1091;"rairosell";"RT @sunstarcebu: .@dsm_sunstar: #RubyPH topples electrical post in Barangay Talisay, Daanbantayan, #Cebu http://t.co/5BOBcnZYSE";"NULL";"NULL";1;0;1;"tl";"CD";;;;;;
1092;"mikelimpag";"RT @sunstarcebu: .@dsm_sunstar: #RubyPH topples electrical post in Barangay Talisay, Daanbantayan, #Cebu http://t.co/5BOBcnZYSE";"NULL";"NULL";1;0;1;"tl";"CD";;;;;;
1093;"yentot6788";"RT @sunstarcebu: .@dsm_sunstar: #RubyPH topples electrical post in Barangay Talisay, Daanbantayan, #Cebu http://t.co/5BOBcnZYSE";"NULL";"NULL";1;0;1;"tl";"CD";;;;;;
1098;"zhandercayabyab";"Maging mga malalaking kainan sa Tacloban ay maagang isinara at tinakpan ng plywood @DZMMTeleRadyo #RubyPH http://t.co/P7zaGBgruV";"NULL";"NULL";1;0;0;"tl";"CD";;;;;;
1099;"Gu4rdian4ngelo";"RT @DZMMTeleRadyo: PHOTO: Mga establisimyento sa Tacloban, pinapakuan ng plywood kontra baha at alon #RubyPH http://t.co/kAsVyyCCjD | via @Ã¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"CD";;;;;;
1100;"NonVitalTooth";"RT @zhandercayabyab: Mga establisimyento sa Tacloban, pinapakuan ng plywood para di pasukin ng baha at alon @DZMMTeleRadyo #RubyPH http://tÃ¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"CD";;;;;;
1101;"NonVitalTooth";"RT @zhandercayabyab: Mga establisimyento sa Tacloban, pinapakuan ng plywood para di pasukin ng baha at alon @DZMMTeleRadyo #RubyPH http://tÃ¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"CD";;;;;;
1105;"SpeakLlauder";"@ABSCBNNews: Tacloban Mayor Romualdez: Sa ngayon, wala pa kaming report ng casualty #RubyPH | via @DZMMTeleRadyo No casualties lng, Lord";"NULL";"NULL";1;0;0;"tl";"CD";;;;;;
1106;"marrialigaya";"@ANCALERTS: NDRRMC: 3 dead due to #RubyPH tsk";14.752156;121.079288;1;0;0;"tl";"CD";;;;;;
1107;"CaineLian";"@dzbb : As of 6:00am, walang naitalang casualty sa Catbalogan City,Samar- ayon kay Mayor Stephanie Uy-Tan. #RubyPH THANK GOD!";"NULL";"NULL";1;0;0;"tl";"CD";;;;;;
1108;"gamuederrrrs";"@DZMMTeleRadyo: 12 barangay sa Laguna, lubog pa rin sa baha #RubyPH http://t.co/VbeZe7Ksld http://t.co/mAQ2hs5YmZ suspend na this";"NULL";"NULL";1;1;0;"tl";"CD";;;;;;
1109;"roweecathRPh";"@DZMMTeleRadyo: 27 patay sa bagsik ni #RubyPH sa Eastern Samar - Red Cross http://t.co/AAxPIbfqQd http://t.co/tnTVxXWf7H";"NULL";"NULL";1;1;0;"tl";"CD";;;;;;
1110;"VAMboyyy";"@DZMMTeleRadyo: BATANGAS | Wala pang napaulat na nasaktan dahil sa bagyo #RubyPH (ulat ni @arnellozaeta)";"NULL";"NULL";1;0;0;"tl";"CD";;;;;;
1111;"Boy_Kulit";"@DZMMTeleRadyo: BATANGAS | Wala pang napaulat na nasaktan dahil sa bagyo #RubyPH (ulat ni @arnellozaeta) may bagyo ba?";"NULL";"NULL";1;0;0;"tl";"CD";;;;;;
1112;"puchepuch";"@DZMMTeleRadyo: BATANGAS | Wala pang napaulat na nasaktan dahil sa bagyo #RubyPH (ulat ni @arnellozaeta) SALAMAT PO SAFE LAHAT";13.758502;120.94833;1;0;0;"tl";"CD";;;;;;
1116;"IGMOlayvar";"@DZMMTeleRadyo: Bubong at kisame ng Tacloban Airport, sinira ni #RubyPH http://t.co/FZHADakW9X http://t.co/0u0ziXbw9e grabe";"NULL";"NULL";1;1;0;"tl";"CD";;;;;;
1118;"iamyourdarling";"@DZMMTeleRadyo: Poste ng kuryente, bumagsak sa ilang bahay sa Brgy. Pawing, Tacloban #RubyPH http://t.co/hJbqYkpGR3 | via @zhandercayabyab";14.596215;121.002006;1;0;0;"tl";"CD";;;;;;
1120;"blujay_chabby";"@gmanews: #RubyPH update mula sa press briefing ng DILG: Walang naitalang casualty sa Leyte. Good to hear. Sana sa ibang lugar din :)";"NULL";"NULL";1;0;0;"tl";"CD";;;;;;
1121;"MerryEdear";"@gmanews: #RubyPH update mula sa press briefing ng DILG: Walang naitalang casualty sa Leyte. Thank you Lord! :)";"NULL";"NULL";1;0;0;"tl";"CD";;;;;;
1122;"jeanomarcayda";"@gmanews: ALBAY-Hilera ng mga poste ng kuryente, natumba matapos ang malakas na hangin sa Camalig. #RubyPH wtf.Brownout apocalypse na itu.";"NULL";"NULL";1;0;0;"tl";"CD";;;;;;
1123;"MarkGascon1";"@gmanews: Bagsak na ang linya ng komunikasyon sa mga bayan sa Northeastern Samar. #RubyPH | via @PeeweeHero @dzbb";10.717486;125.794168;1;0;0;"tl";"CD";;;;;;
1124;"IamTheLawler";"@gmanews: Bagsak na ang linya ng komunikasyon sa mga bayan sa Northeastern Samar. #RubyPH | via @PeeweeHero @dzbb keep safe everyone";14.815947;121.071702;1;0;0;"tl";"CD";;;;;;
1125;"donnavells";"@gmanews: DOLORES, EASTERN SAMAR - Bagsak na ang linya ng komunikasyon | #RubyPH update via @PeeweeHero";"NULL";"NULL";1;0;0;"tl";"CD";;;;;;
1126;"alexatine24";"@gmanews: DOLORES, EASTERN SAMAR - Bagsak na ang linya ng komunikasyon | #RubyPH update via @PeeweeHero";"NULL";"NULL";1;0;0;"tl";"CD";;;;;;
1129;"WalaPongKapaRiZ";"@gmanews: ROMBLON Ã¢â‚¬â€ Mga puno, nagsitumbahan sa Romblon matapos hagupitin ni #RubyPH. | via @akosiJaysent http://t.co/qPGhTLPOpo Romblon :(";"NULL";"NULL";1;0;0;"tl";"CD";;;;;;
1130;"Aybilibers";"@gmanews: ROMBLON Ã¢â‚¬â€ Mga puno, nagsitumbahan sa Romblon matapos hagupitin ni #RubyPH. | via @akosiJaysent http://t.co/QWQfp34fAm";"NULL";"NULL";1;0;0;"tl";"CD";;;;;;
1131;"DivineStellar";"@gmanews: SORSOGON Ã¢â‚¬â€ Lubog sa baha ang highway sa bayan ng Rizal. | #RubyPH via @allangatus @dzbb";"NULL";"NULL";1;0;0;"tl";"CD";;;;;;
1132;"nicxielicious";"@gmanews: SORSOGON Ã¢â‚¬â€ Lubog sa baha ang highway sa bayan ng Rizal. | #RubyPH via @allangatus @dzbb";"NULL";"NULL";1;0;0;"tl";"CD";;;;;;
1133;"DivineStellar";"@gmanews: VIDEO: Zero casualty, naitala sa Albay sa paghagupit ng Bagyong #RubyPH http://t.co/Nmqmj8MMjB http://t.co/6koDnLGxRn";"NULL";"NULL";1;1;0;"tl";"CD";;;;;;
1138;"iamrinylmatugas";"@sv_simplevie: #RESCUEPH yan po kuha s looc culaba biliran, winasak ni bagyong #RubyPH http://t.co/SOfkKpIFzu @ANCALERTS @ABSCBNNews";"NULL";"NULL";1;0;0;"tl";"CD";;;;;;
1139;"LeoDoraPongan";"@TVPatrol: #TVPatrol #RubyPH itinumba ang mga puno sa Samar; ilang bahay wasak.  via @atomaraullo LIVE Catbalogan http://t.co/ObwazvYB7J";"NULL";"NULL";1;0;0;"tl";"CD";;;;;;
