TweetID;User;Tweet;Latitude;Longitude;IsHashtag;IsURL;IsRetweet;Language;Category;#floodPH;naman;lahat;daw;#floodph;by;Sa;lang;ulan;Libis;Lagpas-tao;wala;#marioph;Sto;via;http://t.co/p2kYSUXut9;Sampaloc;kinaya;@oscaroida;Di;Maynila;mga;@YouScoop;...;http://t.co/XgnOyg9Gbs;htÃ¢â‚¬Â¦';10-oras;Mortel;BCWMH;Nicolo;Marlo;Halos;@DZMMTeleRadyo;nang;stranded;si;dahil;Cainta;#RescuePH;may;at;#FloodPH;ng;po;ang;na;baha;RT;#MarioPH;sa;Length
512826135634116000;'trebor8nat';'RT @DZMMTeleRadyo: PHOTO: Ilang pasahero ng LRT V.Mapa, stranded dahil sa baha sa Sta Mesa #MarioPH http://t.co/0brMfq2PDA | via... http://Ã¢â?¬Â¦';'NULL';'NULL';1;1;1;'tl';'R';1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2;1;0;0;26
512826139908120000;'AlfaroDennise';'RT @YouScoop: Lagpas-tao na ang baha dito sa Libis Sto. Nino, Marikina City. #MarioPH | via YouScooper @ajibayron http://t.co/PWJBjD1QC4';'NULL';'NULL';1;0;1;'tl';'R';0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;23
512826517424852000;'MarinelleDongon';'RT @theSYMs: Ã¢â?¬Å?@News5AKSYON: RT @doblezeta: Flood Report: puddle deep flooding in MRT car #8 Ã Â²Â _Ã Â²Â  #MarioPH http://t.co/9VQFWq0BSZÃ¢â?¬? pati MRT bÃ¢â?¬Â¦';'NULL';'NULL';1;0;1;'tl';'R';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;29
512826544545210000;'samoan11';'Pucha kahit tren baha! RT Ã¢â?¬Å?@doblezeta: Flood Report: puddle deep flooding in MRT car #8 Ã Â²Â _Ã Â²Â  #MarioPH http://t.co/bNluMGfjkVÃ¢â?¬?';'NULL';'NULL';1;0;0;'tl';'R';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;26
512826590179233000;'aiNamAeLdiTa_20';'RT @DZMMTeleRadyo: Halos lagpas-taong baha malapit sa Q.I., Araneta (padala ni @rachanneching) #MarioPH http://t.co/FIVfkW4vKg |... http://Ã¢â?¬Â¦';'NULL';'NULL';1;1;1;'tl';'R';1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;21
512826662837186000;'iamdenne';'RT @playDAVIDeo: @YouScoop: Lagpas-tao na ang baha dito sa Libis Sto. Nino, Marikina City. #MarioPH | via YouScooper @ajibayron http://t.cÃ¢â?¬Â¦';'NULL';'NULL';1;0;1;'tl';'R';0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;25
512827137519140000;'karlamao';'Nice walang traffic!!! Baha naman... Oh well papel #MarioPH #StaySafePH #pilipinas';'NULL';'NULL';1;0;0;'tl';'R';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;13
512827214753050000;'mayvemeyv';'#MarioPH grabe naman! Yung ibang parte ng Valenzuela lagpas tao na yung baha. :/ A challenge again. God bless!';14.697915;121.004309;1;0;0;'tl';'R';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;23
512827301210234000;'ompongski';'RT @MamaNiAnya: Baha sa MRT!?! RT @doblezeta: Flood Report: puddle deep flooding in MRT car #8 Ã Â²Â _Ã Â²Â  #MarioPH http://t.co/Vr7VWnUvQ4';'NULL';'NULL';1;0;1;'tl';'R';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;26
512827480982294000;'francesnicks';'RT @theSYMs: Ã¢â?¬Å?@News5AKSYON: RT @doblezeta: Flood Report: puddle deep flooding in MRT car #8 Ã Â²Â _Ã Â²Â  #MarioPH http://t.co/9VQFWq0BSZÃ¢â?¬? pati MRT bÃ¢â?¬Â¦';'NULL';'NULL';1;0;1;'tl';'R';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;29
512827523617390000;'nicky18garcia';'RT @MamaNiAnya: Baha sa MRT!?! RT @doblezeta: Flood Report: puddle deep flooding in MRT car #8 Ã Â²Â _Ã Â²Â  #MarioPH http://t.co/Vr7VWnUvQ4';'NULL';'NULL';1;0;1;'tl';'R';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;26
512827853818171000;'yanniekins';'RT @piedeguzman: May baha sa mrt @mathessa @doblezeta: Flood Report: puddle deep flooding in MRT car #8 Ã Â²Â _Ã Â²Â  #MarioPH http://t.co/yuvFZe0GIÃ¢â?¬Â¦';'NULL';'NULL';1;0;1;'tl';'R';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;26
512828172719509000;'mariadinna';'RT @MamaNiAnya: Baha sa MRT!?! RT @doblezeta: Flood Report: puddle deep flooding in MRT car #8 Ã Â²Â _Ã Â²Â  #MarioPH http://t.co/Vr7VWnUvQ4';'NULL';'NULL';1;0;1;'tl';'R';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;26
512828367989506000;'camhizon';'RT @jm_lago: O. EM. @YouScoop: Lagpas-tao na ang baha dito sa Libis Sto. Nino, Marikina. #MarioPH | via YouScooper @ajibayron http://t.co/Ã¢â?¬Â¦';'NULL';'NULL';1;0;1;'tl';'R';0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;28
512830759212572000;'LouMariam';'Eto pa! Cainta Rizal Gruar Subd. Lagpas tao na ang baha O.O #MarioPH #DahilMayBagyoNgayon #HugotSaTagUlan http://t.co/A8l4Bp7q2K';'NULL';'NULL';1;0;0;'tl';'R';0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;18
512831012129095000;'davegotico';'RT @YouScoop: Lagpas-tao na ang baha dito sa Libis Sto. Nino, Marikina City. #MarioPH | via YouScooper @ajibayron http://t.co/PWJBjD1QC4';'NULL';'NULL';1;0;1;'tl';'R';0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;23
512831120719634000;'Czarinuuuuuuuh';'BAHA NA SA TAPAT NG BAHAY NAMIN! Konting KEMBOT na lang papasukin na kami. Maawa ka pls #MarioPH';'NULL';'NULL';1;0;0;'tl';'R';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;20
512831170069794000;'AlvisLimsanity';'RT @oscaroida: Di na kinaya ang baha sa may Sampaloc, Maynila. @gmanews  @YouScoop  #MarioPH http://t.co/p2kYSUXut9';'NULL';'NULL';1;0;1;'tl';'R';0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;1;1;0;0;1;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;18
512831170069794000;'AlvisLimsanity';'RT @oscaroida: Di na kinaya ang baha sa may Sampaloc, Maynila. @gmanews  @YouScoop  #MarioPH http://t.co/p2kYSUXut9';'NULL';'NULL';1;0;1;'tl';'R';0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;1;1;0;0;1;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;18
512831350735257000;'geegymoogy';'RT @oscaroida: Di na kinaya ang baha sa may Sampaloc, Maynila. @gmanews  @YouScoop  #MarioPH http://t.co/p2kYSUXut9';'NULL';'NULL';1;0;1;'tl';'R';0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;1;1;0;0;1;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;18
512831418150293000;'thebritishhan';'RT @oscaroida: Di na kinaya ang baha sa may Sampaloc, Maynila. @gmanews  @YouScoop  #MarioPH http://t.co/p2kYSUXut9';'NULL';'NULL';1;0;1;'tl';'R';0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;1;1;0;0;1;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;18
512831425603596000;'kmgalay';'RT @LouMariam: Grabe sa Cainta Rizal Gruar Subd. Lagpas tao na ang baha O.O #MarioPH #DahilMayBagyoNgayon #HugotSaTagUlan http://t.co/NNÃ¢â?¬Â¦';'NULL';'NULL';1;0;1;'tl ';'R';0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;20
512831523708342000;'MichelleSapunto';'RT @oscaroida: Di na kinaya ang baha sa may Sampaloc, Maynila. @gmanews  @YouScoop  #MarioPH http://t.co/p2kYSUXut9';'NULL';'NULL';1;0;1;'tl';'R';0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;1;1;0;0;1;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;18
512831560219783000;'4MarizUmali';'RT @oscaroida: Di na kinaya ang baha sa may Sampaloc, Maynila. @gmanews  @YouScoop  #MarioPH http://t.co/p2kYSUXut9';'NULL';'NULL';1;0;1;'tl';'R';0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;1;1;0;0;1;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;18
512831609301520000;'catsnip1939';'RT @oscaroida: Di na kinaya ang baha sa may Sampaloc, Maynila. @gmanews  @YouScoop  #MarioPH http://t.co/p2kYSUXut9';'NULL';'NULL';1;0;1;'tl';'R';0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;1;1;0;0;1;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;18
512831655711485000;'warlycaballes';'RT @oscaroida: Di na kinaya ang baha sa may Sampaloc, Maynila. @gmanews  @YouScoop  #MarioPH http://t.co/p2kYSUXut9';'NULL';'NULL';1;0;1;'tl';'R';0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;1;1;0;0;1;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;18
512831709079797000;'ChabeCesa';'RT @oscaroida: Di na kinaya ang baha sa may Sampaloc, Maynila. @gmanews  @YouScoop  #MarioPH http://t.co/p2kYSUXut9';'NULL';'NULL';1;0;1;'tl';'R';0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;1;1;0;0;1;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;18
512831827396923000;'KELometro';'RT @oscaroida: Di na kinaya ang baha sa may Sampaloc, Maynila. @gmanews  @YouScoop  #MarioPH http://t.co/p2kYSUXut9';'NULL';'NULL';1;0;1;'tl';'R';0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;1;1;0;0;1;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;18
512831996280578000;'caraaamiiille';'RT @oscaroida: Di na kinaya ang baha sa may Sampaloc, Maynila. @gmanews  @YouScoop  #MarioPH http://t.co/p2kYSUXut9';'NULL';'NULL';1;0;1;'tl';'R';0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;1;1;0;0;1;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;18
512832079210373000;'KneeCoalChewAH';'RT @oscaroida: Di na kinaya ang baha sa may Sampaloc, Maynila. @gmanews  @YouScoop  #MarioPH http://t.co/p2kYSUXut9';'NULL';'NULL';1;0;1;'tl';'R';0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;1;1;0;0;1;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;18
512832196558594000;'nyaaawn';'Ã¢â?¬Å?@doblezeta: Flood Report: puddle deep flooding in MRT car #8 Ã Â²Â _Ã Â²Â  #MarioPH http://t.co/UyZEZoJoAEÃ¢â?¬? pati loob ng MRT may baha? errrr.';'NULL';'NULL';1;0;0;'tl';'R';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;29
512832264124628000;'heemaculate';'RT @oscaroida: Di na kinaya ang baha sa may Sampaloc, Maynila. @gmanews  @YouScoop  #MarioPH http://t.co/p2kYSUXut9';'NULL';'NULL';1;0;1;'tl';'R';0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;1;1;0;0;1;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;18
512832617104687000;'dindindinturla';'RT @oscaroida: Di na kinaya ang baha sa may Sampaloc, Maynila. @gmanews  @YouScoop  #MarioPH http://t.co/p2kYSUXut9';'NULL';'NULL';1;0;1;'tl';'R';0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;1;1;0;0;1;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;18
512832664332537000;'hannah_garrol';'RT @oscaroida: Di na kinaya ang baha sa may Sampaloc, Maynila. @gmanews  @YouScoop  #MarioPH http://t.co/p2kYSUXut9';'NULL';'NULL';1;0;1;'tl';'R';0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;1;1;0;0;1;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;18
512832698310598000;'ECHO_logist';'RT @oscaroida: Di na kinaya ang baha sa may Sampaloc, Maynila. @gmanews  @YouScoop  #MarioPH http://t.co/p2kYSUXut9';'NULL';'NULL';1;0;1;'tl';'R';0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;1;1;0;0;1;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;18
512832901730148000;'rararjayyy';'Araneta ave photo by my mom @Moonina22 super taas ng baha. Ingat jan #MarioPH http://t.co/SXbYcpBB0b';'NULL';'NULL';1;0;0;'tl';'R';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;16
512833127660548000;'KasXy22';'RT @DZMMTeleRadyo: Halos 10-oras nang stranded sa Cainta dahil sa baha si Marlo Mortel (Nicolo sa BCWMH) #MarioPH http://t.co/XgnOyg9Gbs htÃ¢â?¬Â¦';'NULL';'NULL';1;1;1;'tl';'R';1;0;0;0;1;0;0;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;3;0;0;0;1;1;0;1;0;0;0;1;0;1;1;3;0;0;0;23
512833144878161000;'YokkieaU';'RT @DZMMTeleRadyo: Halos 10-oras nang stranded sa Cainta dahil sa baha si Marlo Mortel (Nicolo sa BCWMH) #MarioPH http://t.co/XgnOyg9Gbs htÃ¢â?¬Â¦';'NULL';'NULL';1;1;1;'tl';'R';1;0;0;0;1;0;0;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;3;0;0;0;1;1;0;1;0;0;0;1;0;1;1;3;0;0;0;23
512833167187668000;'NielleCandaliza';'RT @DZMMTeleRadyo: Halos 10-oras nang stranded sa Cainta dahil sa baha si Marlo Mortel (Nicolo sa BCWMH) #MarioPH http://t.co/XgnOyg9Gbs htÃ¢â?¬Â¦';'NULL';'NULL';1;1;1;'tl';'R';1;0;0;0;1;0;0;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;3;0;0;0;1;1;0;1;0;0;0;1;0;1;1;3;0;0;0;23
512833177333686000;'reencelazaroo';'RT @YouScoop: Lagpas-tao na ang baha dito sa Libis Sto. Nino, Marikina City. #MarioPH | via YouScooper @ajibayron http://t.co/PWJBjD1QC4';'NULL';'NULL';1;0;1;'tl';'R';0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;23
512833187924307000;'erikreports';'Wala nang baha both lanes sa Edsa Balintawak #MarioPH http://t.co/9AH3MzLl7K';'NULL';'NULL';1;0;0;'tl';'R';0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;10
512833197231443000;'itsENIREHTAK';'RT @DZMMTeleRadyo: Halos 10-oras nang stranded sa Cainta dahil sa baha si Marlo Mortel (Nicolo sa BCWMH) #MarioPH http://t.co/XgnOyg9Gbs htÃ¢â?¬Â¦';'NULL';'NULL';1;1;1;'tl';'R';1;0;0;0;1;0;0;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;3;0;0;0;1;1;0;1;0;0;0;1;0;1;1;3;0;0;0;23
512833227556286000;'cowmaraderie';'RT @DZMMTeleRadyo: Halos 10-oras nang stranded sa Cainta dahil sa baha si Marlo Mortel (Nicolo sa BCWMH) #MarioPH http://t.co/XgnOyg9Gbs htÃ¢â?¬Â¦';'NULL';'NULL';1;1;1;'tl';'R';1;0;0;0;1;0;0;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;3;0;0;0;1;1;0;1;0;0;0;1;0;1;1;3;0;0;0;23
512833240860618000;'IamLoiYal';'RT @DZMMTeleRadyo: Halos 10-oras nang stranded sa Cainta dahil sa baha si Marlo Mortel (Nicolo sa BCWMH) #MarioPH http://t.co/XgnOyg9Gbs htÃ¢â?¬Â¦';'NULL';'NULL';1;1;1;'tl';'R';1;0;0;0;1;0;0;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;3;0;0;0;1;1;0;1;0;0;0;1;0;1;1;3;0;0;0;23
512833243616272000;'budaaaaane';'RT @DZMMTeleRadyo: Halos 10-oras nang stranded sa Cainta dahil sa baha si Marlo Mortel (Nicolo sa BCWMH) #MarioPH http://t.co/XgnOyg9Gbs htÃ¢â?¬Â¦';'NULL';'NULL';1;1;1;'tl';'R';1;0;0;0;1;0;0;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;3;0;0;0;1;1;0;1;0;0;0;1;0;1;1;3;0;0;0;23
512833244295733000;'stuffandplayx';'RT @DZMMTeleRadyo: Halos 10-oras nang stranded sa Cainta dahil sa baha si Marlo Mortel (Nicolo sa BCWMH) #MarioPH http://t.co/XgnOyg9Gbs htÃ¢â?¬Â¦';'NULL';'NULL';1;1;1;'tl';'R';1;0;0;0;1;0;0;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;3;0;0;0;1;1;0;1;0;0;0;1;0;1;1;3;0;0;0;23
512833264730398000;'thewishfulgenie';'RT @DZMMTeleRadyo: Halos 10-oras nang stranded sa Cainta dahil sa baha si Marlo Mortel (Nicolo sa BCWMH) #MarioPH http://t.co/XgnOyg9Gbs htÃ¢â?¬Â¦';'NULL';'NULL';1;1;1;'tl';'R';1;0;0;0;1;0;0;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;3;0;0;0;1;1;0;1;0;0;0;1;0;1;1;3;0;0;0;23
512833271726477000;'joannatoledo';'RT @DZMMTeleRadyo: Halos 10-oras nang stranded sa Cainta dahil sa baha si Marlo Mortel (Nicolo sa BCWMH) #MarioPH http://t.co/XgnOyg9Gbs htÃ¢â?¬Â¦';'NULL';'NULL';1;1;1;'tl';'R';1;0;0;0;1;0;0;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;3;0;0;0;1;1;0;1;0;0;0;1;0;1;1;3;0;0;0;23
512833278449958000;'geegymoogy';'RT @rararjayyy: Araneta ave photo by my mom @Moonina22 super taas ng baha. Ingat jan #MarioPH http://t.co/SXbYcpBB0b';'NULL';'NULL';1;0;1;'tl';'R';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;19
