"TweetID";"User";"Tweet";"Latitude";"Longitude";"IsHashtag";"IsURL";"IsRetweet";"Language"
512919548136153000;"MsJennOfficial";"Saklap. #floodPH";"NULL";"NULL";1;0;0;"tl"
512920031215108000;"klarkshark";"@24OrasGMA at karangalan village pasig city. Around 5pm. #marioph #floodph http://t.co/TMCpBHbqmx";"NULL";"NULL";1;0;0;"tl"
512920516681011000;"TyphoonWatchPH";"angelibayani: by @maralopezy ""Please repost!  #MarioPH #floodPH #rescueph #reliefph #wal... http://t.co/mzKvNveYuW http://t.co/oqyPeI8hXm";"NULL";"NULL";1;1;0;"tl"
512918822614212000;"JocelynBordador";"Mabuti naman. FYR #MarioPH #ReliefPH http://t.co/PGnBqkqXHt";"NULL";"NULL";1;1;0;"tl"
512919548136153000;"MsJennOfficial";"Saklap. #floodPH";"NULL";"NULL";1;0;0;"tl"
512920031215108000;"klarkshark";"@24OrasGMA at karangalan village pasig city. Around 5pm. #marioph #floodph http://t.co/TMCpBHbqmx";"NULL";"NULL";1;0;0;"tl"
512920516681011000;"TyphoonWatchPH";"angelibayani: by @maralopezy ""Please repost!  #MarioPH #floodPH #rescueph #reliefph #wal... http://t.co/mzKvNveYuW http://t.co/oqyPeI8hXm";"NULL";"NULL";1;1;0;"tl"
512916183968804000;"cincodeziall";"MAY NA RESCUE NA ULIT SA CAINTA RIZAL KEEP SAFE  #RescuePH";"NULL";"NULL";1;0;0;"tl"
512916284426579000;"cincodeziall";"RT @TyphoonWatchPH: angelibayani: by @maralopezy ""Please repost!  #MarioPH #floodPH #rescueph #reliefph #walangpasok #roadAlert #move... ht…";"NULL";"NULL";1;0;1;"tl"
512916374457298000;"anna_robelle";"Naririnig ko na naman patak ng ulan sa bintana. :/ #NoPower vito cruz";14.563189;120.994758;1;0;0;"tl"
512915840719532000;"martinbarretto1";"#24Oras Hanggang dibdib na po yung baha dito sa amin sa Parañaque brgy: San isidro #floodPH";"NULL";"NULL";1;0;0;"tl"
512916095502942000;"TyphoonWatchPH";"its_jjam: Ginawang swimming pool yung creek.  #floodPH http://t.co/HQBEqUscAc September 19, 2014 at 05:57PM http://t.co/2kud0hWFLP";"NULL";"NULL";1;1;0;"tl"
512916168286691000;"TyphoonWatchPH";"angelibayani: by @maralopezy ""Please repost!  #MarioPH #floodPH #rescueph #reliefph #walangpasok #roadAlert #move... http://t.co/h1JgmXmFXs";"NULL";"NULL";1;0;0;"tl"
512915520119504000;"josheribs";"RT @katolikongpinoy: RT @cincodeziall: @cincodeziall KAHIT HINDI NIYO PO KAANO ANO IREPORT NIYO PARIN SA @RescuePH #RescuePH PLEASE";"NULL";"NULL";1;0;1;"tl"
512915400871247000;"cincodeziall";"RT @katolikongpinoy: RT @cincodeziall: @cincodeziall KAHIT HINDI NIYO PO KAANO ANO IREPORT NIYO PARIN SA @RescuePH #RescuePH PLEASE";"NULL";"NULL";1;0;1;"tl"
512915311775858000;"katolikongpinoy";"RT @cincodeziall: @cincodeziall KAHIT HINDI NIYO PO KAANO ANO IREPORT NIYO PARIN SA @RescuePH #RescuePH PLEASE";"NULL";"NULL";1;0;0;"tl"
512913696201273000;"ilooovepsychos";"Kamusta na ba yung way papuntang EASTWOOD? #GMAnews #Floodph";"NULL";"NULL";1;0;0;"tl"
512911928444723000;"MicahClemente";"""@MovePH: Flood situation in Frisco, Del Monte, QC via @CocoMartinReyes #FloodPH http://t.co/jJYyo90vDH"" ito un @evilpeterpaan. Senyo ba to?";"NULL";"NULL";1;0;0;"tl"
512911627302080000;"ilike_rupert";"@meralco anu na? Bat walang kuryente aa pque???! #NoPower #NoPower #MarioPH #Meralco #MeralcoPls";"NULL";"NULL";1;0;0;"tl"
512909072505401000;"Ricalele";"Nangingibabaw yung buto. Ha ha ha. #NoLigo #NoWater #JustReyn :( http://t.co/lq1XuBofqh";"NULL";"NULL";1;1;0;"tl"
512908882797400000;"iam_madamme_eds";"Passable po ba ang slex makati to alabang? #FloodPH #MarioPH #roadalert";14.319703;120.917654;1;0;0;"tl"
512908837171392000;"VjOzzyFuentes";"Stranded in Makati #floodph #marioph @ Buendia cor Osmeña Highway http://t.co/2x6FScr7eS";14.557983;121.007945;1;1;0;"tl"
512907261291687000;"anna_robelle";"#NoPower vito cruz :( grabe ang init. :(";14.563441;120.994655;1;0;0;"tl"
512907683079270000;"nikki_gurl08";"#NoPower here at UPS IV Village, Parañaque City";"NULL";"NULL";1;0;0;"tl"
512904526870093000;"PTVph";"#FloodPH -  Photos taken in Malaya cor. Kanlaon Sts. in La Loma Quezon City [Photos by Coi Hombrebueno] l l  #MarioPH";"NULL";"NULL";1;0;0;"tl"
512904565285322000;"enticiniall";"#RescuePH tulong tulong tayo";"NULL";"NULL";1;0;0;"tl"
512904706440454000;"ReliefPHcom";"RT @PTVph: #FloodPH -  Photos taken in Malaya cor. Kanlaon Sts. in La Loma Quezon City [Photos by Coi Hombrebueno] l l  #MarioPH";"NULL";"NULL";1;0;1;"tl"
512903912748097000;"eterniallcliff";"#RescuePH guys! Mag rt tayo ng mga nangangailangan ng tulog!";"NULL";"NULL";1;0;0;"tl"
512904398469480000;"eterniallcliff";"#RescuePH let's rt guys! Specially sa mga nangangailangan ng tulong";"NULL";"NULL";1;0;0;"tl"
512904517268938000;"enticiniall";"RT @eterniallcliff: #RescuePH let's rt guys! Specially sa mga nangangailangan ng tulong";"NULL";"NULL";1;0;1;"tl"
512903507729317000;"ElleCherchait_";"@daeenes nakita ko rin sa ABS yun. naiyak din ako. sana pina-rescue ng @ABSCBNNews yung 2 inanod na dogs. #marioph #RescuePH";"NULL";"NULL";1;0;0;"tl"
512903690035146000;"TyphoonWatchPH";"chuck.no.risk: Abot hanggang fifth floor na sang tubig dito sa amin. :( #mario #floodph http://t.co/9vbsL71Iu5 ... http://t.co/NwcJRY1YDi";"NULL";"NULL";1;1;0;"tl"
512903758481616000;"daeenes";"RT @ElleCherchait_: @daeenes nakita ko rin sa ABS yun. naiyak din ako. sana pina-rescue ng @ABSCBNNews yung 2 inanod na dogs. #marioph #Res…";"NULL";"NULL";1;0;1;"tl"
512901661422256000;"BAYOlator";"#FloodPH abs cbn was here in san miguel # taguig http://t.co/xVER0p28li";"NULL";"NULL";1;1;0;"tl"
512901330755538000;"allendeIacruz";"RT @atomdatcom: Overheard: ""Pinaglalaruan natin si Mario dati, ngayon pinaglalaruan na nya tayo."" - Phil #MarioPH #FloodPH";"NULL";"NULL";1;0;1;"tl"
512898545847111000;"GMorningBoss";"► Sa mga boss po na nasa lugar bandang Marcos Hi-way, ibayong ingat po mga boss! l l  #MarioPH , #FloodPH http://t.co/RcWcr4mkt4";"NULL";"NULL";1;1;0;"tl"
512898353814728000;"ReliefPHcom";"Manila: evacuation centers #MarioPH #reliefPH http://t.co/MP1VxcTwpi";"NULL";"NULL";1;1;0;"tl"
512897839337177000;"CitizenPatrol";"Mga residente sa bgy maly San Mateo nasa maly elem school na. #MateoPH #FloodPH";"NULL";"NULL";1;0;0;"tl"
512897048928989000;"monacesandalo";"""@rapplerdotcom: #FloodPH Quezon City. Follow our #MarioPH LIVE BLOG: http://t.co/QEwWGhEFDO http://t.co/OuBWYXWFRU"" Naykupo";"NULL";"NULL";1;1;0;"tl"
512897122782310000;"atomdatcom";"Overheard: ""Pinaglalaruan natin si Mario dati, ngayon pinaglalaruan na nya tayo."" - Phil #MarioPH #FloodPH";"NULL";"NULL";1;0;0;"tl"
512896648867901000;"CitizenPatrol";"ilang residente sa marikina inilikas na sa concepcion integrated school. #MarioPH #ReliefPH";"NULL";"NULL";1;0;0;"tl"
512896061182992000;"BernieCadao";"RT @tonyocruz: Sa mga nasa bahay, oras na para linisin ang cabinet. Ihiwalay ang mga damit na pwedeng i-donate para sa #ReliefPH.";"NULL";"NULL";1;0;1;"tl"
512894033857744000;"kattett";"@onecainta @sb_onecainta Doctor San Juan street Brgy. San Juan #MarioPH #FloodPH http://t.co/ge5zJitiM0";"NULL";"NULL";1;0;0;"tl"
