_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,choose_one,choose_one:confidence,choose_one_gold,city,creationdate,favorite,hashtags,id,latitude,longitude,mediaurl,replyto,replytoscreenname,replytouser,retweet,retweetcount,screenname,source,text,userid
182287875,false,finalized,20,7/18/2012 20:27:28,Personal message,0.8984,,,Sun May 29 22:18:51 AST 2011,FALSE,,74917639524327392,-1,-1,,74916994163556304,DanceKait,160267579,FALSE,0,selenafournier,"&lt;a href=""http://www.hootsuite.com"" rel=""nofollow""&gt;HootSuite&lt;/a&gt;",@KaitlinMartinek @zillera @zombiemustaches tornado chaser sunday!,58674081
182287876,false,finalized,21,7/18/2012 20:28:23,Informative (Indirect),0.9595,,,Fri Jun 03 20:00:40 AST 2011,FALSE,,76694801889771504,-1,-1,,-1,null,-1,剔䕕,6,AmoMiPanama,"&lt;a href=""http://twitter.com/download/android"" rel=""nofollow""&gt;Twitter for Android&lt;/a&gt;"," @lifechurchtv: See an update of how LifeChurch.tv is partnering with Tornado Relief in Joplin, Oklahoma City and Birmingham. http://y ...",274078534
182287877,true,golden,3,7/18/2012 07:39:51,Other,1.0,Other,"Setia Budi, Jakarta Selatan",Tue Jun 07 14:25:29 AST 2011,FALSE,,78060001977053104,-1,-1,,78059406658502592,kriwil,392183,FALSE,0,exavolt,web,@kriwil ga tau :D *akhirnya pake web framework-nya tornado templokin ke dotcloud* | @kecebongsoft,21296275
182287878,false,finalized,21,7/18/2012 21:12:40,Personal message,0.5848,,,Mon May 23 09:00:19 AST 2011,FALSE,joplin,72542351876296704,-1,-1,,-1,null,-1,FALSE,0,writestuffla,web,Prayers are with the people of #joplin and shame on anyone who politicizes this.,24845734
182287879,false,finalized,20,7/18/2012 20:08:49,Personal message,0.8061,,,Mon May 30 00:59:31 AST 2011,FALSE,,74958069582401504,-1,-1,,-1,null,-1,FALSE,0,_ishalove,web,"i need to get my roooots , bad. this tornado warning is interfering with my napppy roots.",195443236
182287880,false,finalized,21,7/18/2012 20:27:28,Informative (Indirect),0.4442,,,Mon May 23 16:29:41 AST 2011,FALSE,Joplin,72655439342469104,-1,-1,,-1,null,-1,FALSE,0,EvangelMag,"&lt;a href=""http://www.hootsuite.com"" rel=""nofollow""&gt;HootSuite&lt;/a&gt;",Pray for #Joplin. At least 89 dead & severe T-storms headed their way. The front dipped below us in Springfield last night.,105237636
182287882,false,finalized,21,7/18/2012 20:19:24,Personal message,0.5891,,,Fri Jun 03 21:38:44 AST 2011,FALSE,,76719483129036800,-1,-1,,76275900861251504,nerdygrrl,17573490,FALSE,0,scarndp,"&lt;a href=""http://twitter.com"" rel=""nofollow""&gt;Tweetie for Mac&lt;/a&gt;",@nerdygrrl That's tornado weather!,14253694
182287883,true,golden,19,7/18/2012 19:13:03,Other,0.9498,Other,,Tue Jun 07 19:27:20 AST 2011,FALSE,,78135967092981696,-1,-1,,-1,null,-1,剔䕕,143,narahelena,web," @abcdadepressao: Hoje, pelo jeito, a gente vai presenciar o primeiro tornado da história do ABC.",56463259
182287885,false,finalized,21,7/18/2012 20:28:23,Informative (Indirect),0.8771,,,Thu Jun 02 07:51:31 AST 2011,FALSE,,76148916508299200,-1,-1,,-1,null,-1,FALSE,0,HeathWXAlerts,"&lt;a href=""http://www.networkedblogs.com/"" rel=""nofollow""&gt;NetworkedBlogs&lt;/a&gt;",Tornado Watch – Expiration http://nblo.gs/iBYgB,21371504
182287886,false,finalized,21,7/18/2012 20:08:49,Informative (Indirect),0.959,,,Thu May 26 06:54:36 AST 2011,FALSE,,73597880392355808,-1,-1,,-1,null,-1,FALSE,0,jolietdave,"&lt;a href=""http://twitter.com/tweetbutton"" rel=""nofollow""&gt;Tweet Button&lt;/a&gt;",Joliet councilman organizes tornado relief collection - Herald News http://t.co/PqMTvXw via @AddThis,29378712
182287887,false,finalized,21,7/18/2012 20:19:24,Informative (Indirect),0.7709,,,Tue May 31 15:13:04 AST 2011,FALSE,charismamagazine/charisma_magazine,75535260582019008,-1,-1,,-1,null,-1,FALSE,0,faithfulnews,"&lt;a href=""http://admin.faithfulnews.com/index.php"" rel=""nofollow""&gt;FN Feed App&lt;/a&gt;",VIDEO: True Faith Shown During Joplin Tornado http://tinyurl.com/3gcd65n #charismamagazine #charisma_magazine,56995406
182287888,false,finalized,21,7/18/2012 20:28:23,Informative (Indirect),0.8741,,,Wed May 25 07:17:15 AST 2011,FALSE,,73241192829165504,-1,-1,,-1,null,-1,剔䕕,10,Youxia88,"&lt;a href=""http://twidroyd.com"" rel=""nofollow""&gt;twidroyd&lt;/a&gt;"," @stormchaser4850: Edmond, OK woman dies in car accident while driving to beat tornado http://bit.ly/kWzV3x",167862232
182287891,false,finalized,21,7/18/2012 20:08:49,Personal message,1.0,,,Wed May 25 06:01:19 AST 2011,FALSE,,73222083139735504,-1,-1,,-1,null,-1,FALSE,0,Mrs_Randomness,"&lt;a href=""http://twitter.com/download/iphone"" rel=""nofollow""&gt;Twitter for iPhone&lt;/a&gt;",I still haven't been through a tornado. Weird goal in life... I hope I will at least live through it so I can tweet about my experience.,161932016
182287892,false,finalized,22,7/18/2012 20:21:48,Personal message,0.5982,,,Mon May 23 16:59:42 AST 2011,FALSE,Joplin/fb,72662993623724000,-1,-1,,-1,null,-1,FALSE,1,TheBenham12,web,Is there an interactive online with a map of damaged location in #Joplin? If not could someone get on that? #fb,95593041
182287893,true,golden,17,7/18/2012 19:18:27,Other,0.9457,Other,,Sun May 29 22:59:28 AST 2011,FALSE,,74927861139640304,-1,-1,,74927626023747504,eddiebrandoff,56638548,FALSE,0,JuuuhhFreitas,web,"@eddiebrandoff ""tornado e de boa"" WTF MAN???? oO hahahahahahahaha deve ser um saco mesmo",38518213
182287894,false,finalized,20,7/18/2012 20:21:29,Personal message,0.9051,,,Thu Jun 02 00:59:32 AST 2011,FALSE,freakingout/scaredtodeath,76045239453892608,-1,-1,,-1,null,-1,FALSE,0,LovaticAshley,web,#freakingout because ive never witnessed a tornado and i dont plan to! #scaredtodeath @nickjonas come save me!!! please!!!,275735350
182287895,false,finalized,22,7/18/2012 20:21:29,Informative (Indirect),0.5481,,,Mon Jun 06 08:32:26 AST 2011,FALSE,,77608766014636000,-1,-1,,-1,null,-1,FALSE,0,Josh_Hamrick,"&lt;a href=""http://www.osfoora.com"" rel=""nofollow""&gt;Osfoora for iPhone&lt;/a&gt;",Whoa!   @rob_sheridan: This is what happens when a tornado crosses a river. Holy shit. http://bit.ly/lSatyy - via @leviathant,14531269
182287896,false,finalized,21,7/18/2012 20:19:47,Informative (Indirect),0.7769,,,Fri May 27 22:40:32 AST 2011,FALSE,,74198319777329104,-1,-1,,-1,null,-1,剔䕕,4,JoYoga_Flame,"&lt;a href=""http://stone.com/Twittelator"" rel=""nofollow""&gt;Twittelator&lt;/a&gt;", @_Rickeh: LOOKATGOD!  @WSJ: Ninety of the people unaccounted for after the Joplin tornado have been located and are alive http://on ...,34797862
182287897,false,finalized,22,7/18/2012 20:21:48,Informative (Indirect),0.5596,,,Mon May 23 19:35:03 AST 2011,FALSE,Joplin/Tornado,72702091298226096,-1,-1,,-1,null,-1,剔䕕,52,SoloLetuca,web," @OzarksRedCross: Shelter is open: Campus of MO SO State Univ. @ the Legget & Platt Athletic Center; 3950 Newman Rd #Joplin, Mo #Tornado",236502263
182287898,false,finalized,21,7/18/2012 20:19:47,Personal message,0.6092,,,Wed May 25 16:35:34 AST 2011,FALSE,,73381697592360896,-1,-1,,73381020690423808,RockmanSSR,197296252,FALSE,0,shameyjames,web,@RockmanSSR @LoganakaWeaponX Well lets hope they weren't replaceable like Red Tornado,16479739
182287899,false,finalized,21,7/18/2012 21:12:40,Personal message,0.6892,,,Fri Jun 03 01:18:54 AST 2011,FALSE,,76412502115745696,-1,-1,,-1,null,-1,FALSE,0,alygoulet1,web,really glad that tornado didnt hit nashua ......kinda dissoponted .........have reletives in springfeild!! hope there okay!!,308146484
182287900,false,finalized,21,7/18/2012 20:15:20,Informative (Indirect),0.7812,,,Wed May 25 16:05:21 AST 2011,FALSE,,73374093856088000,-1,-1,,-1,null,-1,FALSE,2,CTScienceCenter,"&lt;a href=""http://www.hootsuite.com"" rel=""nofollow""&gt;HootSuite&lt;/a&gt;","Experience a 360 degree view of a 250mph tornado in Nature Unleashed: Inside Natural Disasters, opening 5/28. www.CTScienceCenter.org/nature",16310991
182287901,false,finalized,22,7/18/2012 20:21:48,Informative (Indirect),0.744,,,Thu Jun 02 15:18:43 AST 2011,FALSE,,76261461671952304,-1,-1,,-1,null,-1,剔䕕,37,EABL,"&lt;a href=""http://twitter.com/download/iphone"" rel=""nofollow""&gt;Twitter for iPhone&lt;/a&gt;", @halopets: PLEASE : 100% of kibble raised today by @Freekibble will be donated to the homeless pets in tornado stricken Joplin! htt ...,65648476
182287902,false,finalized,21,7/18/2012 21:12:40,Informative (Indirect),0.7315,,,Thu May 26 01:06:18 AST 2011,FALSE,,73510224916520896,-1,-1,,-1,null,-1,FALSE,0,ABC22FOX45,"&lt;a href=""http://www.facebook.com/twitter"" rel=""nofollow""&gt;Facebook&lt;/a&gt;",Tornado Warning for Butler and Preble Counties until 6:45 PM.,82184065
182287903,false,finalized,21,7/18/2012 21:12:40,Informative (Indirect),0.831,,,Thu May 26 05:42:37 AST 2011,FALSE,tristatewx,73579765856075696,-1,-1,,-1,null,-1,剔䕕,2,CakeBossThuggin,"&lt;a href=""http://twidroyd.com"" rel=""nofollow""&gt;twidroyd&lt;/a&gt;", @14FirstAlert: TORNADO WARNING issued for parts of DAVIESS county in KY until 09:45 PM CT - http://wx4.me/N9.TW1026 #tristatewx,99681357
182287904,true,golden,18,7/18/2012 19:59:36,Informative (Indirect),0.9518,Informative (Indirect),,Wed May 25 19:25:40 AST 2011,FALSE,Tornado,73424504000491504,-1,-1,,-1,null,-1,剔䕕,172,TheVIOLATOR2112,"&lt;a href=""http://www.tweetcaster.com"" rel=""nofollow""&gt;TweetCaster&lt;/a&gt;"," @TWCBreaking: #Tornado reported in the Kansas City metro!  TAKE COVER in Overland Park, Leawood, Lenexa!  Alert:  http://wxch.nl/jsmObR",282163780
182287905,false,golden,3,7/18/2012 07:47:04,Other,1.0,Other,,Sun May 29 23:52:48 AST 2011,FALSE,reynosa/tamaulipas/tampico/mtyfollow/mexico,74941280408448992,-1,-1,,-1,null,-1,剔䕕,4,MercadoArteSano,web, @even_alan: Tornado en #reynosa #tamaulipas 26/05/11... #tampico #mtyfollow #mexico http://www.youtube.com/watch?v=2A2eM1x6hX0&featur ...,121049423
182287906,false,finalized,21,7/18/2012 21:12:40,Personal message,0.403,,,Wed Jun 01 21:00:11 AST 2011,FALSE,,75985003359633408,-1,-1,,-1,null,-1,FALSE,0,SidewalkBrand,"&lt;a href=""http://www.tweetdeck.com"" rel=""nofollow""&gt;TweetDeck&lt;/a&gt;",Tornado Warning for RI until 12am - really??,258328359
182287907,false,finalized,21,7/18/2012 21:12:40,Informative (Indirect),0.6909,,,Tue May 24 20:50:04 AST 2011,FALSE,Tornado/txwx/okwx/severe,73083356832735200,-1,-1,,-1,null,-1,剔䕕,9,CamilaBarg,web, @txstormchasers: PDS (Particularly Dangerous Situation) #Tornado Watch for much of NW/N TX and OK. #txwx #okwx #severe,24703663
182287908,false,finalized,22,7/18/2012 20:12:01,Informative (Indirect),0.3225,,,Thu Jun 02 16:52:37 AST 2011,FALSE,Monson/tornado/westernma,76285090409349104,-1,-1,,-1,null,-1,FALSE,0,WriterWobbs,web,Anyone in #Monson area have photos of damage from yesterday's #tornado? Please send them to journalregister@turley.com #westernma,261980883
182287909,false,finalized,22,7/18/2012 20:19:24,Informative (Indirect),0.4052,,,Sun Jun 05 01:23:47 AST 2011,FALSE,,77138504672485296,-1,-1,,77134465117335504,JacquiJeras,21875245,FALSE,0,sexyjohnstofko,web,@JacquiJeras Massachusetts had a big tornado,259500938
182287910,false,finalized,21,7/18/2012 21:12:40,Personal message,0.7008,,,Wed May 25 07:36:30 AST 2011,FALSE,,73246036591788000,-1,-1,,-1,null,-1,剔䕕,1,MussoNewZealand,"&lt;a href=""http://twitter.com/download/iphone"" rel=""nofollow""&gt;Twitter for iPhone&lt;/a&gt;", @BTR_NZ: to all those who are in any way affected by this tornado please know that my thoughts and heart is with you all !! arohanui  ...,166781211
182287911,false,finalized,22,7/18/2012 20:21:48,Informative (Indirect),0.6439,,,Wed May 25 21:46:59 AST 2011,FALSE,,73460068191973296,-1,-1,,-1,null,-1,剔䕕,1719,BigWando,"&lt;a href=""http://twitter.com/download/iphone"" rel=""nofollow""&gt;Twitter for iPhone&lt;/a&gt;", @oldrockhousestl: Old Rock House will donate $1 to Heart of Missouri United Way for Joplin Tornado relief every time this is re-tweet ...,51819457
182287912,true,golden,9,7/18/2012 11:12:28,Informative (Direct),0.4257,"Informative (Direct)
Informative (Indirect)",,Sat May 28 05:28:56 AST 2011,FALSE,,74301096193040304,-1,-1,,74289624452824992,fox12weather,28347562,FALSE,0,jenr8rluvsJesus,"&lt;a href=""http://www.tweetcaster.com"" rel=""nofollow""&gt;TweetCaster&lt;/a&gt;",@fox12weather re: tornado. I live in Vancouver. That must be why I heard thunder (or a freight train) around that time this afternoon.,46529360
182287913,false,golden,3,7/18/2012 08:36:33,Informative (Indirect),0.6856,Other,,Sun May 29 22:41:46 AST 2011,FALSE,Joplin,74923405647937504,-1,-1,,-1,null,-1,FALSE,0,Sam_Hartle,"&lt;a href=""http://www.tweetdeck.com"" rel=""nofollow""&gt;TweetDeck&lt;/a&gt;", @LOSewardII: MO Gov. Jay Nixon on stage at #Joplin community memorial http://lockerz.com/s/105952239,18919594
182287914,false,finalized,21,7/18/2012 20:12:01,Informative (Indirect),0.5703,,,Wed May 25 11:30:51 AST 2011,FALSE,,73305011882430400,-1,-1,,-1,null,-1,剔䕕,141,minzermc,web, @CLinehan21: @adamlevine please retweet for my fellow Missourians. Text REDCROSS to 90999 to make a $10 donation to Joplin tornado fund.,242316431
182287915,false,finalized,22,7/18/2012 20:12:01,Informative (Direct),0.4,,,Mon Jun 06 18:50:59 AST 2011,FALSE,,77764430137536496,-1,-1,,-1,null,-1,剔䕕,1,ABC_Plastics,"&lt;a href=""http://www.tweetdeck.com"" rel=""nofollow""&gt;TweetDeck&lt;/a&gt;", @TippingPointSEO: please follow my friends @RebuildJoplinMO They do a great job at providing valuable info for donors and victims of  ...,145273867
182287916,false,finalized,21,7/18/2012 20:27:28,Informative (Indirect),0.7411,,,Tue May 31 16:12:34 AST 2011,FALSE,,75550235455258592,-1,-1,,-1,null,-1,剔䕕,7,steinbachwx,web, @reedtimmerTVN: Thursday system would likely be a significant tornado outbreak in Canadian Prairies if a month later with moisture.   ...,290867280
182287917,false,finalized,22,7/18/2012 20:15:20,Informative (Indirect),0.4573,,,,,,73783145597636608,,,,,,,,,,,"SHOCKING PHOTOGRAPHIC  account of the tornado devastation in Joplin, Missouri... Like a second hometown to me.",
182287918,true,golden,9,7/18/2012 14:16:37,Other,0.9011,Other,,Mon Jun 06 17:20:41 AST 2011,FALSE,,77741704773509104,-1,-1,,-1,null,-1,FALSE,0,AlbaniBarrios,"&lt;a href=""http://www.tweetdeck.com"" rel=""nofollow""&gt;TweetDeck&lt;/a&gt;", @NathiiTovar: saben argo yo quisiera vivir la experiencia de que por mi casa pasara un tornado :),54084371
182287919,false,finalized,21,7/18/2012 20:27:28,Personal message,0.6123,,,Sun May 29 21:54:31 AST 2011,FALSE,junewish/Joplin,74911513843998704,-1,-1,,-1,null,-1,FALSE,0,kcolleen2,web,#junewish - no more tornados! #Joplin you're still in my thoughts &lt;3,161074805
182287920,false,finalized,21,7/18/2012 20:21:29,Informative (Indirect),0.6969,,,Sat May 28 15:22:17 AST 2011,FALSE,Joplintornado,74450419551698896,-1,-1,,-1,null,-1,FALSE,0,iServiceHomesNE,"&lt;a href=""http://www.socialoomph.com"" rel=""nofollow""&gt;SocialOomph&lt;/a&gt;","The pet survivors of the #Joplintornado need our help, local company coordinating donations http://dld.bz/abavz",240432658
182287921,false,finalized,21,7/18/2012 20:21:48,Personal message,0.445,,,Fri May 27 03:00:10 AST 2011,FALSE,,73901271387619296,-1,-1,,73900154503168000,smoke_eldorafan,26981089,FALSE,0,OhRant,"&lt;a href=""http://www.tweetdeck.com"" rel=""nofollow""&gt;TweetDeck&lt;/a&gt;",@smoke_eldorafan Okay thr is a tornado warning near Eldora. Might wnt 2 check in home if that's close & U left anyone thr. Stay safe,44425980
182287922,false,finalized,20,7/18/2012 20:27:28,Informative (Indirect),0.8262,,,Thu May 26 05:27:18 AST 2011,FALSE,Joplin/tornado,73575908128210896,-1,-1,,-1,null,-1,FALSE,2,jondresner,web,Missouri Facebook Safety bill awaiting signature would have thwarted #Joplin teachers helping children after #tornado http://bit.ly/mEM2zu,57038504
182287923,true,golden,11,7/18/2012 20:09:13,Informative (Indirect),0.8402,Informative (Indirect),,Tue May 24 21:55:07 AST 2011,FALSE,Joplin,73099727981391808,-1,-1,,-1,null,-1,FALSE,0,Donna_Chan,"&lt;a href=""http://ubersocial.com"" rel=""nofollow""&gt;UberSocial&lt;/a&gt;", @CBSNews: Documenting the devastation: photos of #Joplin from @CBSEveningNews http://bit.ly/lfgBYO & @ChrisWragge http://bit.ly/iMufk4,22506452
182287924,false,finalized,20,7/18/2012 20:27:28,Other,1.0,,,Tue Jun 07 10:48:33 AST 2011,FALSE,Portugal,78005410178678704,-1,-1,,-1,null,-1,FALSE,0,Portugal_Glocal,"&lt;a href=""http://twitterfeed.com"" rel=""nofollow""&gt;twitterfeed&lt;/a&gt;",Tornado terá sido o mais intenso verificado em Portugal nos últimos 20 anos http://bit.ly/jmEnMK #Portugal,18055408
182287925,false,finalized,21,7/18/2012 20:21:48,Personal message,0.7044,,,Wed May 25 22:41:14 AST 2011,FALSE,,73473720957677504,-1,-1,,-1,null,-1,FALSE,0,_PuRpLeCooKieS_,"&lt;a href=""http://www.echofon.com/"" rel=""nofollow""&gt;Echofon&lt;/a&gt;",..how dare they send that ratchet ass email about tornado season when outside looks like it does!!..,29408258
182287926,false,finalized,21,7/18/2012 20:17:43,Informative (Indirect),0.5455,,,Wed May 25 05:33:45 AST 2011,FALSE,,73215144934653904,-1,-1,,-1,null,-1,剔䕕,2,gpahia,"&lt;a href=""http://twitter.com/download/iphone"" rel=""nofollow""&gt;Twitter for iPhone&lt;/a&gt;", @azsportsguy: Tornado approaching Arlington Stadium.  They are RUSHING fans into the dugout walkway http://www.myfoxdfw.com/subindex/ ...,14342444
182287927,false,finalized,21,7/18/2012 20:18:50,Personal message,0.3823,,,Thu May 26 02:13:29 AST 2011,FALSE,,73527132499881904,-1,-1,,-1,null,-1,FALSE,0,BlowMeGudd,"&lt;a href=""http://www.tweetcaster.com"" rel=""nofollow""&gt;TweetCaster&lt;/a&gt;",U stupid ppl watch the news. There is no tornado warnings now just rain.,30300908
182287928,true,golden,16,7/18/2012 20:26:15,Informative (Indirect),0.8275,Informative (Indirect),,-1,180395467,,76051859135152096,chucklove79,FALSE,,null,-1,-1,,,FALSE,-1,"@7News: New tornado warning for storm in Springfield/Chicopee. Heading east at 35mph. Warning into SW Worcester County again, ti.	Thu Jun 02 01:25:50 AST 2011	&lt;a href=http://twitter.com/download/android"" rel=""nofollow""&gt;Twitter for Android&lt;/a&gt;",0
182287929,false,finalized,21,7/18/2012 20:21:48,Informative (Indirect),0.8201,,,Sat Jun 04 00:29:14 AST 2011,FALSE,,76762390938652608,-1,-1,,-1,null,-1,剔䕕,69,samthierry,web," @mikeziemer: Check out @christoferdrew's (NSN) song ""Time Travel""  w/ footage of the Joplin tornado & ways to donate: http://bit.ly/i ...",16492143
182287930,false,finalized,20,7/18/2012 20:27:28,Informative (Indirect),0.9564,,,Wed Jun 08 23:56:33 AST 2011,FALSE,,78566102136930304,-1,-1,,-1,null,-1,剔䕕,1,MOFarmersCare,web, @cardinals_raw: Cardinals News:: Cards-Royals series to benefit tornado victims http://bit.ly/lC56GW,260430476
182287931,false,golden,4,7/18/2012 09:56:41,Informative (Direct),0.5131,Informative (Direct),,Sun Jun 05 22:00:34 AST 2011,FALSE,,77449750374395904,-1,-1,,-1,null,-1,FALSE,2,IvanTheTurrible,web,"My house was blown away by a tornado, but a famous person just 'd something about my town. Who needs a house?",33371804
182287932,false,finalized,20,7/18/2012 20:28:23,Personal message,0.9039,,,Mon May 30 02:03:47 AST 2011,FALSE,demf,74974245272289200,-1,-1,,-1,null,-1,FALSE,0,boshj,"&lt;a href=""http://code.google.com/p/pocketwit"" rel=""nofollow""&gt;PockeTwit&lt;/a&gt;","i mean seriously, god dammit ricardo. first you miss the festival, now you make it and bring a tornado with you #demf",15968795
182287933,false,finalized,20,7/18/2012 20:28:23,Personal message,0.8996,,,Tue Jun 07 16:28:02 AST 2011,FALSE,,78090842031669200,-1,-1,,-1,shan_marie217,307918404,FALSE,0,AutBot1,"&lt;a href=""http://blackberry.com/twitter"" rel=""nofollow""&gt;Twitter for BlackBerry®&lt;/a&gt;",@shanmarie143 @mkingfuckyou @regisclaire tornado party soon?,141000786
182287934,false,finalized,21,7/18/2012 20:22:34,Personal message,0.5277,,,Sun May 29 23:21:45 AST 2011,FALSE,,74933468643074000,-1,-1,,-1,null,-1,FALSE,0,A_Taggett,web,the only time its okay to get in a stranger's truck is when theres a tornado siren going off.,114908378
182287935,true,golden,13,7/18/2012 21:12:40,Informative (Indirect),0.4392,"Personal message
Informative (Direct)",,Mon May 23 10:36:35 AST 2011,FALSE,joplin/tornad,72566580457914304,-1,-1,,-1,null,-1,剔䕕,7,JessieBradley92,"&lt;a href=""http://twitter.com/download/iphone"" rel=""nofollow""&gt;Twitter for iPhone&lt;/a&gt;", @lindsayschallon: This video (even though it's all audio) is the most chilling thing I've ever seen. Made me tear up. #joplin #tornad ...,154957039
182287936,false,finalized,21,7/18/2012 20:21:29,Informative (Direct),0.3947,,,Thu Jun 02 06:54:04 AST 2011,FALSE,,76134461049274304,-1,-1,,-1,null,-1,FALSE,0,BadAssNigerian,"&lt;a href=""http://ubersocial.com"" rel=""nofollow""&gt;UberSocial&lt;/a&gt;", @Juss2Live: News was goin crazy about tornado  warnings n it didn even rain ! -__- - shit was wild over in CT . 4 ppl died,50420551
182287937,false,golden,9,7/18/2012 17:13:56,Informative (Direct),0.377,Informative (Direct),,Tue May 24 18:28:38 AST 2011,FALSE,joplin/jimbakkershow/tornado/jesus,73047761146216400,-1,-1,,-1,null,-1,剔䕕,1,LegendofJames,"&lt;a href=""http://twitter.com/download/iphone"" rel=""nofollow""&gt;Twitter for iPhone&lt;/a&gt;", @ztdrew78: Heading to #joplin wit the #jimbakkershow to help the #tornado victims... Help us #jesus !,146489187
