191783141, @14FirstAlert: TORNADO WARNING issued for parts of DAVIESS county in KY until 09:45 PM CT - http://wx4.me/N9.TW1026 #tristatewx,caution and advice
191783142, @TWCBreaking: #Tornado reported in the Kansas City metro!  TAKE COVER in Overland Park Leawood Lenexa!  Alert:  http://wxch.nl/jsmObR,caution and advice
191783143, @txstormchasers: PDS (Particularly Dangerous Situation) #Tornado Watch for much of NW/N TX and OK. #txwx #okwx #severe,caution and advice
191783144, @reedtimmerTVN: Thursday system would likely be a significant tornado outbreak in Canadian Prairies if a month later with moisture.   ...,caution and advice
191783145,"@7News: New tornado warning for storm in Springfield/Chicopee. Heading east at 35mph. Warning into SW Worcester County again ti.	Thu Jun 02 01:25:50 AST 2011	&lt;a href=http://twitter.com/download/android"" rel=""nofollow""&gt;Twitter for Android&lt;/a&gt;",caution and advice
191783146, @weatherchannel:  @JustinNOAA: BREAKING #NOAA has upgraded Joplin #tornado from EF-4 to EF-5; winds greater than 200 mph,caution and advice
191783147," @Rachel__Nichols: Another tornado in OK; this one a half-mile wide. More coming. Text ""REDCROSS"" to 90999 to ... http://tmi.me/aBEOn",caution and advice
191783148,A tornado warning for Oakland County. #backchannel,caution and advice
191783149,A SEVERE THUNDERSTORM WARNING HAS BEEN ISSUED FOR BEAVER COUNTY IN THE OKLAHOMA PANHANDLE UNTIL 11:00 PM SATURDAY. #okwx #fb,caution and advice
191783150, @1079KFIN: Jonesboro Westside Middle school tornado shelter will be open to the public.@region8news #ARWX @Tori_Lennox,caution and advice
191783151, @MoeWx: New Meso... Tornado WATCH is likely just west of the Tri-State ... #ILwx #KYwx #tristatewx,caution and advice
191783152, @4029news: Denning has taken a direct hit from this large dangerous tornado which is headed toward I-40 between HWY 23 and Clarksville.,caution and advice
191783153, @tjholmes: Weather spotters confirm a tornado is on the ground moving toward Joplin.,caution and advice
191783154,@CeeAngi Heard these was a tornado in the Chicago area FWIW.,caution and advice
191783155, @daynavettese: Tornado warning ended for Hamilton. Still severe thunderstorm warnings.,caution and advice
191783156,@Teaschell oh that could be it. But be careful they just issued a tornado warning for all southeastern mi..........,caution and advice
191783157,Looks like new #tornado #warning for #Springfield MA area!crazyness ... coverage: Springfield: WWLP.com WGGB.com Boston: WBZtv.com WHDH.com,caution and advice
191783158, @EvansvilleWatch:  @tristatealerts: TORNADO WARNING issued for parts of GALLATIN; WHITE; POSEY; HENDERSON; UNION county in IL/IN/KY ...,caution and advice
191783159,Horrible.  @cnnbrk: More severe weather moving into tornado-hit #Joplin Missouri area. http://on.cnn.com/kiObzM,caution and advice
191783160, @AnneMarieWTHR: Storm spotters reporting tornado on the ground northeast of Bedford right now,caution and advice
191783161, @fishfire: FEMA  now enroute to #JOPLIN with IMAT team with full support team at the ready.  #JOPLIN,caution and advice
191783162, @HumanityRoad: After a #tornado Limit travel sightseeing can impede emergency response #tornado #springfield #MA #WX Stay home stay ...,caution and advice
191783163,Tornado warning! AHHH,caution and advice
191783164, @PaulPoteet: Another TORNADO report ...now just west of Seymour and north of US 50.,caution and advice
191783165,@SnakeBytesTV Look out for Tornado's,caution and advice
191783166,Ahhhhhh! We have a tornado watch!!!,caution and advice
191783167,Tornado Watch Wednesday: Report In Liveblog #4 http://t.co/IWFm2j0,caution and advice
191783168,Tornado warning for Midland and southern Midland county #michigan,caution and advice
191783169,tornado watch for central mississippi including starkville till 4AM..expect the strongest storms between 1 and 3AM.,caution and advice
191783170, @TWCBreaking: TAKE COVER near Beaman MO and eastern Pettis County.  #Tornado likely doing damage.   http://wxch.nl/kK7jEz,caution and advice
191783171,Tornado Warning for Oakland County in MI until 6:45pm EDT.,caution and advice
191783172, @TWCBreaking: Brief #tornado reported near Rose NE.  The supercell they're tracking:  http://wxch.nl/lvqVxr  #newx,caution and advice
191783173,Tornado Warning for Elkhart Kosciusko Lagrange Marshall Noble and St. Joseph County in IN until 4:15pm EDT. #inwx,caution and advice
191783174, @cnnbrk: Weather spotters report #tornado moving toward Joplin Missouri at 45 mph http://on.cnn.com/k1ZN2b,caution and advice
191783175, @BreakingNews: Fans at Rangers game in Arlington Texas are sheltering in place after tornado warning - @CardsFaninBigD http://bit.l ...,caution and advice
191783176,Tornado Terjang Massachusetts: 02/06/2011 14:15 (Amerika Serikat) ,caution and advice
191783177,From #Joplin site: Police &fire officials strongly encourage anyone who does not live in the affected area to stay clear of damage site.,caution and advice
191783178,SPC Tornado Watch 411 Status Reports http://dlvr.it/TmnlQ,caution and advice
191783179,Another possible Tornado near Amherst,caution and advice
191783180,Storms rolling in... The classic combo of thunderstorm warning + tornado watch = sirens... HA HA insomnia storms always defeat you! Zzzzz..,caution and advice
191783181, @slashdot: Tornado Risk Seen For Social Security Data Center http://bit.ly/morhoY,caution and advice
191783182, @CNN: Just In:  A tornado was spotted near midtown Memphis Tennessee according to the National Weather Service.,caution and advice
191783183, @newsday: A tornado watch is in effect for Nassau County and all of New York City until 8 p.m. today http://bit.ly/kKCcrC,caution and advice
191783184, @TWCBreaking: #Tornado near Brimfield MA moving E.  Will pass very close AGAIN to Sturbridge MA.  TAKE COVER!  Alert:  http://wxch. ...,caution and advice
191783185,Tornado Warning :(,caution and advice
191783186, @cnnbrk #Tornado warning for Shelby and parts of Crittenden counties Tenn. including Memphis http://on.cnn.com/kslZp0,caution and advice
191783187, @indystar: National Weather Service issues tornado watch for central Indiana until 7 p.m.,caution and advice
191783188, @NBCConnecticut:  @DarrenSweeney: The Storm Prediction Center has extended the Tornado watch for Hartford Tolland and Windham Coun ...,caution and advice
191783189, @TWCBreaking: LARGE multivortex #tornado now near Binger OK or 6 miles south of Hinton.  TAKE COVER NOW below ground!  http://wxch. ...,caution and advice
191783190,NWS dopplar radar indicated a severe storm producing a tornado near Clarksdale Mississippi moving NE at 45 mph (748 pm CDT),caution and advice
191783191, @KATVNews: Tornado warning for Jefferson County White Hall Pine Bluff take cover now. /via @KATVBarry,caution and advice
191783192, @RobinMeade:  @cnnbrk: NWS issues #tornado emergency for Newcastle Norman and Moore Oklahoma http://on.cnn.com/k1ZN2b,caution and advice
191783193,So the tornado siren just went off :(:(,caution and advice
191783194,tornado watch extends from,caution and advice
191783195, @DaveSnider: New event. Tornado Warning from 5/24/2011 10:34 PM to 11:00 PM CDT for Barton County Dade Coun... Read more at http://b ...,caution and advice
191783196,Another tornado headed towards Joplin MO. Damn #PrayForJoplin,caution and advice
191783197, @danibeej: The whole state of new jersey is under a tornado watch.. Oh.,caution and advice
191783198, @LiberalJaxx:  @trkrsvoice: #Truckers have blocked #Westboro in at the Flying J in #Joplin! If you're near stand with them! #tcot  ...,caution and advice
191783199,TORNADO WATCH UNTIL 9 PM IN NE OHIO STRONG TO SVR STORMS WITH A HISTORY OF PRODUCING LG HAIL & ROTATION WILL AFFECT NE OH AND NW PA AT 9 PM,caution and advice
191783200, @Rich_WGEM: Tornado on the ground near Harrisonville MO. Another in KS along I-35 near Mile marker 224.,caution and advice
191783201,Tornado Warning for Ouachita and Union Parish in LA until 9:15pm CDT. #lawx,caution and advice
191783202,Tornado warning alert but no tornado http://t.co/r4y0FnJ,caution and advice
191783203,A SEVERE THUNDERSTORM WARNING REMAINS IN EFFECT UNTIL 315 AM CDT FOR CENTRAL COMANCHE COUNTY http://tinyurl.com/23uk4o5 #okwx,caution and advice
191783204,#Tornado watch till 9 pm CDT Saint Louis city county Jefferson St Charles Franklin Lincoln Pike Warren & Montgomery counties #MO #STL,caution and advice
191783205, @breakingweather: #Tornado on the ground south of Palmer #Mass. & continue moving eastward toward Fiskdale in western Worcester Co.  ...,caution and advice
191783206, @weatherchannel: NOAA's Storm Prediction Center:  HIGH risk for severe today.  Dr. Forbes agrees.  Ingredients for #tornado outbreak: ...,caution and advice
191783207,Tornado warning,caution and advice
191783208,@2Gs_ Tornado Coming be careful,caution and advice
191783209, @twister_tracker: TORNADO WARNING: Love (Oklahoma)  Expires: 05/24/2011 06:45PM (CDT) http://bit.ly/mLnSwe #tornado #okwx #okstorms,caution and advice
191783210,Jackson Johnson Cass Counties Under Tornado Warnings  http://sns.mx/C8d6y7,caution and advice
191783211,a #tornado hit #japan??,caution and advice
191783212, @severewarn: Severe Thunderstorm Warning for Alfalfa and Grant County in OK until 9:00pm CDT. #okwx,caution and advice
191783213, @CBCNews: Possible tornado strikes near Hamilton overnight http://bit.ly/lWg59P,caution and advice
191783214,TORNADO WARNING [ Fillmore NE ][ Nuckolls NE ][ Thayer NE ] Expires: Tue May 31 00:00 EDT #SVRAlert,caution and advice
191783215,TORNADO WARNING in effect for Oakland County till 6:45 p.m. http://bit.ly/j19TMy,caution and advice
191783216,confirmed by @ceitfianna @iamnotree & @mulka: TORNADO WARNING IN ANN ARBOR. Batten down the whatevers.,caution and advice
191783217, @CNN: Just In:  Tornado warning canceled for Joplin Missouri,caution and advice
191783218,Tornado warning Union County in #NEGA #GAWX,caution and advice
191783219,Tornado warning with rotation by Forney #onthelookout,caution and advice
191783220,Tornado warning Sacramento county pls take shelter!,caution and advice
191783221,Tornado Watch issued May 29 at 3:55PM EDT expiring May 29 at 8:00PM EDT by NWS NorthernIndiana... http://dlvr.it/TQDxm,caution and advice
191783222,@ktkather well there will not be a tornado tonight.  I would suggest finding some place in the area.  Do you live in a complex or is it sml,caution and advice
191783223,@PRIDE2GrowMore I've never seen anything like this before. I'll be shocked if there were no tornado touch downs north of #Guelph.,caution and advice
191783224, @BreakingNews: DFW airport (@dfwairport) has sheltered passengers in the terminal after tornado warning - CBS DFW live stream http:// ...,caution and advice
191783225,Report of tornado spotted just north of Cerro Gordo. @Matt_Brickman  will be breaking in momentarily with the most up to date information.,caution and advice
191783226, @Boston_Police: National Weather Service has issued Tornado Watch in effect until 8:00PM for several MA counties including Suffolk C ...,caution and advice
191783227,@EmmettLuvr1935 Florence has a tornado watch until 9,caution and advice
191783228,funny how everyone in this second-floor newsroom ignores the blaring tornado sirens outside.,caution and advice
191783229,Tornado Warning for Barry and Calhoun County in MI until 5:00pm EDT. #miwx,caution and advice
191783230,Wtf? Come on now. @TWCBreaking: Tornado warning for #Joplin Mo.!! Radar and warning info: http://wxch.nl/mGgs3M,caution and advice
191783231, @CNN: Just In: Tornado spotted in Bedford Texas between Fort Worth and Dallas according to the National Weather Service.,caution and advice
191783232, @breakingweather: Reports of a possible #tornado and numerous trees down 2-miles north of Springboro Pennsylvania at 4:55 p.m. EDT.,caution and advice
191783233,Stewart County hit by tornado weather service reports http://twurl.nl/dphwl6 http://twurl.nl/jjaa,caution and advice
191783234, @OKWXTracker: A SEVERE THUNDERSTORM WATCH IS IN EFFECT UNTIL 11:00 PM SATURDAY FOR PAS OF OKLAHOMA http://tinyurl.com/23uk4o5 #okw ...,caution and advice
191783235,National Weather Service issues TORNADO WARNING for Texas County OK and Beaver County OK until 7:30pm.,caution and advice
191783236,http://twitpic.com/52e998  possible tornado forming by work heading towards @tjmlnarik .  Duck and cover.,caution and advice
191783237,Tornado watch extended until 11pm hope everyone is home or in a safe spot.,caution and advice
191783238, @cnnbrk: Rangers Ballpark in Arlington TX evacuated mid-game amid #tornado warning http://on.cnn.com/k1ZN2b,caution and advice
191783239,TORNADO WARNING: Kalamazoo (Michigan)  Expires: 05/29/2011 03:45PM (CDT) http://bit.ly/mU0aeM #tornado #miwx,caution and advice
191783240,Chance of a tornado: 52% -_____-,caution and advice
191783241,Possible tornado on the ground 1 mile north of Vicksburg...no visual.  NWS radar returns showing visual.,caution and advice
191783242,Tornado watch for Monroe county michigan until 8 pm tonight.,caution and advice
191783243,#United States #Pennsylvania #WeatherlyWeather service confirms tornado touched down in Embden Maine - Bangor Daily News,caution and advice
191783244, @weatherchannel: 3 OK tornadoes have been upgraded to EF4:  1) El Reno/Piedmont....2) Chickasha to Newcastle/Moore....3) Washington/G ...,caution and advice
191783245,#Tornado watch=a tornado is possible in the area. Tornado warning=one has been sighted or indicated take shelter. @fema #kswx #ksstorms,caution and advice
191783246,TORNADO WARNING: Beaver (Oklahoma)  Expires: 06/11/2011 08:30PM (CDT) http://bit.ly/m0R1db #tornado #okwx #okstorms,caution and advice
191783247," @livewxradar: *** TORNADO WATCH *** until 2AM CDT for IA MN SD ND for LARGE TORNADOES 2.5"" HAIL and 80MPH winds",caution and advice
191783248,Tornado watch Sunday afternoon and evening http://exm.nr/makBhi,caution and advice
191783249,Special Weather Statement issued June 05 at 2:45PM CDT expiring June 05 at 3:45PM CDT by NWS Shreveport ht... http://bit.ly/lQesrZ #OKwx,caution and advice
191783250, @severestudios: NOW IN EFFECT:  Tornado Watch for portions of the area in IN OH MI until 8:00pm EDT / 7:00pm CDT. http://1.usa.gov/ ...,caution and advice
191783251,ok we are under an official tornado watch until later this morning please keep us in your thoughts and prayers just came over scanner,caution and advice
191783252,SCARY! @twilightus @AngWxGrl Terrifying!!!  @AngWxGrl #Joplin MO: Before & After: http://tinyurl.com/4x8rsmt #tornado,caution and advice
191783253,What? There was a tornado in Northern Ireland today? What? #endofdays,caution and advice
191783254,How to Design a Tornado Safe Room http://ow.ly/56VpL #HomeDesign #Architecture,caution and advice
191783255,Tornado warning for southern Sedgwick County and southwest Butler County until 8:30 p.m. Storm capable of tornado near Goddard. #ksstorms,caution and advice
191783256,Tornado in Springfield MA. This is crazy. I hope friends in Boston are safe! http://huff.to/mFBizj,caution and advice
191783257,US day 1 #severe #weather outlook updated #WIND: 30% #HAIL: 30% #TORNADO: 5%  http://goo.gl/IzrNI http://wickedwx.com/2011/06/08/ #wx 55925,caution and advice
191783258, @MyTexasWeather:  @SgtAndyNorris  @TWCBreaking: Tornado with debris reported in southeast Dallas per NWS Chat. Large wedge near I ...,caution and advice
191783259, @aegirl_2012: Tornado in Bloomington... http://bit.ly/lXWKcW,caution and advice
191783260,Tornado Warning for Beaver County in OK until 8:30pm CDT,caution and advice
191783261, @BreakingNews: Spotters confirm a tornado on the ground moving toward Joplin Mo. where a twister on Sunday killed 124 people - CNN,caution and advice
191783262, @TWCBreaking: Tornado reported on the observation at Dallas' Love Field. #txwx,caution and advice
191783263, @KAKEnews: If you are in the city of Wichita you should be in your tornado shelters. #ksstorms,caution and advice
191783264,Pawnee county in Ok too!  @severestudios: Tornado Warning for Pawnee County in KS until 7:15pm CDT. #kswx,caution and advice
191783265,Tractors?  @ScottLauber Tornado warning in Detroit. Combo of 10 tractors golf course lawn equipment on tarp. Not a good sign. #RedSox,caution and advice
191783266, @TBBrannon: High Risk of Severe Weather today for Northeast and Northcentral Arkansas. A Tornado Watch for Northern 2 rows of countie ...,caution and advice
191783267, @tjholmes: Weather spotters confirm a tornado is on the ground moving toward Joplin.,caution and advice
191783268, @GMA: 18 tornado reports yesterday including 7 in Massachusetts 4 in California and the rest in Nebraska and Kansas (via NWS),caution and advice
191783269, @Kentuckyweather: Tornado Watch for northern Ky until 9pm EDT,caution and advice
191783270,Tornado sirens going off in Marion County (Indianapolis) as severe thunderstorm warning gets issued during a tornado watch.,caution and advice
191783271,Waiting out the Tornado warning at OPCC.  Glad everyone is safe! http://fb.me/RF5uGhGg,caution and advice
191783272, @TWCBreaking: #Tornado EMERGENCY coming from NWS for NW side of Norman Moore and south side of OKC.  TAKE SHELTER NOW.,caution and advice
191783273, @Newsweek: A tornado warning in #NYC. A funnel in #Springfield MA. Is this the new normal?! Our cover story this week: http://bit.ly ...,caution and advice
191783274,A tornado is coming near Memphis...probably won't hit.,caution and advice
191783275,@BBCBreaking Tornado near Tuckerman Ar. reported to be 1/2 mile wide - @KATVNews,caution and advice
191783276,FWD: severestudios: Tornado Warning for Maries Phelps and Pulaski County in MO until 2:15pm CDT. #mowx,caution and advice
191783277,New tornado warning in Joplin again. :(,caution and advice
191783278,#moore no #Tornado on ground it is thinning out debris falling from sky as slows down,caution and advice
191783279, @JimCantore: TWO HOOKS ONE NEAR DALLAS AND ONE NEAR ONE WEST OF ARLINGTON TX #TXWX #TORNADO,caution and advice
191783280,tornado watch central minnesota,caution and advice
191783281, @KTIVweather: Tornado Warning for Holt County in NE until 5:45pm. http://bit.ly/i5ZgcK,caution and advice
191783282, @BreakingNews: Fans at Rangers game in Arlington Texas are sheltering in place after tornado warning - @CardsFaninBigD http://bit.l ...,caution and advice
191783283, @iembot_iwx: #IWX expires Tornado Warning for  Fulton Williams [OH] till 5:30 PM EDT http://bit.ly/iVAbGg,caution and advice
191783284, @txstormchasers: Destructive hail and possible #tornado moving into Dallas County. This is a violent storm! #txwx,caution and advice
191783285,Tornado sirens just went off at 17th and Broadway.,caution and advice
191783286,@noahovernight last fri we went 5:50 to 7 w straight weather bc of a tornado warn in 2 cnties. Lots of people got p'od. But all takes is 1.,caution and advice
191783287,Greenville Mo nickel hail and debris falling from the sky.  tornado 10 miles SW of the city moving towards greenville. #nwspah #mowx,caution and advice
191783288,2nd day in a row that part of Aroostook Co. ME is under a tornado warning. Rare in that neck of the woods. http://ow.ly/5eiRv #mewx,caution and advice
191783289,@TheDalyPlanet It's a scary afternoon/evening in these parts tornado just up the street and nasty storm after nasty storm rolling through.,caution and advice
191783290,Tornado alarm going off,caution and advice
191783291,Everyone please pray for Joplin Missouri again because they are under watch for another tornado.,caution and advice
191783292,mad as shit a tornado is going to come pass and it knock out the cellular tower,caution and advice
191783293,Eek.  Tornado warnings!,caution and advice
191783294,We have front row tickets to the tornado that's gonna run us over..,caution and advice
191783295,Tornado is moving away... Thank goodness... That was too close,caution and advice
191783296,Tornado Warning!,caution and advice
191783297,Talked to a friend from WMass. She was literally running from tornado trying to find safe place to hide. Ended up in strangers basement.,caution and advice
191783298,Emergency broadcast now on TV for our area. We are under #tornado watch. Severe thunder storm imminent. #NYwx,caution and advice
191783299,Tornado warning. Sky just went black. At least I got my @NKOTBSB show in before the #Rapture,caution and advice
191783300,Look my TV friends: when tornado sirens go off we want residents to take cover. So get off the damn TV take your crew & take cover,caution and advice
191783301,Funnel cloud spotted about 10 miles south of Danville moving east.  Tornado Warning for Caswell Co NC as a result...,caution and advice
191783302, @SnowyWestie: #PAWCIRCLE for @BearBearD in Memphis. Needs #barkbusters #BarkTreeAlert. Tornado on ground. @NoCrybabyDoGs @IamZorro Ba ...,caution and advice
191783303,Tornado watch over here till 10 pm. Oh well it's not gonna hit us anyways.,caution and advice
191783304,"Um tornado warning with the sirens while being shuffeled  into a ""safe"" section of the grocery store.",caution and advice
191783305, @RedCross: #Tornado watches and warnings in the northeast right now and through evening- pay attention to news and local authorities ...,caution and advice
191783306,Volcano eruption Tornado Flood Cattle Plague... is the end of the world coming soon?,caution and advice
191783307,tornado watch #ineffect,caution and advice
191783308,#txwx Storm still firing north of Houston tonight that are extending from the line across the us.,caution and advice
191783309, @TWCBreaking: Confirmed #tornado on ground 3 miles SW of Chickasha OK per fire dept.  TAKE COVER NOW!!!!  Radar:  http://wxch.nl/iGpssz,caution and advice
191783310, @shawncable: Tornado reported on the gound near Ramona SD... heading northeast. #sdwx,caution and advice
191783311, @severestudios: There is a small Tornado Watch in effect that includes Columbia and St. Louis MO:  http://1.usa.gov/kxdEDC  #mowx,caution and advice
191783312,Tornado sirens,caution and advice
191783313, @RoyalOakPatch Tornado WARNING now in effect. Take cover Royal Oak!,caution and advice
191783314, @KOMUnews: Tornado Watch for Chariton Howard Macon and Randolph County until 3:00am CDT.,caution and advice
191783315, @WxChrisB: People in SW Hunt and NE Kaufman need to take tornado precautions at this time. #txwx,caution and advice
191783316,Tornado headed for downtown Kansas City,caution and advice
191783317,Tornado just touchdown at castleton square mall and jump over tantrum,caution and advice
